//year, concentration
2007.337893,19.4
2007.567715,15.8
2007.797538,19.3
2007.967168,27.8
2008.19699,24.8
2008.276334,25.4
2008.484268,24.4
2008.733242,24.1
2008.949384,24.1
2009.214774,24.2
2009.4829,25.6
2009.729138,24.3
2010.093023,24.1
2010.440492,24.2
2010.804378,25.2
2010.976744,24.9
2011.201094,25.5
2011.471956,25.2
2011.699042,26.1
2011.950752,26.2
2012.19699,27.7
2013.422709,24.5
2014.443228,28.6
2014.615595,29.7
2014.686731,29.4
2014.976744,29.5

