//year     ,concentration
1955.33     ,34.04363
1955.42     ,34.04363
1955.5     ,35.416
1955.58     ,35.416
1955.67     ,35.416
1955.75     ,35.416
1955.83     ,35.416
1955.92     ,35.416
1956     ,36.83264
1956.08     ,36.83264
1956.17     ,36.83264
1956.25     ,36.83264
1956.33     ,36.83264
1956.42     ,36.83264
1956.5     ,38.24928
1956.58     ,38.24928
1956.67     ,38.24928
1956.75     ,38.24928
1956.83     ,38.24928
1956.92     ,38.24928
1957     ,39.66592
1957.08     ,39.66592
1957.17     ,39.66592
1957.25     ,39.66592
1957.33     ,39.66592
1957.42     ,39.66592
1957.5     ,40.10862
1957.58     ,40.10862
1957.67     ,40.10862
1957.75     ,40.10862
1957.83     ,40.10862
1957.92     ,40.10862
1958     ,40.59559
1958.08     ,40.59559
1958.17     ,40.59559
1958.25     ,40.59559
1958.33     ,40.59559
1958.42     ,40.59559
1958.5     ,42.54347
1958.58     ,42.54347
1958.67     ,42.54347
1958.75     ,42.54347
1958.83     ,42.54347
1958.92     ,42.54347
1959     ,44.53562
1959.08     ,44.53562
1959.17     ,44.53562
1959.25     ,44.53562
1959.33     ,44.53562
1959.42     ,44.53562
1959.5     ,44.35854
1959.58     ,44.35854
1959.67     ,44.35854
1959.75     ,44.35854
1959.83     ,44.35854
1959.92     ,44.35854
1960     ,44.18146
1960.08     ,44.18146
1960.17     ,44.18146
1960.25     ,44.18146
1960.33     ,44.18146
1960.42     ,44.18146
1960.5     ,44.97832
1960.58     ,44.97832
1960.67     ,44.97832
1960.75     ,44.97832
1960.83     ,44.97832
1960.92     ,44.97832
1961     ,45.81945
1961.08     ,45.81945
1961.17     ,45.81945
1961.25     ,45.81945
1961.33     ,45.81945
1961.42     ,45.81945
1961.5     ,46.0408
1961.58     ,46.0408
1961.67     ,46.0408
1961.75     ,46.0408
1961.83     ,46.0408
1961.92     ,46.0408
1962     ,46.21788
1962.08     ,46.21788
1962.17     ,46.21788
1962.25     ,46.21788
1962.33     ,46.21788
1962.42     ,46.21788
1962.5     ,47.76733
1962.58     ,47.76733
1962.67     ,47.76733
1962.75     ,47.76733
1962.83     ,47.76733
1962.92     ,47.76733
1963     ,49.27251
1963.08     ,49.27251
1963.17     ,49.27251
1963.25     ,49.27251
1963.33     ,49.27251
1963.42     ,49.27251
1963.5     ,51.3532
1963.58     ,51.3532
1963.67     ,51.3532
1963.75     ,51.3532
1963.83     ,51.3532
1963.92     ,51.3532
1964     ,53.38962
1964.08     ,53.38962
1964.17     ,53.38962
1964.25     ,53.38962
1964.33     ,53.38962
1964.42     ,53.38962
1964.5     ,54.09794
1964.58     ,54.09794
1964.67     ,54.09794
1964.75     ,54.09794
1964.83     ,54.09794
1964.92     ,54.09794
1965     ,54.80626
1965.08     ,54.80626
1965.17     ,54.80626
1965.25     ,54.80626
1965.33     ,54.80626
1965.42     ,54.80626
1965.5     ,54.23075
1965.58     ,54.23075
1965.67     ,54.23075
1965.75     ,54.23075
1965.83     ,54.23075
1965.92     ,54.23075
1966     ,53.65524
1966.08     ,53.65524
1966.17     ,53.65524
1966.25     ,53.65524
1966.33     ,53.65524
1966.42     ,53.65524
1966.5     ,55.07188
1966.58     ,55.07188
1966.67     ,55.07188
1966.75     ,55.07188
1966.83     ,55.07188
1966.92     ,55.07188
1967     ,56.44425
1967.08     ,56.44425
1967.17     ,56.44425
1967.25     ,56.44425
1967.33     ,56.44425
1967.42     ,56.44425
1967.5     ,57.32965
1967.58     ,57.32965
1967.67     ,57.32965
1967.75     ,57.32965
1967.83     ,57.32965
1967.92     ,57.32965
1968     ,58.21505
1968.08     ,58.21505
1968.17     ,58.21505
1968.25     ,58.21505
1968.33     ,58.21505
1968.42     ,58.21505
1968.5     ,56.13436
1968.58     ,56.13436
1968.67     ,56.13436
1968.75     ,56.13436
1968.83     ,56.13436
1968.92     ,56.13436
1969     ,54.05367
1969.08     ,54.05367
1969.17     ,54.05367
1969.25     ,54.05367
1969.33     ,54.05367
1969.42     ,54.05367
1969.5     ,55.29323
1969.58     ,55.29323
1969.67     ,55.29323
1969.75     ,55.29323
1969.83     ,55.29323
1969.92     ,55.29323
1970     ,56.53279
1970.08     ,56.53279
1970.17     ,56.53279
1970.25     ,56.53279
1970.33     ,56.53279
1970.42     ,56.53279
1970.5     ,56.2229
1970.58     ,56.2229
1970.67     ,56.2229
1970.75     ,56.2229
1970.83     ,56.2229
1970.92     ,56.2229
1971     ,55.86874
1971.08     ,55.86874
1971.17     ,55.86874
1971.25     ,55.86874
1971.33     ,55.86874
1971.42     ,55.86874
1971.5     ,58.17078
1971.58     ,58.17078
1971.67     ,58.17078
1971.75     ,58.17078
1971.83     ,58.17078
1971.92     ,58.17078
1972     ,60.42855
1972.08     ,60.42855
1972.17     ,60.42855
1972.25     ,60.42855
1972.33     ,60.42855
1972.42     ,60.42855
1972.5     ,60.60563
1972.58     ,60.60563
1972.67     ,60.60563
1972.75     ,60.60563
1972.83     ,60.60563
1972.92     ,60.60563
1973     ,60.78271
1973.08     ,60.78271
1973.17     ,60.78271
1973.25     ,60.78271
1973.33     ,60.78271
1973.42     ,60.78271
1973.5     ,64.14723
1973.58     ,64.14723
1973.67     ,64.14723
1973.75     ,64.14723
1973.83     ,64.14723
1973.92     ,64.14723
1974     ,67.46748
1974.08     ,67.46748
1974.17     ,67.46748
1974.25     ,67.46748
1974.33     ,67.46748
1974.42     ,67.46748
1974.5     ,68.57423
1974.58     ,68.57423
1974.67     ,68.57423
1974.75     ,68.57423
1974.83     ,68.57423
1974.92     ,68.57423
1975     ,69.68098
1975.08     ,69.68098
1975.17     ,69.68098
1975.25     ,69.68098
1975.33     ,69.68098
1975.42     ,69.68098
1975.5     ,70.56638
1975.58     ,70.56638
1975.67     ,70.56638
1975.75     ,70.56638
1975.83     ,70.56638
1975.92     ,70.56638
1976     ,71.45178
1976.08     ,71.45178
1976.17     ,71.45178
1976.25     ,71.45178
1976.33     ,71.45178
1976.42     ,71.45178
1976.5     ,68.35288
1976.58     ,68.35288
1976.67     ,68.35288
1976.75     ,68.35288
1976.83     ,68.35288
1976.92     ,68.35288
1977     ,65.20971
1977.08     ,65.20971
1977.17     ,65.20971
1977.25     ,65.20971
1977.33     ,65.20971
1977.42     ,65.20971
1977.5     ,62.28789
1977.58     ,62.28789
1977.67     ,62.28789
1977.75     ,62.28789
1977.83     ,62.28789
1977.92     ,62.28789
1978     ,59.36607
1978.08     ,59.36607
1978.17     ,59.36607
1978.25     ,59.36607
1978.33     ,59.36607
1978.42     ,59.36607
1978.5     ,60.34001
1978.58     ,60.34001
1978.67     ,60.34001
1978.75     ,60.34001
1978.83     ,60.34001
1978.92     ,60.34001
1979     ,61.31395
1979.08     ,61.31395
1979.17     ,61.31395
1979.25     ,61.31395
1979.33     ,61.31395
1979.42     ,61.31395
1979.5     ,63.17329
1979.58     ,63.17329
1979.67     ,63.17329
1979.75     ,63.17329
1979.83     ,63.17329
1979.92     ,63.17329
1980     ,65.03263
1980.08     ,65.03263
1980.17     ,65.03263
1980.25     ,65.03263
1980.33     ,65.03263
1980.42     ,65.03263
1980.5     ,66.44927
1980.58     ,66.44927
1980.67     ,66.44927
1980.75     ,66.44927
1980.83     ,66.44927
1980.92     ,66.44927
1981     ,67.86591
1981.08     ,67.86591
1981.17     ,67.86591
1981.25     ,67.86591
1981.33     ,67.86591
1981.42     ,67.86591
1981.5     ,64.45712
1981.58     ,64.45712
1981.67     ,64.45712
1981.75     ,64.45712
1981.83     ,64.45712
1981.92     ,64.45712
1982     ,61.04833
1982.08     ,61.04833
1982.17     ,61.04833
1982.25     ,61.04833
1982.33     ,61.04833
1982.42     ,61.04833
1982.5     ,58.74629
1982.58     ,58.74629
1982.67     ,58.74629
1982.75     ,58.74629
1982.83     ,58.74629
1982.92     ,58.74629
1983     ,56.44425
1983.08     ,56.44425
1983.17     ,56.44425
1983.25     ,56.44425
1983.33     ,56.44425
1983.42     ,56.44425
1983.5     ,62.24362
1983.58     ,62.24362
1983.67     ,62.24362
1983.75     ,62.24362
1983.83     ,62.24362
1983.92     ,62.24362
1984     ,68.04299
1984.08     ,68.04299
1984.17     ,68.04299
1984.25     ,68.04299
1984.33     ,68.04299
1984.42     ,68.04299
1984.5     ,66.58208
1984.58     ,66.58208
1984.67     ,66.58208
1984.75     ,66.58208
1984.83     ,66.58208
1984.92     ,66.58208
1985     ,65.16544
1985.08     ,65.16544
1985.17     ,65.16544
1985.25     ,65.16544
1985.33     ,65.16544
1985.42     ,65.16544
1985.5     ,66.80343
1985.58     ,66.80343
1985.67     ,66.80343
1985.75     ,66.80343
1985.83     ,66.80343
1985.92     ,66.80343
1986     ,68.44142
1986.08     ,68.44142
1986.17     ,68.44142
1986.25     ,68.44142
1986.33     ,68.44142
1986.42     ,68.44142
1986.5     ,68.48569
1986.58     ,68.48569
1986.67     ,68.48569
1986.75     ,68.48569
1986.83     ,68.48569
1986.92     ,68.48569
1987     ,68.57423
1987.08     ,68.57423
1987.17     ,68.57423
1987.25     ,68.57423
1987.33     ,68.57423
1987.42     ,68.57423
1987.5     ,68.97266
1987.58     ,68.97266
1987.67     ,68.97266
1987.75     ,68.97266
1987.83     ,68.97266
1987.92     ,68.97266
1988     ,69.37109
1988.08     ,69.37109
1988.17     ,69.37109
1988.25     ,69.37109
1988.33     ,69.37109
1988.42     ,69.37109
1988.5     ,68.48569
1988.58     ,68.48569
1988.67     ,68.48569
1988.75     ,68.48569
1988.83     ,68.48569
1988.92     ,68.48569
1989     ,67.64456
1989.08     ,67.64456
1989.17     ,67.64456
1989.25     ,67.64456
1989.33     ,67.64456
1989.42     ,67.64456
1989.5     ,67.82164
1989.58     ,67.82164
1989.67     ,67.82164
1989.75     ,67.82164
1989.83     ,67.82164
1989.92     ,67.82164
1990     ,67.99872
1990.08     ,67.99872
1990.17     ,67.99872
1990.25     ,67.99872
1990.33     ,67.99872
1990.42     ,67.99872
1990.5     ,64.41285
1990.58     ,64.41285
1990.67     ,64.41285
1990.75     ,64.41285
1990.83     ,64.41285
1990.92     ,64.41285
1991     ,60.78271
1991.08     ,60.78271
1991.17     ,60.78271
1991.25     ,60.78271
1991.33     ,60.78271
1991.42     ,60.78271
1991.5     ,58.61348
1991.58     ,58.61348
1991.67     ,58.61348
1991.75     ,58.61348
1991.83     ,58.61348
1991.92     ,58.61348
1992     ,56.44425
1992.08     ,56.44425
1992.17     ,56.44425
1992.25     ,56.44425
1992.33     ,56.44425
1992.42     ,56.44425
1992.5     ,58.39213
1992.58     ,58.39213
1992.67     ,58.39213
1992.75     ,58.39213
1992.83     ,58.39213
1992.92     ,58.39213
1993     ,60.34001
1993.08     ,60.34001
1993.17     ,60.34001
1993.25     ,60.34001
1993.33     ,60.34001
1993.42     ,60.34001
1993.5     ,60.07439
1993.58     ,60.07439
1993.67     ,60.07439
1993.75     ,60.07439
1993.83     ,60.07439
1993.92     ,60.07439
1994     ,59.80877
1994.08     ,59.80877
1994.17     ,59.80877
1994.25     ,59.80877
1994.33     ,59.80877
1994.42     ,59.80877
1994.5     ,60.16293
1994.58     ,60.16293
1994.67     ,60.16293
1994.75     ,60.16293
1994.83     ,60.16293
1994.92     ,60.16293
1995     ,60.56136
1995.08     ,60.56136
1995.17     ,60.56136
1995.25     ,60.56136
1995.33     ,60.56136
1995.42     ,60.56136
1995.5     ,68.39715
1995.58     ,68.39715
1995.67     ,68.39715
1995.75     ,68.39715
1995.83     ,68.39715
1995.92     ,68.39715
1996     ,76.23294
1996.08     ,76.23294
1996.17     ,76.23294
1996.25     ,76.23294
1996.33     ,76.23294
1996.42     ,76.23294
1996.5     ,69.72525
1996.58     ,69.72525
1996.67     ,69.72525
1996.75     ,69.72525
1996.83     ,69.72525
1996.92     ,69.72525
1997     ,63.21756
1997.08     ,63.21756
1997.17     ,63.21756
1997.25     ,63.21756
1997.33     ,63.21756
1997.42     ,63.21756
1997.5     ,60.11866
1997.58     ,60.11866
1997.67     ,60.11866
1997.75     ,60.11866
1997.83     ,60.11866
1997.92     ,60.11866
1998     ,57.01976
1998.08     ,57.01976
1998.17     ,57.01976
1998.25     ,57.01976
1998.33     ,57.01976
1998.42     ,57.01976
1998.5     ,59.85304
1998.58     ,59.85304
1998.67     ,59.85304
1998.75     ,59.85304
1998.83     ,59.85304
1998.92     ,59.85304
1999     ,62.68632
1999.08     ,62.68632
1999.17     ,62.68632
1999.25     ,62.68632
1999.33     ,62.68632
1999.42     ,62.68632
1999.5     ,68.52996
1999.58     ,68.52996
1999.67     ,68.52996
1999.75     ,68.52996
1999.83     ,68.52996
1999.92     ,68.52996
2000     ,66.405
2000.08     ,66.405
2000.17     ,66.405
2000.25     ,66.405
2000.33     ,66.405
2000.42     ,66.405
2000.5     ,66.405
2000.58     ,66.405
2000.67     ,66.405
2000.75     ,66.405
2000.83     ,66.405
2000.92     ,66.405
2001     ,66.405
2001.08     ,66.405
2001.17     ,66.405
2001.25     ,66.405
2001.33     ,66.405
2001.42     ,66.405
2001.5     ,66.405
2001.58     ,66.405
2001.67     ,66.405
2001.75     ,66.405
2001.83     ,66.405
2001.92     ,66.405
2002     ,66.405
2002.08     ,66.405
2002.17     ,66.405
2002.25     ,66.405
2002.33     ,66.405
2002.42     ,66.405
2002.5     ,66.405
2002.58     ,66.405
2002.67     ,66.405
2002.75     ,66.405
2002.83     ,66.405
2002.92     ,66.405
2003     ,66.405
2003.08     ,66.405
2003.17     ,66.405
2003.25     ,66.405
2003.33     ,66.405
2003.42     ,66.405
2003.5     ,66.405
2003.58     ,66.405
2003.67     ,66.405
2003.75     ,66.405
2003.83     ,66.405
2003.92     ,66.405
2004     ,66.405
2004.08     ,66.405
2004.17     ,66.405
2004.25     ,66.405
2004.33     ,66.405
2004.42     ,66.405
2004.5     ,66.405
2004.58     ,66.405
2004.67     ,66.405
2004.75     ,66.405
2004.83     ,66.405
2004.92     ,66.405
2005     ,66.405
2005.08     ,66.405
2005.17     ,66.405
2005.25     ,66.405
2005.33     ,66.405
2005.42     ,66.405
2005.5     ,66.405
2005.58     ,66.405
2005.67     ,66.405
2005.75     ,66.405
2005.83     ,66.405
2005.92     ,66.405
2006     ,66.405
2006.08     ,66.405
2006.17     ,66.405
2006.25     ,66.405
2006.33     ,66.405
2006.42     ,66.405
2006.5     ,66.405
2006.58     ,66.405
2006.67     ,66.405
2006.75     ,66.405
2006.83     ,66.405
2006.92     ,66.405
2007     ,66.405
2007.08     ,66.405
2007.17     ,66.405
2007.25     ,66.405
2007.33     ,66.405
2007.42     ,66.405
2007.5     ,66.405
2007.58     ,66.405
2007.67     ,66.405
2007.75     ,66.405
2007.83     ,66.405
2007.92     ,66.405
2008     ,66.405
2008.08     ,66.405
2008.17     ,66.405
2008.25     ,66.405
2008.33     ,66.405
2008.42     ,66.405
2008.5     ,66.405
2008.58     ,66.405
2008.67     ,66.405
2008.75     ,66.405
2008.83     ,66.405
2008.92     ,66.405
2009     ,66.405
2009.08     ,66.405
2009.17     ,66.405
2009.25     ,66.405
2009.33     ,66.405
2009.42     ,66.405
2009.5     ,66.405
2009.58     ,66.405
2009.67     ,66.405
2009.75     ,66.405
2009.83     ,66.405
2009.92     ,66.405
2010     ,66.405
2010.08     ,66.405
2010.17     ,66.405
2010.25     ,66.405
2010.33     ,66.405
2010.42     ,66.405
2010.5     ,66.405
2010.58     ,66.405
2010.67     ,66.405
2010.75     ,66.405
2010.83     ,66.405
2010.92     ,66.405
2011     ,66.405
2011.08     ,66.405
2011.17     ,66.405
2011.25     ,66.405
2011.33     ,66.405
2011.42     ,66.405
2011.5     ,66.405
2011.58     ,66.405
2011.67     ,66.405
2011.75     ,66.405
2011.83     ,66.405
2011.92     ,66.405
2012     ,66.405
2012.08     ,66.405
2012.17     ,66.405
2012.25     ,66.405
2012.33     ,66.405
2012.42     ,66.405
2012.5     ,66.405
2012.58     ,66.405
2012.67     ,66.405
2012.75     ,66.405
2012.83     ,66.405
2012.92     ,66.405
2013     ,66.405
2013.08     ,66.405
2013.17     ,66.405
2013.25     ,66.405
2013.33     ,66.405
2013.42     ,66.405
2013.5     ,66.405
2013.58     ,66.405
2013.67     ,66.405
2013.75     ,66.405
2013.83     ,66.405
2013.92     ,66.405
2014     ,66.405
2014.08     ,66.405
2014.17     ,66.405
2014.25     ,66.405
2014.33     ,66.405
2014.42     ,66.405
2014.5     ,66.405
2014.58     ,66.405
2014.67     ,66.405
2014.75     ,66.405
2014.83     ,66.405
2014.92     ,66.405
2015     ,66.405
2015.08     ,66.405
2015.17     ,66.405
2015.25     ,66.405
2015.33     ,66.405
2015.42     ,66.405
2015.5     ,66.405
2015.58     ,66.405
2015.67     ,66.405
2015.75     ,66.405
2015.83     ,66.405
2015.92     ,66.405
2016     ,66.405
2016.08     ,66.405
2016.17     ,66.405
2016.25     ,66.405
2016.33     ,66.405
2016.42     ,66.405
2016.5     ,66.405
2016.58     ,66.405
2016.67     ,66.405
2016.75     ,66.405
2016.83     ,66.405
2016.92     ,66.405
2017     ,66.405
2017.08     ,66.405
2017.17     ,66.405
2017.25     ,66.405
2017.33     ,66.405
2017.42     ,66.405
2017.5     ,66.405
2017.58     ,66.405
2017.67     ,66.405
2017.75     ,66.405
2017.83     ,66.405
2017.92     ,66.405
2018     ,66.405
2018.08     ,66.405
2018.17     ,66.405
2018.25     ,66.405
2018.33     ,66.405
2018.42     ,66.405
2018.5     ,66.405
2018.58     ,66.405
2018.67     ,66.405
2018.75     ,66.405
2018.83     ,66.405
2018.92     ,66.405
2019     ,66.405
2019.08     ,66.405
2019.17     ,66.405
2019.25     ,66.405
2019.33     ,66.405
2019.42     ,66.405
2019.5     ,66.405
2019.58     ,66.405
2019.67     ,66.405
2019.75     ,66.405
2019.83     ,66.405
2019.92     ,66.405
2020     ,66.405
