//year, concentration
2000.807114,0.1
2002.470588,3.1
2003.373461,0.1
2003.452804,3.5
2004.23803,1.2
2004.771546,2
2005.23119,4.4
2005.422709,3.1
2005.783858,0.1
2006.415869,2
2006.798906,2
2007.296854,3.2
2008.216142,1.9
2008.886457,6.4
2009.214774,3.4
2009.310534,2.7
2009.502052,3.3
2010.497948,2.3
2011.376197,2
2012.484268,3.7
2013.255814,3.6
2014.309166,2.1

