//year,concentration
1979.42,13.85
1979.50,14.27
1979.58,14.27
1979.67,14.27
1979.75,14.27
1979.83,14.27
1979.92,14.27
1980.00,14.69
1980.08,14.69
1980.17,14.69
1980.25,14.69
1980.33,14.69
1980.42,14.69
1980.50,15.01
1980.58,15.01
1980.67,15.01
1980.75,15.01
1980.83,15.01
1980.92,15.01
1981.00,15.33
1981.08,15.33
1981.17,15.33
1981.25,15.33
1981.33,15.33
1981.42,15.33
1981.50,14.56
1981.58,14.56
1981.67,14.56
1981.75,14.56
1981.83,14.56
1981.92,14.56
1982.00,13.79
1982.08,13.79
1982.17,13.79
1982.25,13.79
1982.33,13.79
1982.42,13.79
1982.50,13.27
1982.58,13.27
1982.67,13.27
1982.75,13.27
1982.83,13.27
1982.92,13.27
1983.00,12.75
1983.08,12.75
1983.17,12.75
1983.25,12.75
1983.33,12.75
1983.42,12.75
1983.50,14.06
1983.58,14.06
1983.67,14.06
1983.75,14.06
1983.83,14.06
1983.92,14.06
1984.00,15.37
1984.08,15.37
1984.17,15.37
1984.25,15.37
1984.33,15.37
1984.42,15.37
1984.50,15.04
1984.58,15.04
1984.67,15.04
1984.75,15.04
1984.83,15.04
1984.92,15.04
1985.00,14.72
1985.08,14.72
1985.17,14.72
1985.25,14.72
1985.33,14.72
1985.42,14.72
1985.50,15.09
1985.58,15.09
1985.67,15.09
1985.75,15.09
1985.83,15.09
1985.92,15.09
1986.00,15.46
1986.08,15.46
1986.17,15.46
1986.25,15.46
1986.33,15.46
1986.42,15.46
1986.50,15.47
1986.58,15.47
1986.67,15.47
1986.75,15.47
1986.83,15.47
1986.92,15.47
1987.00,15.49
1987.08,15.49
1987.17,15.49
1987.25,15.49
1987.33,15.49
1987.42,15.49
1987.50,15.58
1987.58,15.58
1987.67,15.58
1987.75,15.58
1987.83,15.58
1987.92,15.58
1988.00,15.67
1988.08,15.67
1988.17,15.67
1988.25,15.67
1988.33,15.67
1988.42,15.67
1988.50,15.47
1988.58,15.47
1988.67,15.47
1988.75,15.47
1988.83,15.47
1988.92,15.47
1989.00,15.28
1989.08,15.28
1989.17,15.28
1989.25,15.28
1989.33,15.28
1989.42,15.28
1989.50,15.32
1989.58,15.32
1989.67,15.32
1989.75,15.32
1989.83,15.32
1989.92,15.32
1990.00,15.36
1990.08,15.36
1990.17,15.36
1990.25,15.36
1990.33,15.36
1990.42,15.36
1990.50,14.55
1990.58,14.55
1990.67,14.55
1990.75,14.55
1990.83,14.55
1990.92,14.55
1991.00,13.73
1991.08,13.73
1991.17,13.73
1991.25,13.73
1991.33,13.73
1991.42,13.73
1991.50,13.24
1991.58,13.24
1991.67,13.24
1991.75,13.24
1991.83,13.24
1991.92,13.24
1992.00,12.75
1992.08,12.75
1992.17,12.75
1992.25,12.75
1992.33,12.75
1992.42,12.75
1992.50,13.19
1992.58,13.19
1992.67,13.19
1992.75,13.19
1992.83,13.19
1992.92,13.19
1993.00,13.63
1993.08,13.63
1993.17,13.63
1993.25,13.63
1993.33,13.63
1993.42,13.63
1993.50,13.57
1993.58,13.57
1993.67,13.57
1993.75,13.57
1993.83,13.57
1993.92,13.57
1994.00,13.51
1994.08,13.51
1994.17,13.51
1994.25,13.51
1994.33,13.51
1994.42,13.51
1994.50,13.59
1994.58,13.59
1994.67,13.59
1994.75,13.59
1994.83,13.59
1994.92,13.59
1995.00,13.68
1995.08,13.68
1995.17,13.68
1995.25,13.68
1995.33,13.68
1995.42,13.68
1995.50,15.45
1995.58,15.45
1995.67,15.45
1995.75,15.45
1995.83,15.45
1995.92,15.45
1996.00,17.22
1996.08,17.22
1996.17,17.22
1996.25,17.22
1996.33,17.22
1996.42,17.22
1996.50,15.75
1996.58,15.75
1996.67,15.75
1996.75,15.75
1996.83,15.75
1996.92,15.75
1997.00,14.28
1997.08,14.28
1997.17,14.28
1997.25,14.28
1997.33,14.28
1997.42,14.28
1997.50,13.58
1997.58,13.58
1997.67,13.58
1997.75,13.58
1997.83,13.58
1997.92,13.58
1998.00,12.88
1998.08,12.88
1998.17,12.88
1998.25,12.88
1998.33,12.88
1998.42,12.88
1998.50,13.52
1998.58,13.52
1998.67,13.52
1998.75,13.52
1998.83,13.52
1998.92,13.52
1999.00,14.16
1999.08,14.16
1999.17,14.16
1999.25,14.16
1999.33,14.16
1999.42,14.16
1999.50,15.48
1999.58,15.48
1999.67,15.48
1999.75,15.48
1999.83,15.48
1999.92,15.48
2000.00,15.00
2000.08,15.00
2000.17,15.00
2000.25,15.00
2000.33,15.00
2000.42,15.00
2000.50,15.00
2000.58,15.00
2000.67,15.00
2000.75,15.00
2000.83,15.00
2000.92,15.00
2001.00,15.00
2001.08,15.00
2001.17,15.00
2001.25,15.00
2001.33,15.00
2001.42,15.00
2001.50,15.00
2001.58,15.00
2001.67,15.00
2001.75,15.00
2001.83,15.00
2001.92,15.00
2002.00,15.00
2002.08,15.00
2002.17,15.00
2002.25,15.00
2002.33,15.00
2002.42,15.00
2002.50,15.00
2002.58,15.00
2002.67,15.00
2002.75,15.00
2002.83,15.00
2002.92,15.00
2003.00,15.00
2003.08,15.00
2003.17,15.00
2003.25,15.00
2003.33,15.00
2003.42,15.00
2003.50,15.00
2003.58,15.00
2003.67,15.00
2003.75,15.00
2003.83,15.00
2003.92,15.00
2004.00,15.00
2004.08,15.00
2004.17,15.00
2004.25,15.00
2004.33,15.00
2004.42,15.00
2004.50,15.00
2004.58,15.00
2004.67,15.00
2004.75,15.00
2004.83,15.00
2004.92,15.00
2005.00,15.00
2005.08,15.00
2005.17,15.00
2005.25,15.00
2005.33,15.00
2005.42,15.00
2005.50,15.00
2005.58,15.00
2005.67,15.00
2005.75,15.00
2005.83,15.00
2005.92,15.00
2006.00,15.00
2006.08,15.00
2006.17,15.00
2006.25,15.00
2006.33,15.00
2006.42,15.00
2006.50,15.00
2006.58,15.00
2006.67,15.00
2006.75,15.00
2006.83,15.00
2006.92,15.00
2007.00,15.00
2007.08,15.00
2007.17,15.00
2007.25,15.00
2007.33,15.00
2007.42,15.00
2007.50,15.00
2007.58,15.00
2007.67,15.00
2007.75,15.00
2007.83,15.00
2007.92,15.00
2008.00,15.00
2008.08,15.00
2008.17,15.00
2008.25,15.00
2008.33,15.00
2008.42,15.00
2008.50,15.00
2008.58,15.00
2008.67,15.00
2008.75,15.00
2008.83,15.00
2008.92,15.00
2009.00,15.00
2009.08,15.00
2009.17,15.00
2009.25,15.00
2009.33,15.00
2009.42,15.00
2009.50,15.00
2009.58,15.00
2009.67,15.00
2009.75,15.00
2009.83,15.00
2009.92,15.00
2010.00,15.00
2010.08,15.00
2010.17,15.00
2010.25,15.00
2010.33,15.00
2010.42,15.00
2010.50,15.00
2010.58,15.00
2010.67,15.00
2010.75,15.00
2010.83,15.00
2010.92,15.00
2011.00,15.00
2011.08,15.00
2011.17,15.00
2011.25,15.00
2011.33,15.00
2011.42,15.00
2011.50,15.00
2011.58,15.00
2011.67,15.00
2011.75,15.00
2011.83,15.00
2011.92,15.00
2012.00,15.00
2012.08,15.00
2012.17,15.00
2012.25,15.00
2012.33,15.00
2012.42,15.00
2012.50,15.00
2012.58,15.00
2012.67,15.00
2012.75,15.00
2012.83,15.00
2012.92,15.00
2013.00,15.00
2013.08,15.00
2013.17,15.00
2013.25,15.00
2013.33,15.00
2013.42,15.00
2013.50,15.00
2013.58,15.00
2013.67,15.00
2013.75,15.00
2013.83,15.00
2013.92,15.00
2014.00,15.00
2014.08,15.00
2014.17,15.00
2014.25,15.00
2014.33,15.00
2014.42,15.00
2014.50,15.00
2014.58,15.00
2014.67,15.00
2014.75,15.00
2014.83,15.00
2014.92,15.00
2015.00,15.00
2015.08,15.00
2015.17,15.00
2015.25,15.00
2015.33,15.00
2015.42,15.00
2015.50,15.00
2015.58,15.00
2015.67,15.00
2015.75,15.00
2015.83,15.00
2015.92,15.00
2016.00,15.00
2016.08,15.00
2016.17,15.00
2016.25,15.00
2016.33,15.00
2016.42,15.00
2016.50,15.00
2016.58,15.00
2016.67,15.00
2016.75,15.00
2016.83,15.00
2016.92,15.00
2017.00,15.00
2017.08,15.00
2017.17,15.00
2017.25,15.00
2017.33,15.00
2017.42,15.00
2017.50,15.00
2017.58,15.00
2017.67,15.00
2017.75,15.00
2017.83,15.00
2017.92,15.00
2018.00,15.00
2018.08,15.00
2018.17,15.00
2018.25,15.00
2018.33,15.00
2018.42,15.00
2018.50,15.00
2018.58,15.00
2018.67,15.00
2018.75,15.00
2018.83,15.00
2018.92,15.00
2019.00,15.00
2019.08,15.00
2019.17,15.00
2019.25,15.00
2019.33,15.00
2019.42,15.00
2019.50,15.00
2019.58,15.00
2019.67,15.00
2019.75,15.00
2019.83,15.00
2019.92,15.00
2020.00,15.00
