sample_no, 3H_std, Well1_P1, log_posterior, log_posterior_transformed, stuck_counter, perturbation_coeff_0, perturbation_coeff_1, 
556, 4.632946e-01, 7.552122e-01, -2.266038e+00, -2.266038e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
557, 2.865466e-01, 2.955029e+00, -2.434815e+00, -2.434815e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
558, 1.421172e+00, 2.123001e+00, -3.763880e+00, -3.763880e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
559, 2.848678e-01, 3.348545e-01, -2.545550e+00, -2.545550e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
560, 1.761745e-01, 1.008908e+00, -3.238637e+00, -3.238637e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
561, 2.388084e+00, 3.960415e+00, -5.071098e+00, -5.071098e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
562, 1.628819e-01, 5.860327e+00, -2.450546e+00, -2.450546e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
563, 4.019654e-01, 8.576158e-01, -2.218759e+00, -2.218759e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
564, 4.821106e-01, 8.577070e-01, -2.285215e+00, -2.285215e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
565, 2.865466e-01, 2.955029e+00, -2.434815e+00, -2.725303e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
566, 1.421172e+00, 2.123001e+00, -3.763880e+00, -5.368124e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
567, 3.726912e-01, 2.131927e-01, -2.559443e+00, -2.559443e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
568, 1.761745e-01, 1.008908e+00, -3.238637e+00, -3.520744e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
569, 2.388084e+00, 3.960415e+00, -5.071098e+00, -5.361660e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
570, 1.258001e-01, 4.722733e+00, -2.723179e+00, -2.723179e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
571, 7.641244e-01, 4.115905e-01, -2.747207e+00, -2.747207e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
572, 4.416610e-01, 8.171193e-01, -2.245258e+00, -2.245258e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
573, 2.550868e-01, 1.757245e+00, -2.384307e+00, -2.384307e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
574, 1.407566e+00, 1.092416e+00, -3.468775e+00, -3.468775e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
575, 3.309837e-01, 1.957036e-01, -2.575665e+00, -2.575665e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
576, 2.816928e-01, 1.685900e+00, -2.321565e+00, -2.321565e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
577, 2.430000e+00, 4.438389e+00, -5.214943e+00, -5.214943e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
578, 1.440482e-01, 6.433823e+00, -2.400213e+00, -2.400213e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
579, 2.249207e-01, 1.473866e-01, -2.652034e+00, -2.652034e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
580, 2.511884e-01, 9.844192e-01, -2.421780e+00, -2.421780e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
581, 2.550868e-01, 1.757245e+00, -2.384307e+00, -2.453168e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
582, 1.407566e+00, 1.092416e+00, -3.468775e+00, -4.792125e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
583, 3.967512e-01, 1.435245e-01, -2.703852e+00, -2.703852e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
584, 4.627152e-01, 9.396929e-01, -2.269755e+00, -2.269755e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
585, 2.238237e+00, 3.756580e+00, -4.913001e+00, -4.913001e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
586, 1.440482e-01, 6.433823e+00, -2.400213e+00, -7.823785e+01, 0.000000, 6.140227e-01, 4.709615e-01, 
587, 2.333922e-01, 1.847390e-01, -2.765419e+00, -2.765419e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
588, 2.511884e-01, 9.844192e-01, -2.421780e+00, -3.724001e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
589, 2.550868e-01, 1.757245e+00, -2.384307e+00, -5.742739e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
590, 1.407566e+00, 1.092416e+00, -3.468775e+00, -6.427137e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
591, 1.741278e-01, 1.279395e-01, -2.683767e+00, -2.683767e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
592, 4.627152e-01, 9.396929e-01, -2.269755e+00, -3.508902e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
593, 1.864469e+00, 3.857045e+00, -4.643202e+00, -4.643202e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
594, 1.440482e-01, 6.433823e+00, -2.400213e+00, -4.093079e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
595, 3.322652e-01, 2.307092e-01, -2.545245e+00, -2.545245e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
596, 2.511884e-01, 9.844192e-01, -2.421780e+00, -3.434901e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
597, 2.550868e-01, 1.757245e+00, -2.384307e+00, -2.588972e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
598, 1.441220e+00, 1.288119e+00, -3.549532e+00, -3.549532e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
599, 3.088143e-01, 1.052003e-01, -2.645348e+00, -2.645348e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
600, 4.627152e-01, 9.396929e-01, -2.269755e+00, -2.539483e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
601, 1.412880e+00, 3.557480e+00, -4.144381e+00, -4.144381e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
602, 2.815801e-01, 9.895301e+00, -3.428222e+00, -3.428222e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
603, 2.374010e-01, 7.420223e-02, -2.695659e+00, -2.695659e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
604, 2.267390e-01, 8.990609e-01, -2.597206e+00, -2.597206e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
605, 2.550868e-01, 1.757245e+00, -2.384307e+00, -3.181460e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
606, 7.140927e-01, 1.402959e+00, -2.693574e+00, -2.693574e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
607, 3.088143e-01, 1.052003e-01, -2.645348e+00, -1.012896e+01, 0.000000, 6.140227e-01, 4.709615e-01, 
608, 3.815326e-01, 2.396747e+00, -2.434963e+00, -2.434963e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
609, 1.892993e+00, 3.922417e+00, -4.683371e+00, -4.683371e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
610, 2.815801e-01, 9.895301e+00, -3.428222e+00, -4.120423e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
611, 1.673766e-01, 9.544254e-02, -2.291415e+00, -2.291415e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
612, 2.267390e-01, 8.990609e-01, -2.597206e+00, -2.982710e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
613, 2.550868e-01, 1.757245e+00, -2.384307e+00, -2.647329e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
614, 7.140927e-01, 1.402959e+00, -2.693574e+00, -3.072041e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
615, 3.088143e-01, 1.052003e-01, -2.645348e+00, -5.415848e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
616, 3.815326e-01, 2.396747e+00, -2.434963e+00, -3.881368e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
617, 2.433091e+00, 3.381724e+00, -4.955509e+00, -4.955509e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
618, 2.815801e-01, 9.895301e+00, -3.428222e+00, -3.642737e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
619, 1.673766e-01, 9.544254e-02, -2.291415e+00, -1.035426e+01, 0.000000, 6.140227e-01, 4.709615e-01, 
620, 1.576266e-01, 2.177655e+00, -3.174623e+00, -3.174623e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
621, 3.173683e-01, 2.535482e+00, -2.398287e+00, -2.398287e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
622, 3.868483e-01, 2.702289e+00, -2.497747e+00, -2.497747e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
623, 4.955745e-01, 9.747273e-02, -3.143868e+00, -3.143868e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
624, 2.198799e-01, 1.106904e+00, -2.612726e+00, -2.612726e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
625, 2.939474e+00, 3.508013e+00, -5.311236e+00, -5.311236e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
626, 2.815801e-01, 9.895301e+00, -3.428222e+00, -8.787044e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
627, 3.508500e-01, 1.100825e-01, -2.724632e+00, -2.724632e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
628, 1.576266e-01, 2.177655e+00, -3.174623e+00, -6.851136e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
629, 2.806103e-01, 2.642908e+00, -2.403648e+00, -2.403648e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
630, 2.853476e-01, 1.550780e+00, -2.306612e+00, -2.306612e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
631, 4.955745e-01, 9.747273e-02, -3.143868e+00, -3.482884e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
632, 2.101089e-01, 1.677798e+00, -2.617910e+00, -2.617910e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
633, 3.280457e+00, 3.254065e+00, -5.437727e+00, -5.437727e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
634, 2.815801e-01, 9.895301e+00, -3.428222e+00, -4.952360e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
635, 3.839200e-01, 1.401626e-01, -2.692440e+00, -2.692440e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
636, 1.576266e-01, 2.177655e+00, -3.174623e+00, -7.266813e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
637, 3.563428e-01, 2.300156e+00, -2.391406e+00, -2.391406e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
638, 2.355493e-01, 1.360321e+00, -2.473108e+00, -2.473108e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
639, 4.801506e-01, 6.435645e-02, -3.624973e+00, -3.624973e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
640, 3.366480e-01, 1.149021e+00, -2.227028e+00, -2.227028e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
641, 2.084611e+00, 3.721263e+00, -4.787985e+00, -4.787985e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
642, 2.815801e-01, 9.895301e+00, -3.428222e+00, -9.653228e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
643, 3.811932e-01, 1.639462e-01, -2.639208e+00, -2.639208e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
644, 3.496909e-01, 2.405595e+00, -2.402657e+00, -2.402657e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
645, 1.332212e-01, 4.912179e+00, -2.608163e+00, -2.608163e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
646, 2.244288e-01, 3.130511e+00, -2.482209e+00, -2.482209e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
647, 2.387305e-01, 6.359303e-02, -3.023933e+00, -3.023933e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
648, 3.366480e-01, 1.149021e+00, -2.227028e+00, -2.379748e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
649, 1.391165e+00, 3.066646e+00, -3.994486e+00, -3.994486e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
650, 2.950719e-01, 1.510929e+01, -4.702558e+00, -4.702558e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
651, 3.811932e-01, 1.639462e-01, -2.639208e+00, -3.059963e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
652, 9.842568e-01, 1.805770e+00, -3.171719e+00, -3.171719e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
653, 1.542547e-01, 4.588607e+00, -2.570575e+00, -2.570575e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
654, 2.244288e-01, 3.130511e+00, -2.482209e+00, -3.835528e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
655, 2.387305e-01, 6.359303e-02, -3.023933e+00, -5.288639e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
656, 3.366480e-01, 1.149021e+00, -2.227028e+00, -3.236468e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
657, 1.003021e+00, 4.097424e+00, -3.792715e+00, -3.792715e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
658, 1.123417e+00, 1.874239e+01, -6.197421e+00, -6.197421e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
659, 3.019050e-01, 2.667490e-01, -2.556154e+00, -2.556154e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
660, 9.842568e-01, 1.805770e+00, -3.171719e+00, -5.216810e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
661, 4.231560e-01, 4.302284e+00, -2.856383e+00, -2.856383e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
662, 1.634384e-01, 5.152984e+00, -2.483881e+00, -2.483881e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
663, 2.387305e-01, 6.359303e-02, -3.023933e+00, -9.906945e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
664, 4.014692e-01, 1.112948e+00, -2.234905e+00, -2.234905e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
665, 8.006251e-01, 3.802799e+00, -3.432799e+00, -3.432799e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
666, 6.479988e-01, 3.279427e+01, -6.517244e+00, -6.517244e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
667, 3.019050e-01, 2.667490e-01, -2.556154e+00, -4.814108e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
668, 1.154090e+00, 2.926463e+00, -3.691670e+00, -3.691670e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
669, 2.514619e-01, 7.327267e+00, -2.865109e+00, -2.865109e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
670, 3.858954e-01, 4.223626e+00, -2.765012e+00, -2.765012e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
671, 2.387305e-01, 6.359303e-02, -3.023933e+00, -5.310691e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
672, 3.315854e-01, 1.045768e+00, -2.224432e+00, -2.224432e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
673, 5.590194e-01, 4.314061e+00, -3.131486e+00, -3.131486e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
674, 5.109911e-01, 3.769342e+01, -6.960187e+00, -6.960187e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
675, 3.019050e-01, 2.667490e-01, -2.556154e+00, -3.513192e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
676, 1.154090e+00, 2.926463e+00, -3.691670e+00, -4.394294e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
677, 2.076153e-01, 4.047138e+00, -2.500393e+00, -2.500393e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
678, 3.858954e-01, 4.223626e+00, -2.765012e+00, -3.373631e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
679, 4.723769e-01, 1.089150e-01, -3.001772e+00, -3.001772e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
680, 3.315854e-01, 1.045768e+00, -2.224432e+00, -6.410817e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
681, 3.664691e-01, 3.596654e+00, -2.621882e+00, -2.621882e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
682, 5.109911e-01, 3.769342e+01, -6.960187e+00, -3.000908e+04, 0.000000, 6.140227e-01, 4.709615e-01, 
683, 6.497718e-01, 3.238174e-01, -2.681396e+00, -2.681396e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
684, 1.386524e+00, 2.325918e+00, -3.785935e+00, -3.785935e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
685, 1.918185e-01, 7.155350e+00, -2.616287e+00, -2.616287e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
686, 4.152883e-01, 5.112098e+00, -2.983069e+00, -2.983069e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
687, 3.845433e-01, 1.869679e-01, -2.603948e+00, -2.603948e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
688, 1.927874e-01, 1.370096e+00, -2.847537e+00, -2.847537e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
689, 2.310661e-01, 4.879924e+00, -2.538873e+00, -2.538873e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
690, 1.319626e+00, 6.085112e+01, -9.039006e+00, -9.039006e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
691, 6.497718e-01, 3.238174e-01, -2.681396e+00, -4.106291e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
692, 1.993376e+00, 1.060477e+00, -3.987322e+00, -3.987322e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
693, 3.659209e-01, 7.383362e+00, -3.237255e+00, -3.237255e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
694, 4.152883e-01, 5.112098e+00, -2.983069e+00, -3.393732e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
695, 4.916345e-01, 2.714842e-01, -2.559486e+00, -2.559486e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
696, 1.851769e-01, 1.936193e+00, -2.821651e+00, -2.821651e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
697, 2.310661e-01, 4.879924e+00, -2.538873e+00, -2.640901e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
698, 1.319626e+00, 6.085112e+01, -9.039006e+00, -3.000941e+04, 0.000000, 6.140227e-01, 4.709615e-01, 
699, 6.497718e-01, 3.238174e-01, -2.681396e+00, -7.170839e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
700, 3.530295e+00, 2.446104e+00, -5.345036e+00, -5.345036e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
701, 4.112864e-01, 4.946177e+00, -2.945040e+00, -2.945040e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
702, 4.152883e-01, 5.112098e+00, -2.983069e+00, -3.673130e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
703, 5.338218e-01, 3.139309e-01, -2.546130e+00, -2.546130e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
704, 2.972833e-01, 1.847098e+00, -2.317200e+00, -2.317200e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
705, 3.491485e-01, 5.596454e+00, -2.902675e+00, -2.902675e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
706, 1.571018e+00, 5.548854e+01, -9.250191e+00, -9.250191e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
707, 1.239160e+00, 6.239270e-01, -3.246830e+00, -3.246830e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
708, 3.660466e+00, 6.857005e-01, -4.974237e+00, -4.974237e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
709, 6.131954e-01, 6.090472e+00, -3.585457e+00, -3.585457e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
710, 4.461978e-01, 5.940470e+00, -3.200331e+00, -3.200331e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
711, 8.912040e-01, 8.470191e-01, -2.830122e+00, -2.830122e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
712, 2.972833e-01, 1.847098e+00, -2.317200e+00, -3.769046e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
713, 5.806672e-01, 4.554345e+00, -3.222147e+00, -3.222147e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
714, 2.729096e+00, 5.108610e+01, -9.792792e+00, -9.792792e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
715, 1.186475e+00, 6.229831e-01, -3.188455e+00, -3.188455e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
716, 2.877937e+00, 6.799378e-01, -4.549579e+00, -4.549579e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
717, 9.199276e-01, 4.726738e+00, -3.819528e+00, -3.819528e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
718, 4.461978e-01, 5.940470e+00, -3.200331e+00, -3.589373e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
719, 6.398750e-01, 1.695987e+00, -2.656577e+00, -2.656577e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
720, 9.158678e-01, 1.694447e+00, -3.051270e+00, -3.051270e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
721, 5.806672e-01, 4.554345e+00, -3.222147e+00, -4.260954e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
722, 2.156135e+00, 3.409384e+01, -8.332660e+00, -8.332660e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
723, 4.386474e-01, 5.214556e-01, -2.294147e+00, -2.294147e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
724, 1.397450e+00, 9.314449e-01, -3.427813e+00, -3.427813e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
725, 4.815758e-01, 4.027439e+00, -2.922545e+00, -2.922545e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
726, 4.461978e-01, 5.940470e+00, -3.200331e+00, -6.183365e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
727, 6.398750e-01, 1.695987e+00, -2.656577e+00, -4.169539e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
728, 1.083598e+00, 6.253458e-01, -3.069439e+00, -3.069439e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
729, 1.067639e+00, 2.533137e+00, -3.479788e+00, -3.479788e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
730, 8.615550e-01, 2.440647e+01, -6.459235e+00, -6.459235e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
731, 4.386474e-01, 5.214556e-01, -2.294147e+00, -2.687805e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
732, 1.158107e+00, 7.851268e-01, -3.152392e+00, -3.152392e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
733, 4.815758e-01, 4.027439e+00, -2.922545e+00, -5.094045e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
734, 3.810311e-01, 4.870080e+00, -2.863172e+00, -2.863172e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
735, 3.768681e-01, 1.656226e+00, -2.299125e+00, -2.299125e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
736, 8.966545e-01, 4.624680e-01, -2.888629e+00, -2.888629e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
737, 9.614492e-01, 2.907829e+00, -3.442441e+00, -3.442441e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
738, 5.336240e-01, 3.135083e+01, -6.245755e+00, -6.245755e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
739, 8.885366e-01, 4.620724e-01, -2.878399e+00, -2.878399e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
740, 1.158107e+00, 7.851268e-01, -3.152392e+00, -3.601577e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
741, 4.722878e-01, 1.436698e+00, -2.356807e+00, -2.356807e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
742, 5.470619e-01, 4.217522e+00, -3.088685e+00, -3.088685e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
743, 2.604996e-01, 1.135246e+00, -2.367286e+00, -2.367286e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
744, 3.156400e-01, 5.332299e-01, -2.321676e+00, -2.321676e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
745, 9.885458e-01, 2.377003e+00, -3.335906e+00, -3.335906e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
746, 8.207579e-01, 3.472270e+01, -6.955700e+00, -6.955700e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
747, 2.272586e+00, 8.192644e-01, -4.158590e+00, -4.158590e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
748, 1.666232e+00, 4.498555e-01, -3.725896e+00, -3.725896e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
749, 4.722878e-01, 1.436698e+00, -2.356807e+00, -3.237987e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
750, 5.470619e-01, 4.217522e+00, -3.088685e+00, -3.718971e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
751, 4.700016e-01, 1.035392e+00, -2.287080e+00, -2.287080e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
752, 1.851484e-01, 6.341441e-01, -3.259260e+00, -3.259260e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
753, 9.885458e-01, 2.377003e+00, -3.335906e+00, -3.770173e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
754, 8.647365e-01, 3.519685e+01, -7.065082e+00, -7.065082e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
755, 1.752422e+00, 8.684821e-01, -3.753237e+00, -3.753237e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
756, 1.666232e+00, 4.498555e-01, -3.725896e+00, -4.190432e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
757, 4.283631e-01, 1.596522e+00, -2.335975e+00, -2.335975e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
758, 2.302123e-01, 2.040794e+00, -2.474286e+00, -2.474286e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
759, 4.322894e-01, 1.145986e+00, -2.263127e+00, -2.263127e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
760, 1.851484e-01, 6.341441e-01, -3.259260e+00, -3.466599e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
761, 9.885458e-01, 2.377003e+00, -3.335906e+00, -3.700526e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
762, 2.713605e-01, 3.407424e+01, -5.677390e+00, -5.677390e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
763, 1.508889e+00, 7.422737e-01, -3.519355e+00, -3.519355e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
764, 2.080824e+00, 7.120342e-01, -4.010499e+00, -4.010499e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
765, 4.283631e-01, 1.596522e+00, -2.335975e+00, -3.047674e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
766, 1.975421e-01, 2.178611e+00, -2.660368e+00, -2.660368e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
767, 2.432777e-01, 1.271174e+00, -2.437139e+00, -2.437139e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
768, 2.925636e-01, 5.722910e-01, -2.357209e+00, -2.357209e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
769, 5.625414e-01, 2.191040e+00, -2.659820e+00, -2.659820e+00, 2.000000, 6.140227e-01, 4.709615e-01, 
770, 2.713605e-01, 3.407424e+01, -5.677390e+00, -4.695798e+01, 0.000000, 6.140227e-01, 4.709615e-01, 
771, 1.012782e+00, 1.346573e+00, -3.084094e+00, -3.084094e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
772, 3.024545e+00, 4.377329e-01, -4.701188e+00, -4.701188e+00, 0.000000, 6.140227e-01, 4.709615e-01, 
