sample_no, 3H_std, Well1_P1, log_posterior, log_posterior_transformed, stuck_counter, perturbation_coeff_0, perturbation_coeff_1, 
122, 2.992183e-01, 5.648673e+00, -2.779083e+00, -3.732521e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
123, 1.214288e-01, 4.923396e+00, -2.695131e+00, -2.695131e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
124, 1.239302e-01, 3.619246e+00, -3.239229e+00, -5.781875e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
125, 3.825269e-01, 3.174769e+00, -2.576471e+00, -2.576471e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
126, 1.278017e-01, 7.809574e+00, -2.398897e+00, -2.398897e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
127, 7.024970e-02, 7.676660e+00, -2.067357e+00, -2.067357e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
128, 4.171194e-01, 3.238325e+00, -2.646507e+00, -2.646507e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
129, 2.488256e-01, 6.722261e+00, -2.770673e+00, -2.770673e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
130, 2.992183e-01, 5.648673e+00, -2.779083e+00, -4.642646e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
131, 1.214288e-01, 4.923396e+00, -2.695131e+00, -3.798727e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
132, 1.531118e-01, 4.817427e+00, -2.538643e+00, -2.538643e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
133, 4.786697e-01, 3.875677e+00, -2.886611e+00, -2.886611e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
134, 1.278017e-01, 7.809574e+00, -2.398897e+00, -4.631942e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
135, 7.024970e-02, 7.676660e+00, -2.067357e+00, -6.602035e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
136, 4.347739e-01, 4.940939e+00, -2.996816e+00, -2.996816e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
137, 1.146405e-01, 7.332716e+00, -2.294792e+00, -2.294792e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
138, 5.094535e-01, 9.257489e+00, -3.919672e+00, -3.919672e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
139, 1.043969e-01, 4.636678e+00, -3.087379e+00, -3.087379e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
140, 1.531118e-01, 4.817427e+00, -2.538643e+00, -3.215700e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
141, 2.570801e-01, 5.649422e+00, -2.665720e+00, -2.665720e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
142, 1.278017e-01, 7.809574e+00, -2.398897e+00, -2.677028e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
143, 7.024970e-02, 7.676660e+00, -2.067357e+00, -7.099627e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
144, 3.589253e-01, 6.995341e+00, -3.153204e+00, -3.153204e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
145, 6.612628e-02, 6.178359e+00, -2.825677e+00, -2.825677e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
146, 5.203840e-01, 1.248478e+01, -4.478585e+00, -4.478585e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
147, 1.596865e-01, 1.038821e+01, -3.189256e+00, -3.189256e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
148, 4.211105e-01, 4.357868e+00, -2.862181e+00, -2.862181e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
149, 2.291463e-01, 4.354320e+00, -2.507910e+00, -2.507910e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
150, 1.163469e-01, 8.518838e+00, -2.458368e+00, -2.458368e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
151, 7.024970e-02, 7.676660e+00, -2.067357e+00, -4.868106e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
152, 1.561372e-01, 4.164737e+00, -2.637535e+00, -2.637535e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
153, 5.059882e-02, 7.929536e+00, -1.934675e+00, -1.934675e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
154, 4.347214e-01, 1.393802e+01, -4.571556e+00, -4.571556e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
155, 1.716132e-01, 7.014127e+00, -2.520798e+00, -2.520798e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
156, 5.165284e-01, 3.974423e+00, -2.979920e+00, -2.979920e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
157, 5.931453e-01, 6.587661e+00, -3.637509e+00, -3.637509e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
158, 1.163469e-01, 8.518838e+00, -2.458368e+00, -3.387658e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
159, 1.029337e-01, 8.378534e+00, -2.350034e+00, -2.350034e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
160, 1.561372e-01, 4.164737e+00, -2.637535e+00, -3.444706e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
161, 5.059882e-02, 7.929536e+00, -1.934675e+00, -2.899095e+01, 0.000000, 4.605170e-01, 3.532212e-01, 
162, 4.347214e-01, 1.393802e+01, -4.571556e+00, -5.647675e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
163, 1.716132e-01, 7.014127e+00, -2.520798e+00, -5.293965e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
164, 4.277695e-01, 3.371822e+00, -2.691097e+00, -2.691097e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
165, 5.931453e-01, 6.587661e+00, -3.637509e+00, -4.496208e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
166, 1.240996e-01, 5.493173e+00, -2.509893e+00, -2.509893e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
167, 1.531604e-01, 6.219261e+00, -2.425673e+00, -2.425673e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
168, 1.542387e-01, 3.592931e+00, -2.782133e+00, -2.782133e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
169, 1.771890e-02, 8.820300e+00, -3.482801e+00, -3.482801e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
170, 4.347214e-01, 1.393802e+01, -4.571556e+00, -6.236968e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
171, 9.756531e-02, 5.302671e+00, -2.820264e+00, -2.820264e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
172, 4.277695e-01, 3.371822e+00, -2.691097e+00, -2.839308e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
173, 6.867125e-01, 5.241581e+00, -3.556915e+00, -3.556915e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
174, 9.354228e-02, 9.034819e+00, -2.497388e+00, -2.497388e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
175, 1.531604e-01, 6.219261e+00, -2.425673e+00, -5.286001e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
176, 2.437521e-01, 8.027904e+00, -2.947515e+00, -2.947515e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
177, 1.771890e-02, 8.820300e+00, -3.482801e+00, -2.282002e+01, 0.000000, 4.605170e-01, 3.532212e-01, 
178, 4.347214e-01, 1.393802e+01, -4.571556e+00, -5.985570e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
179, 1.425036e-01, 4.854086e+00, -2.572231e+00, -2.572231e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
180, 3.870716e-01, 3.415912e+00, -2.626866e+00, -2.626866e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
181, 6.130360e-01, 6.018128e+00, -3.571562e+00, -3.571562e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
182, 4.979905e-02, 8.873453e+00, -2.304600e+00, -2.304600e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
183, 2.624328e-01, 6.244187e+00, -2.752317e+00, -2.752317e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
184, 3.619969e-01, 6.539195e+00, -3.087297e+00, -3.087297e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
185, 1.771890e-02, 8.820300e+00, -3.482801e+00, -3.014788e+02, 0.000000, 4.605170e-01, 3.532212e-01, 
186, 4.347214e-01, 1.393802e+01, -4.571556e+00, -6.998938e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
187, 1.425036e-01, 4.854086e+00, -2.572231e+00, -3.597383e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
188, 3.981516e-01, 1.962627e+00, -2.373118e+00, -2.373118e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
189, 7.531808e-01, 4.369193e+00, -3.486080e+00, -3.486080e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
190, 4.257864e-02, 7.079213e+00, -2.489351e+00, -2.489351e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
191, 2.624328e-01, 6.244187e+00, -2.752317e+00, -3.215331e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
192, 3.619969e-01, 6.539195e+00, -3.087297e+00, -4.365115e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
193, 1.771890e-02, 8.820300e+00, -3.482801e+00, -1.224975e+01, 0.000000, 4.605170e-01, 3.532212e-01, 
194, 1.460806e+00, 1.543527e+01, -6.172061e+00, -6.172061e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
195, 1.061381e-01, 5.036136e+00, -2.829815e+00, -2.829815e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
196, 7.586066e-01, 3.023934e+00, -3.179548e+00, -3.179548e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
197, 3.563045e-01, 4.509219e+00, -2.749485e+00, -2.749485e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
198, 3.028403e-02, 8.226679e+00, -1.812700e+00, -1.812700e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
199, 2.310188e-01, 4.776326e+00, -2.532359e+00, -2.532359e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
200, 3.619969e-01, 6.539195e+00, -3.087297e+00, -3.460037e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
201, 1.771890e-02, 8.820300e+00, -3.482801e+00, -1.850261e+01, 0.000000, 4.605170e-01, 3.532212e-01, 
202, 1.013148e+00, 1.420686e+01, -5.509083e+00, -5.509083e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
203, 2.050269e-01, 8.847383e+00, -2.944846e+00, -2.944846e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
204, 7.942203e-01, 3.837358e+00, -3.430961e+00, -3.430961e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
205, 2.551323e-01, 4.491324e+00, -2.548121e+00, -2.548121e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
206, 3.028403e-02, 8.226679e+00, -1.812700e+00, -8.289478e+01, 0.000000, 4.605170e-01, 3.532212e-01, 
207, 1.261934e-01, 6.259359e+00, -2.376238e+00, -2.376238e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
208, 7.460361e-01, 4.839069e+00, -3.575467e+00, -3.575467e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
209, 1.771890e-02, 8.820300e+00, -3.482801e+00, -1.602987e+02, 0.000000, 4.605170e-01, 3.532212e-01, 
210, 1.018265e+00, 1.449620e+01, -5.553830e+00, -5.553830e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
211, 1.934329e-01, 7.047853e+00, -2.610386e+00, -2.610386e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
212, 9.638183e-01, 2.781332e+00, -3.412315e+00, -3.412315e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
213, 1.731522e-01, 3.216099e+00, -2.697619e+00, -2.697619e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
214, 2.515671e-02, 7.406902e+00, -2.725996e+00, -2.725996e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
215, 1.575502e-01, 8.585781e+00, -2.683779e+00, -2.683779e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
216, 7.460361e-01, 4.839069e+00, -3.575467e+00, -3.784851e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
217, 1.771890e-02, 8.820300e+00, -3.482801e+00, -7.803076e+01, 0.000000, 4.605170e-01, 3.532212e-01, 
218, 1.018265e+00, 1.449620e+01, -5.553830e+00, -6.926093e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
219, 1.707798e-01, 6.741655e+00, -2.496144e+00, -2.496144e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
220, 1.415070e+00, 2.363658e+00, -3.826243e+00, -3.826243e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
221, 2.969992e-01, 6.753989e+00, -2.931084e+00, -2.931084e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
222, 4.248741e-02, 8.405134e+00, -1.968279e+00, -1.968279e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
223, 1.575502e-01, 8.585781e+00, -2.683779e+00, -3.377371e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
224, 6.588179e-01, 5.729880e+00, -3.603076e+00, -3.603076e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
225, 1.771890e-02, 8.820300e+00, -3.482801e+00, -3.411576e+01, 0.000000, 4.605170e-01, 3.532212e-01, 
226, 1.587936e+00, 1.104428e+01, -5.720852e+00, -5.720852e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
227, 1.667261e-01, 5.889459e+00, -2.457116e+00, -2.457116e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
228, 7.135565e-01, 1.838286e+00, -2.803709e+00, -2.803709e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
229, 4.531852e-01, 4.139351e+00, -2.887659e+00, -2.887659e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
230, 4.248741e-02, 8.405134e+00, -1.968279e+00, -9.328088e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
231, 1.581107e-01, 6.948825e+00, -2.462057e+00, -2.462057e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
232, 3.170169e-01, 8.131806e+00, -3.216467e+00, -3.216467e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
233, 1.771890e-02, 8.820300e+00, -3.482801e+00, -1.711232e+01, 0.000000, 4.605170e-01, 3.532212e-01, 
234, 1.418064e+00, 9.821637e+00, -5.366638e+00, -5.366638e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
235, 2.288310e-01, 5.675442e+00, -2.593585e+00, -2.593585e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
236, 3.450368e-01, 3.801106e+00, -2.616750e+00, -2.616750e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
237, 4.844969e-01, 4.174523e+00, -2.957439e+00, -2.957439e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
238, 4.248741e-02, 8.405134e+00, -1.968279e+00, -6.757984e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
239, 1.344826e-01, 6.035522e+00, -2.405858e+00, -2.405858e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
240, 2.238899e-01, 6.051963e+00, -2.613822e+00, -2.613822e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
241, 1.771890e-02, 8.820300e+00, -3.482801e+00, -1.465139e+02, 0.000000, 4.605170e-01, 3.532212e-01, 
242, 5.956363e-01, 7.027584e+00, -3.721718e+00, -3.721718e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
243, 2.288310e-01, 5.675442e+00, -2.593585e+00, -3.166474e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
244, 3.308932e-01, 3.797695e+00, -2.591643e+00, -2.591643e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
245, 2.497304e-01, 5.346175e+00, -2.615270e+00, -2.615270e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
246, 4.248741e-02, 8.405134e+00, -1.968279e+00, -1.527210e+01, 0.000000, 4.605170e-01, 3.532212e-01, 
247, 2.792505e-01, 3.037267e+00, -2.440812e+00, -2.440812e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
248, 1.829318e-01, 5.016739e+00, -2.489175e+00, -2.489175e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
249, 1.771890e-02, 8.820300e+00, -3.482801e+00, -8.716246e+01, 0.000000, 4.605170e-01, 3.532212e-01, 
250, 5.956363e-01, 7.027584e+00, -3.721718e+00, -4.269216e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
251, 1.353061e-01, 4.736502e+00, -2.640473e+00, -2.640473e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
252, 2.998651e-01, 3.210034e+00, -2.471686e+00, -2.471686e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
253, 2.707415e-01, 3.071738e+00, -2.442507e+00, -2.442507e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
254, 6.111305e-02, 8.049950e+00, -2.013075e+00, -2.013075e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
255, 2.792505e-01, 3.037267e+00, -2.440812e+00, -2.937117e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
256, 2.612365e-01, 8.659318e+00, -3.122005e+00, -3.122005e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
257, 1.771890e-02, 8.820300e+00, -3.482801e+00, -7.694708e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
258, 5.956363e-01, 7.027584e+00, -3.721718e+00, -4.633816e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
259, 1.607151e-01, 4.120708e+00, -2.619593e+00, -2.619593e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
260, 1.412486e-01, 3.258559e+00, -3.063616e+00, -3.063616e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
261, 2.109879e-01, 4.479797e+00, -2.501125e+00, -2.501125e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
262, 7.051846e-02, 7.928516e+00, -2.068879e+00, -2.068879e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
263, 2.147926e-01, 2.624743e+00, -2.521190e+00, -2.521190e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
264, 2.612365e-01, 8.659318e+00, -3.122005e+00, -3.432708e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
265, 1.866028e-02, 7.570427e+00, -2.845763e+00, -2.845763e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
266, 3.823433e-01, 3.950124e+00, -2.711124e+00, -2.711124e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
267, 6.315362e-02, 7.947923e+00, -2.020088e+00, -2.020088e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
268, 1.412486e-01, 3.258559e+00, -3.063616e+00, -9.033145e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
269, 2.109879e-01, 4.479797e+00, -2.501125e+00, -3.009807e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
270, 7.051846e-02, 7.928516e+00, -2.068879e+00, -2.495246e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
271, 5.013228e-01, 3.035617e+00, -2.752960e+00, -2.752960e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
272, 5.971939e-01, 5.384593e+00, -3.419582e+00, -3.419582e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
273, 1.866028e-02, 7.570427e+00, -2.845763e+00, -8.155092e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
274, 2.954100e-01, 2.699414e+00, -2.409813e+00, -2.409813e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
275, 6.411698e-02, 6.776874e+00, -2.377920e+00, -2.377920e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
276, 1.284029e-01, 3.005393e+00, -3.468477e+00, -3.468477e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
277, 6.294429e-01, 4.333721e+00, -3.266402e+00, -3.266402e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
278, 7.051846e-02, 7.928516e+00, -2.068879e+00, -5.570852e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
279, 3.051145e-01, 4.084804e+00, -2.586815e+00, -2.586815e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
280, 5.971939e-01, 5.384593e+00, -3.419582e+00, -3.820014e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
281, 1.866028e-02, 7.570427e+00, -2.845763e+00, -3.921852e+01, 0.000000, 4.605170e-01, 3.532212e-01, 
282, 3.901402e-01, 2.227910e+00, -2.414013e+00, -2.414013e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
283, 8.550381e-02, 5.945406e+00, -2.630416e+00, -2.630416e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
284, 1.117895e-01, 2.484846e+00, -4.520703e+00, -4.520703e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
285, 6.294429e-01, 4.333721e+00, -3.266402e+00, -3.806468e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
286, 7.051846e-02, 7.928516e+00, -2.068879e+00, -3.614022e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
287, 3.363857e-01, 5.503513e+00, -2.855622e+00, -2.855622e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
288, 5.189565e-01, 7.676917e+00, -3.672326e+00, -3.672326e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
289, 2.936932e-02, 8.350535e+00, -1.871781e+00, -1.871781e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
290, 7.696894e-01, 1.864693e+00, -2.893393e+00, -2.893393e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
291, 9.895702e-02, 5.652312e+00, -2.623629e+00, -2.623629e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
292, 1.117895e-01, 2.484846e+00, -4.520703e+00, -8.149368e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
293, 1.029839e+00, 3.284719e+00, -3.630089e+00, -3.630089e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
294, 4.130175e-02, 7.384467e+00, -2.173172e+00, -2.173172e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
295, 7.305985e-01, 4.610855e+00, -3.501289e+00, -3.501289e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
296, 5.189565e-01, 7.676917e+00, -3.672326e+00, -3.975466e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
297, 4.476410e-02, 7.150664e+00, -2.350973e+00, -2.350973e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
298, 8.519907e-01, 9.722922e-01, -2.794503e+00, -2.794503e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
299, 9.895702e-02, 5.652312e+00, -2.623629e+00, -3.730258e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
300, 7.391078e-02, 3.511246e+00, -6.325510e+00, -6.325510e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
301, 8.447482e-01, 4.155539e+00, -3.581472e+00, -3.581472e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
302, 4.130175e-02, 7.384467e+00, -2.173172e+00, -2.991473e+01, 0.000000, 4.605170e-01, 3.532212e-01, 
303, 5.830610e-01, 3.775308e+00, -3.061998e+00, -3.061998e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
304, 3.501475e-01, 4.603090e+00, -2.750780e+00, -2.750780e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
305, 6.426095e-02, 8.909316e+00, -2.336232e+00, -2.336232e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
306, 5.829496e-01, 6.308765e-01, -2.417150e+00, -2.417150e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
307, 7.622322e-02, 1.036472e+01, -3.440729e+00, -3.440729e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
308, 7.391078e-02, 3.511246e+00, -6.325510e+00, -1.112321e+01, 0.000000, 4.605170e-01, 3.532212e-01, 
309, 6.617619e-01, 4.988781e+00, -3.461150e+00, -3.461150e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
310, 4.130175e-02, 7.384467e+00, -2.173172e+00, -4.205493e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
311, 5.847024e-01, 3.485430e+00, -3.000856e+00, -3.000856e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
312, 3.424544e-01, 3.688940e+00, -2.595066e+00, -2.595066e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
313, 8.474036e-02, 6.373874e+00, -2.421066e+00, -2.421066e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
314, 6.119386e-01, 4.689295e-01, -2.507468e+00, -2.507468e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
315, 1.298554e-01, 9.345092e+00, -2.753204e+00, -2.753204e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
316, 7.391078e-02, 3.511246e+00, -6.325510e+00, -3.571541e+01, 0.000000, 4.605170e-01, 3.532212e-01, 
317, 6.617619e-01, 4.988781e+00, -3.461150e+00, -3.745698e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
318, 4.130175e-02, 7.384467e+00, -2.173172e+00, -2.928722e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
319, 7.647722e-01, 2.040672e+00, -2.933253e+00, -2.933253e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
320, 4.896851e-01, 3.638150e+00, -2.859498e+00, -2.859498e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
321, 4.824125e-02, 6.625583e+00, -2.911653e+00, -2.911653e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
322, 5.307598e-01, 3.375659e-01, -2.513780e+00, -2.513780e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
323, 3.140637e-02, 7.095966e+00, -3.028200e+00, -3.028200e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
324, 1.335250e-01, 6.369672e+00, -2.378197e+00, -2.378197e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
325, 5.624864e-01, 9.264017e+00, -4.036288e+00, -4.036288e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
326, 4.130175e-02, 7.384467e+00, -2.173172e+00, -5.945050e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
327, 7.647722e-01, 2.040672e+00, -2.933253e+00, -3.991260e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
328, 4.896851e-01, 3.638150e+00, -2.859498e+00, -2.995509e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
329, 4.824125e-02, 6.625583e+00, -2.911653e+00, -1.052673e+01, 0.000000, 4.605170e-01, 3.532212e-01, 
330, 3.406458e-01, 2.838800e-01, -2.483614e+00, -2.483614e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
331, 3.005157e-02, 6.463028e+00, -5.463692e+00, -5.463692e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
332, 1.335250e-01, 6.369672e+00, -2.378197e+00, -2.792116e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
333, 5.624864e-01, 9.264017e+00, -4.036288e+00, -5.757903e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
334, 4.130175e-02, 7.384467e+00, -2.173172e+00, -3.006449e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
335, 4.372915e-01, 1.403684e+00, -2.309627e+00, -2.309627e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
336, 4.896851e-01, 3.638150e+00, -2.859498e+00, -3.937703e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
337, 2.953167e-02, 8.181858e+00, -1.794661e+00, -1.794661e+00, 0.000000, 4.605170e-01, 3.532212e-01, 
338, 6.441462e-01, 2.722650e-01, -2.750952e+00, -2.750952e+00, 1.000000, 4.605170e-01, 3.532212e-01, 
