sample_no, STD_obs, Mean_age, log_posterior, log_posterior_transformed, stuck_counter, perturbation_coeff_0, perturbation_coeff_1, 
8, 1.035894e-01, 3.790641e+00, -1.548669e+01, -1.548669e+01, 0.000000, 2.302585e-01, 1.956012e-01, 
9, 1.000000e-01, 3.750409e+00, -1.520577e+01, -3.104065e+01, 1.000000, 2.302585e-01, 1.956012e-01, 
10, 9.833403e-02, 3.263460e+00, -3.721576e+00, -3.721576e+00, 0.000000, 2.302585e-01, 1.956012e-01, 
11, 1.000000e-01, 3.750409e+00, -1.520577e+01, -1.588716e+01, 1.000000, 2.302585e-01, 1.956012e-01, 
12, 1.000000e-01, 3.750409e+00, -1.520577e+01, -2.547146e+01, 1.000000, 2.302585e-01, 1.956012e-01, 
13, 1.245413e-01, 3.909005e+00, -1.385188e+01, -1.385188e+01, 0.000000, 2.302585e-01, 1.956012e-01, 
14, 1.000000e-01, 3.750409e+00, -1.520577e+01, -1.039126e+02, 1.000000, 2.302585e-01, 1.956012e-01, 
15, 1.000000e-01, 3.750409e+00, -1.520577e+01, -9.029800e+01, 1.000000, 2.302585e-01, 1.956012e-01, 
16, 1.035894e-01, 3.790641e+00, -1.548669e+01, -2.831339e+01, 0.000000, 3.070113e-01, 2.608015e-01, 
17, 1.000000e-01, 3.750409e+00, -1.520577e+01, -1.737553e+02, 3.000000, 3.070113e-01, 2.608015e-01, 
18, 9.833403e-02, 3.263460e+00, -3.721576e+00, -5.495622e+00, 10.000000, 3.070113e-01, 2.608015e-01, 
19, 1.427297e-01, 4.169760e+00, -1.580849e+01, -1.580849e+01, 4.000000, 3.070113e-01, 2.608015e-01, 
20, 1.007236e-01, 3.520612e+00, -8.626498e+00, -8.626498e+00, 3.000000, 3.070113e-01, 2.608015e-01, 
21, 7.823369e-02, 3.107823e+00, -2.222597e+00, -2.222597e+00, 28.000000, 3.070113e-01, 2.608015e-01, 
22, 1.000000e-01, 3.750409e+00, -1.520577e+01, -1.793694e+02, 0.000000, 3.070113e-01, 2.608015e-01, 
23, 1.000000e-01, 3.750409e+00, -1.520577e+01, -2.793492e+01, 18.000000, 3.070113e-01, 2.608015e-01, 
24, 2.139069e-01, 3.960483e+00, -6.529419e+00, -6.529419e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
25, 1.000000e-01, 3.750409e+00, -1.520577e+01, -1.700873e+01, 3.000000, 3.070113e-01, 2.608015e-01, 
26, 9.833403e-02, 3.263460e+00, -3.721576e+00, -7.464932e+01, 10.000000, 3.070113e-01, 2.608015e-01, 
27, 1.427297e-01, 4.169760e+00, -1.580849e+01, -2.905163e+01, 4.000000, 3.070113e-01, 2.608015e-01, 
28, 1.433180e-01, 2.451391e+00, -7.919902e+00, -7.919902e+00, 3.000000, 3.070113e-01, 2.608015e-01, 
29, 7.823369e-02, 3.107823e+00, -2.222597e+00, -1.943867e+01, 28.000000, 3.070113e-01, 2.608015e-01, 
30, 1.000000e-01, 3.750409e+00, -1.520577e+01, -2.038176e+01, 0.000000, 3.070113e-01, 2.608015e-01, 
31, 1.492239e-01, 2.382186e+00, -9.191749e+00, -9.191749e+00, 18.000000, 3.070113e-01, 2.608015e-01, 
32, 1.939065e-01, 2.572995e+00, -4.011829e+00, -4.011829e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
33, 8.007980e-02, 3.408481e+00, -8.700846e+00, -8.700846e+00, 3.000000, 3.070113e-01, 2.608015e-01, 
34, 1.409790e-01, 2.785638e+00, -2.700476e+00, -2.700476e+00, 10.000000, 3.070113e-01, 2.608015e-01, 
35, 1.721510e-01, 3.803345e+00, -7.011384e+00, -7.011384e+00, 4.000000, 3.070113e-01, 2.608015e-01, 
36, 8.613491e-02, 3.278115e+00, -4.611721e+00, -4.611721e+00, 3.000000, 3.070113e-01, 2.608015e-01, 
37, 7.823369e-02, 3.107823e+00, -2.222597e+00, -3.006117e+01, 28.000000, 3.070113e-01, 2.608015e-01, 
38, 1.000000e-01, 3.750409e+00, -1.520577e+01, -2.127973e+01, 0.000000, 3.070113e-01, 2.608015e-01, 
39, 1.542442e-01, 3.139580e+00, -2.111165e+00, -2.111165e+00, 18.000000, 3.070113e-01, 2.608015e-01, 
40, 1.939065e-01, 2.572995e+00, -4.011829e+00, -1.135885e+01, 0.000000, 3.070113e-01, 2.608015e-01, 
41, 8.007980e-02, 3.408481e+00, -8.700846e+00, -2.266614e+02, 3.000000, 3.070113e-01, 2.608015e-01, 
42, 1.409790e-01, 2.785638e+00, -2.700476e+00, -3.000663e+00, 10.000000, 3.070113e-01, 2.608015e-01, 
43, 1.831349e-01, 3.901457e+00, -7.438417e+00, -7.438417e+00, 4.000000, 3.070113e-01, 2.608015e-01, 
44, 7.228824e-02, 3.157418e+00, -3.051120e+00, -3.051120e+00, 3.000000, 3.070113e-01, 2.608015e-01, 
45, 7.823369e-02, 3.107823e+00, -2.222597e+00, -8.190909e+00, 28.000000, 3.070113e-01, 2.608015e-01, 
46, 1.000000e-01, 3.750409e+00, -1.520577e+01, -6.982632e+01, 0.000000, 3.070113e-01, 2.608015e-01, 
47, 1.542442e-01, 3.139580e+00, -2.111165e+00, -3.738066e+00, 18.000000, 3.070113e-01, 2.608015e-01, 
48, 1.438821e-01, 2.723450e+00, -3.245040e+00, -3.245040e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
49, 8.007980e-02, 3.408481e+00, -8.700846e+00, -4.717134e+01, 3.000000, 3.070113e-01, 2.608015e-01, 
50, 1.788135e-01, 3.235027e+00, -2.445920e+00, -2.445920e+00, 10.000000, 3.070113e-01, 2.608015e-01, 
51, 1.831349e-01, 3.901457e+00, -7.438417e+00, -1.860047e+01, 4.000000, 3.070113e-01, 2.608015e-01, 
52, 7.228824e-02, 3.157418e+00, -3.051120e+00, -3.660874e+01, 3.000000, 3.070113e-01, 2.608015e-01, 
53, 7.823369e-02, 3.107823e+00, -2.222597e+00, -2.106086e+01, 28.000000, 3.070113e-01, 2.608015e-01, 
54, 1.000000e-01, 3.750409e+00, -1.520577e+01, -1.769298e+01, 0.000000, 3.070113e-01, 2.608015e-01, 
55, 1.542442e-01, 3.139580e+00, -2.111165e+00, -8.617240e+00, 18.000000, 3.070113e-01, 2.608015e-01, 
56, 1.438821e-01, 2.723450e+00, -3.245040e+00, -7.829149e+01, 0.000000, 3.070113e-01, 2.608015e-01, 
57, 8.007980e-02, 3.408481e+00, -8.700846e+00, -5.428204e+01, 3.000000, 3.070113e-01, 2.608015e-01, 
58, 1.788135e-01, 3.235027e+00, -2.445920e+00, -3.891814e+00, 10.000000, 3.070113e-01, 2.608015e-01, 
59, 1.831349e-01, 3.901457e+00, -7.438417e+00, -8.067182e+00, 4.000000, 3.070113e-01, 2.608015e-01, 
60, 6.331503e-02, 2.875426e+00, -3.002415e+00, -3.002415e+00, 3.000000, 3.070113e-01, 2.608015e-01, 
61, 7.823369e-02, 3.107823e+00, -2.222597e+00, -3.902400e+00, 28.000000, 3.070113e-01, 2.608015e-01, 
62, 1.635560e-01, 2.446006e+00, -6.724714e+00, -6.724714e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
63, 1.542442e-01, 3.139580e+00, -2.111165e+00, -1.165652e+01, 18.000000, 3.070113e-01, 2.608015e-01, 
64, 2.012893e-01, 2.886866e+00, -2.206294e+00, -2.206294e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
65, 8.007980e-02, 3.408481e+00, -8.700846e+00, -4.756757e+01, 3.000000, 3.070113e-01, 2.608015e-01, 
66, 1.526983e-01, 3.100811e+00, -1.998771e+00, -1.998771e+00, 10.000000, 3.070113e-01, 2.608015e-01, 
67, 1.232068e-01, 3.087913e+00, -1.916688e+00, -1.916688e+00, 4.000000, 3.070113e-01, 2.608015e-01, 
68, 6.331503e-02, 2.875426e+00, -3.002415e+00, -6.981048e+00, 3.000000, 3.070113e-01, 2.608015e-01, 
69, 7.823369e-02, 3.107823e+00, -2.222597e+00, -3.630201e+00, 28.000000, 3.070113e-01, 2.608015e-01, 
70, 8.726858e-02, 3.329205e+00, -5.619500e+00, -5.619500e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
71, 1.542442e-01, 3.139580e+00, -2.111165e+00, -1.495530e+01, 18.000000, 3.070113e-01, 2.608015e-01, 
72, 2.012893e-01, 2.886866e+00, -2.206294e+00, -9.731729e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
73, 8.007980e-02, 3.408481e+00, -8.700846e+00, -1.745244e+01, 3.000000, 3.070113e-01, 2.608015e-01, 
74, 1.526983e-01, 3.100811e+00, -1.998771e+00, -3.454560e+01, 10.000000, 3.070113e-01, 2.608015e-01, 
75, 1.232068e-01, 3.087913e+00, -1.916688e+00, -9.814197e+01, 4.000000, 3.070113e-01, 2.608015e-01, 
76, 6.331503e-02, 2.875426e+00, -3.002415e+00, -1.843124e+01, 3.000000, 3.070113e-01, 2.608015e-01, 
77, 7.823369e-02, 3.107823e+00, -2.222597e+00, -4.866571e+00, 28.000000, 3.070113e-01, 2.608015e-01, 
78, 8.726858e-02, 3.329205e+00, -5.619500e+00, -1.055212e+01, 0.000000, 3.070113e-01, 2.608015e-01, 
79, 1.542442e-01, 3.139580e+00, -2.111165e+00, -2.664131e+00, 18.000000, 3.070113e-01, 2.608015e-01, 
80, 2.012893e-01, 2.886866e+00, -2.206294e+00, -2.905982e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
81, 3.516644e-02, 3.069999e+00, -3.051644e+00, -3.051644e+00, 3.000000, 3.070113e-01, 2.608015e-01, 
82, 1.526983e-01, 3.100811e+00, -1.998771e+00, -1.014736e+01, 10.000000, 3.070113e-01, 2.608015e-01, 
83, 1.232068e-01, 3.087913e+00, -1.916688e+00, -2.989609e+01, 4.000000, 3.070113e-01, 2.608015e-01, 
84, 6.331503e-02, 2.875426e+00, -3.002415e+00, -6.107410e+01, 3.000000, 3.070113e-01, 2.608015e-01, 
85, 7.823369e-02, 3.107823e+00, -2.222597e+00, -1.106156e+01, 28.000000, 3.070113e-01, 2.608015e-01, 
86, 8.726858e-02, 3.329205e+00, -5.619500e+00, -1.526148e+01, 0.000000, 3.070113e-01, 2.608015e-01, 
87, 1.542442e-01, 3.139580e+00, -2.111165e+00, -7.131978e+00, 18.000000, 3.070113e-01, 2.608015e-01, 
88, 2.012893e-01, 2.886866e+00, -2.206294e+00, -8.211007e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
89, 3.516644e-02, 3.069999e+00, -3.051644e+00, -3.695122e+02, 3.000000, 3.070113e-01, 2.608015e-01, 
90, 1.009798e-01, 3.003496e+00, -1.708928e+00, -1.708928e+00, 10.000000, 3.070113e-01, 2.608015e-01, 
91, 1.232068e-01, 3.087913e+00, -1.916688e+00, -4.254098e+01, 4.000000, 3.070113e-01, 2.608015e-01, 
92, 6.331503e-02, 2.875426e+00, -3.002415e+00, -4.351260e+00, 3.000000, 3.070113e-01, 2.608015e-01, 
93, 7.823369e-02, 3.107823e+00, -2.222597e+00, -2.758680e+01, 28.000000, 3.070113e-01, 2.608015e-01, 
94, 6.940708e-02, 2.788814e+00, -4.948842e+00, -4.948842e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
95, 1.542442e-01, 3.139580e+00, -2.111165e+00, -2.288550e+00, 18.000000, 3.070113e-01, 2.608015e-01, 
96, 2.012893e-01, 2.886866e+00, -2.206294e+00, -7.608007e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
97, 3.516644e-02, 3.069999e+00, -3.051644e+00, -3.614956e+02, 3.000000, 3.070113e-01, 2.608015e-01, 
98, 1.438541e-01, 2.845867e+00, -2.279166e+00, -2.279166e+00, 10.000000, 3.070113e-01, 2.608015e-01, 
99, 1.232068e-01, 3.087913e+00, -1.916688e+00, -7.519322e+00, 4.000000, 3.070113e-01, 2.608015e-01, 
100, 6.331503e-02, 2.875426e+00, -3.002415e+00, -8.845116e+00, 3.000000, 3.070113e-01, 2.608015e-01, 
101, 7.646334e-02, 3.021766e+00, -1.683850e+00, -1.683850e+00, 28.000000, 3.070113e-01, 2.608015e-01, 
102, 6.940708e-02, 2.788814e+00, -4.948842e+00, -7.908282e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
103, 1.542442e-01, 3.139580e+00, -2.111165e+00, -3.718038e+00, 18.000000, 3.070113e-01, 2.608015e-01, 
104, 1.816689e-01, 3.224946e+00, -2.403907e+00, -2.403907e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
105, 3.516644e-02, 3.069999e+00, -3.051644e+00, -9.255097e+00, 3.000000, 3.070113e-01, 2.608015e-01, 
106, 1.438541e-01, 2.845867e+00, -2.279166e+00, -2.344720e+01, 10.000000, 3.070113e-01, 2.608015e-01, 
107, 1.232068e-01, 3.087913e+00, -1.916688e+00, -1.993319e+01, 4.000000, 3.070113e-01, 2.608015e-01, 
108, 6.331503e-02, 2.875426e+00, -3.002415e+00, -2.550554e+01, 3.000000, 3.070113e-01, 2.608015e-01, 
109, 7.646334e-02, 3.021766e+00, -1.683850e+00, -1.113515e+02, 28.000000, 3.070113e-01, 2.608015e-01, 
110, 6.940708e-02, 2.788814e+00, -4.948842e+00, -3.547705e+01, 0.000000, 3.070113e-01, 2.608015e-01, 
111, 1.542442e-01, 3.139580e+00, -2.111165e+00, -3.215013e+00, 18.000000, 3.070113e-01, 2.608015e-01, 
112, 1.816689e-01, 3.224946e+00, -2.403907e+00, -5.392888e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
113, 3.516644e-02, 3.069999e+00, -3.051644e+00, -1.082953e+02, 3.000000, 3.070113e-01, 2.608015e-01, 
114, 1.438541e-01, 2.845867e+00, -2.279166e+00, -7.643738e+00, 10.000000, 3.070113e-01, 2.608015e-01, 
115, 1.077759e-01, 3.070865e+00, -1.847587e+00, -1.847587e+00, 4.000000, 3.070113e-01, 2.608015e-01, 
116, 6.331503e-02, 2.875426e+00, -3.002415e+00, -1.007700e+01, 3.000000, 3.070113e-01, 2.608015e-01, 
117, 7.646334e-02, 3.021766e+00, -1.683850e+00, -2.075580e+00, 28.000000, 3.070113e-01, 2.608015e-01, 
118, 6.940708e-02, 2.788814e+00, -4.948842e+00, -7.328203e+01, 0.000000, 3.070113e-01, 2.608015e-01, 
119, 1.542442e-01, 3.139580e+00, -2.111165e+00, -8.918991e+00, 18.000000, 3.070113e-01, 2.608015e-01, 
120, 1.816689e-01, 3.224946e+00, -2.403907e+00, -8.414964e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
121, 3.516644e-02, 3.069999e+00, -3.051644e+00, -6.338328e+00, 3.000000, 3.070113e-01, 2.608015e-01, 
122, 1.438541e-01, 2.845867e+00, -2.279166e+00, -3.997388e+01, 10.000000, 3.070113e-01, 2.608015e-01, 
123, 1.077759e-01, 3.070865e+00, -1.847587e+00, -5.343877e+01, 4.000000, 3.070113e-01, 2.608015e-01, 
124, 6.331503e-02, 2.875426e+00, -3.002415e+00, -1.440587e+01, 3.000000, 3.070113e-01, 2.608015e-01, 
125, 7.646334e-02, 3.021766e+00, -1.683850e+00, -3.439855e+00, 28.000000, 3.070113e-01, 2.608015e-01, 
126, 1.131419e-01, 3.057067e+00, -1.812095e+00, -1.812095e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
127, 1.542442e-01, 3.139580e+00, -2.111165e+00, -9.292764e+00, 18.000000, 3.070113e-01, 2.608015e-01, 
128, 1.816689e-01, 3.224946e+00, -2.403907e+00, -1.046532e+01, 0.000000, 3.070113e-01, 2.608015e-01, 
129, 3.516644e-02, 3.069999e+00, -3.051644e+00, -2.770603e+02, 3.000000, 3.070113e-01, 2.608015e-01, 
130, 1.213389e-01, 2.841712e+00, -2.390030e+00, -2.390030e+00, 10.000000, 3.070113e-01, 2.608015e-01, 
131, 1.077759e-01, 3.070865e+00, -1.847587e+00, -4.695704e+01, 4.000000, 3.070113e-01, 2.608015e-01, 
132, 8.074436e-02, 2.761582e+00, -4.807628e+00, -4.807628e+00, 3.000000, 3.070113e-01, 2.608015e-01, 
133, 7.646334e-02, 3.021766e+00, -1.683850e+00, -6.625933e+00, 28.000000, 3.070113e-01, 2.608015e-01, 
134, 1.131419e-01, 3.057067e+00, -1.812095e+00, -6.294361e+01, 0.000000, 3.070113e-01, 2.608015e-01, 
135, 1.542442e-01, 3.139580e+00, -2.111165e+00, -4.695766e+00, 18.000000, 3.070113e-01, 2.608015e-01, 
136, 1.816689e-01, 3.224946e+00, -2.403907e+00, -4.455327e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
137, 3.516644e-02, 3.069999e+00, -3.051644e+00, -6.495934e+00, 3.000000, 3.070113e-01, 2.608015e-01, 
138, 1.213389e-01, 2.841712e+00, -2.390030e+00, -6.914057e+01, 10.000000, 3.070113e-01, 2.608015e-01, 
139, 1.077759e-01, 3.070865e+00, -1.847587e+00, -7.622541e+01, 4.000000, 3.070113e-01, 2.608015e-01, 
140, 8.074436e-02, 2.761582e+00, -4.807628e+00, -1.661845e+01, 3.000000, 3.070113e-01, 2.608015e-01, 
141, 7.646334e-02, 3.021766e+00, -1.683850e+00, -3.145763e+00, 28.000000, 3.070113e-01, 2.608015e-01, 
142, 1.131419e-01, 3.057067e+00, -1.812095e+00, -1.627062e+01, 0.000000, 3.070113e-01, 2.608015e-01, 
143, 1.542442e-01, 3.139580e+00, -2.111165e+00, -9.413709e+00, 18.000000, 3.070113e-01, 2.608015e-01, 
144, 1.816689e-01, 3.224946e+00, -2.403907e+00, -5.991225e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
145, 3.516644e-02, 3.069999e+00, -3.051644e+00, -3.701875e+02, 3.000000, 3.070113e-01, 2.608015e-01, 
146, 6.337732e-02, 2.997917e+00, -1.666229e+00, -1.666229e+00, 10.000000, 3.070113e-01, 2.608015e-01, 
147, 1.556000e-01, 2.905838e+00, -2.039586e+00, -2.039586e+00, 4.000000, 3.070113e-01, 2.608015e-01, 
148, 8.074436e-02, 2.761582e+00, -4.807628e+00, -1.137761e+01, 3.000000, 3.070113e-01, 2.608015e-01, 
149, 7.646334e-02, 3.021766e+00, -1.683850e+00, -7.321878e+00, 28.000000, 3.070113e-01, 2.608015e-01, 
150, 1.131419e-01, 3.057067e+00, -1.812095e+00, -3.781728e+01, 0.000000, 3.070113e-01, 2.608015e-01, 
151, 1.542442e-01, 3.139580e+00, -2.111165e+00, -4.442249e+00, 18.000000, 3.070113e-01, 2.608015e-01, 
152, 1.816689e-01, 3.224946e+00, -2.403907e+00, -4.061929e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
153, 3.516644e-02, 3.069999e+00, -3.051644e+00, -6.034720e+00, 3.000000, 3.070113e-01, 2.608015e-01, 
154, 6.337732e-02, 2.997917e+00, -1.666229e+00, -1.355326e+01, 10.000000, 3.070113e-01, 2.608015e-01, 
155, 1.556000e-01, 2.905838e+00, -2.039586e+00, -4.594276e+01, 4.000000, 3.070113e-01, 2.608015e-01, 
156, 8.074436e-02, 2.761582e+00, -4.807628e+00, -6.491835e+00, 3.000000, 3.070113e-01, 2.608015e-01, 
157, 7.646334e-02, 3.021766e+00, -1.683850e+00, -1.981150e+01, 28.000000, 3.070113e-01, 2.608015e-01, 
158, 1.131419e-01, 3.057067e+00, -1.812095e+00, -1.001399e+01, 0.000000, 3.070113e-01, 2.608015e-01, 
159, 1.542442e-01, 3.139580e+00, -2.111165e+00, -5.822598e+00, 18.000000, 3.070113e-01, 2.608015e-01, 
160, 1.816689e-01, 3.224946e+00, -2.403907e+00, -1.739510e+01, 0.000000, 3.070113e-01, 2.608015e-01, 
161, 3.516644e-02, 3.069999e+00, -3.051644e+00, -1.328351e+02, 3.000000, 3.070113e-01, 2.608015e-01, 
162, 6.337732e-02, 2.997917e+00, -1.666229e+00, -4.548677e+01, 10.000000, 3.070113e-01, 2.608015e-01, 
163, 1.556000e-01, 2.905838e+00, -2.039586e+00, -1.267007e+01, 4.000000, 3.070113e-01, 2.608015e-01, 
164, 8.074436e-02, 2.761582e+00, -4.807628e+00, -5.478971e+01, 3.000000, 3.070113e-01, 2.608015e-01, 
165, 7.646334e-02, 3.021766e+00, -1.683850e+00, -1.926619e+00, 28.000000, 3.070113e-01, 2.608015e-01, 
166, 1.534895e-01, 3.093134e+00, -1.982850e+00, -1.982850e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
167, 1.595129e-01, 2.851069e+00, -2.242340e+00, -2.242340e+00, 18.000000, 3.070113e-01, 2.608015e-01, 
168, 1.816689e-01, 3.224946e+00, -2.403907e+00, -3.738872e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
169, 3.516644e-02, 3.069999e+00, -3.051644e+00, -2.449744e+02, 3.000000, 3.070113e-01, 2.608015e-01, 
170, 6.337732e-02, 2.997917e+00, -1.666229e+00, -3.489492e+01, 10.000000, 3.070113e-01, 2.608015e-01, 
171, 1.686320e-01, 2.835677e+00, -2.309874e+00, -2.309874e+00, 4.000000, 3.070113e-01, 2.608015e-01, 
172, 8.074436e-02, 2.761582e+00, -4.807628e+00, -9.981797e+00, 3.000000, 3.070113e-01, 2.608015e-01, 
173, 7.646334e-02, 3.021766e+00, -1.683850e+00, -2.360498e+01, 28.000000, 3.070113e-01, 2.608015e-01, 
174, 1.534895e-01, 3.093134e+00, -1.982850e+00, -6.563937e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
175, 1.595129e-01, 2.851069e+00, -2.242340e+00, -4.029939e+00, 18.000000, 3.070113e-01, 2.608015e-01, 
176, 1.816689e-01, 3.224946e+00, -2.403907e+00, -1.965626e+01, 0.000000, 3.070113e-01, 2.608015e-01, 
177, 3.516644e-02, 3.069999e+00, -3.051644e+00, -9.385980e+01, 3.000000, 3.070113e-01, 2.608015e-01, 
178, 6.337732e-02, 2.997917e+00, -1.666229e+00, -2.774223e+01, 10.000000, 3.070113e-01, 2.608015e-01, 
179, 1.686320e-01, 2.835677e+00, -2.309874e+00, -3.091551e+01, 4.000000, 3.070113e-01, 2.608015e-01, 
180, 7.657905e-02, 3.068468e+00, -1.896282e+00, -1.896282e+00, 3.000000, 3.070113e-01, 2.608015e-01, 
181, 7.646334e-02, 3.021766e+00, -1.683850e+00, -5.640923e+00, 28.000000, 3.070113e-01, 2.608015e-01, 
182, 1.534895e-01, 3.093134e+00, -1.982850e+00, -3.176017e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
183, 8.923918e-02, 2.898063e+00, -2.141699e+00, -2.141699e+00, 18.000000, 3.070113e-01, 2.608015e-01, 
184, 1.816689e-01, 3.224946e+00, -2.403907e+00, -4.899436e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
185, 3.516644e-02, 3.069999e+00, -3.051644e+00, -1.135962e+02, 3.000000, 3.070113e-01, 2.608015e-01, 
186, 6.337732e-02, 2.997917e+00, -1.666229e+00, -1.112666e+02, 10.000000, 3.070113e-01, 2.608015e-01, 
187, 1.686320e-01, 2.835677e+00, -2.309874e+00, -8.162949e+00, 4.000000, 3.070113e-01, 2.608015e-01, 
188, 7.657905e-02, 3.068468e+00, -1.896282e+00, -1.163126e+01, 3.000000, 3.070113e-01, 2.608015e-01, 
189, 1.120740e-01, 3.060281e+00, -1.818855e+00, -1.818855e+00, 28.000000, 3.070113e-01, 2.608015e-01, 
190, 2.527527e-01, 3.999926e+00, -5.615189e+00, -5.615189e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
191, 8.923918e-02, 2.898063e+00, -2.141699e+00, -1.613407e+01, 18.000000, 3.070113e-01, 2.608015e-01, 
192, 1.816689e-01, 3.224946e+00, -2.403907e+00, -3.162403e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
193, 3.516644e-02, 3.069999e+00, -3.051644e+00, -4.941501e+00, 3.000000, 3.070113e-01, 2.608015e-01, 
194, 6.337732e-02, 2.997917e+00, -1.666229e+00, -1.372638e+02, 10.000000, 3.070113e-01, 2.608015e-01, 
195, 1.686320e-01, 2.835677e+00, -2.309874e+00, -9.674242e+00, 4.000000, 3.070113e-01, 2.608015e-01, 
196, 7.657905e-02, 3.068468e+00, -1.896282e+00, -1.152600e+02, 3.000000, 3.070113e-01, 2.608015e-01, 
197, 1.120740e-01, 3.060281e+00, -1.818855e+00, -1.810191e+01, 28.000000, 3.070113e-01, 2.608015e-01, 
198, 1.314504e-01, 3.512154e+00, -5.713720e+00, -5.713720e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
199, 8.923918e-02, 2.898063e+00, -2.141699e+00, -1.067374e+01, 18.000000, 3.070113e-01, 2.608015e-01, 
200, 1.816689e-01, 3.224946e+00, -2.403907e+00, -5.132263e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
201, 3.516644e-02, 3.069999e+00, -3.051644e+00, -2.109830e+01, 3.000000, 3.070113e-01, 2.608015e-01, 
202, 6.337732e-02, 2.997917e+00, -1.666229e+00, -1.738656e+01, 10.000000, 3.070113e-01, 2.608015e-01, 
203, 1.686320e-01, 2.835677e+00, -2.309874e+00, -2.396271e+01, 4.000000, 3.070113e-01, 2.608015e-01, 
204, 7.657905e-02, 3.068468e+00, -1.896282e+00, -2.858307e+01, 3.000000, 3.070113e-01, 2.608015e-01, 
205, 1.120740e-01, 3.060281e+00, -1.818855e+00, -2.475057e+01, 28.000000, 3.070113e-01, 2.608015e-01, 
206, 1.115438e-01, 3.259474e+00, -3.253042e+00, -3.253042e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
207, 7.413626e-02, 2.909574e+00, -2.178714e+00, -2.178714e+00, 18.000000, 3.070113e-01, 2.608015e-01, 
208, 1.816689e-01, 3.224946e+00, -2.403907e+00, -3.492152e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
209, 3.447540e-02, 2.939914e+00, -2.874113e+00, -2.874113e+00, 3.000000, 3.070113e-01, 2.608015e-01, 
210, 6.337732e-02, 2.997917e+00, -1.666229e+00, -4.643871e+02, 10.000000, 3.070113e-01, 2.608015e-01, 
211, 1.686320e-01, 2.835677e+00, -2.309874e+00, -1.155441e+01, 4.000000, 3.070113e-01, 2.608015e-01, 
212, 7.657905e-02, 3.068468e+00, -1.896282e+00, -6.342505e+00, 3.000000, 3.070113e-01, 2.608015e-01, 
213, 1.120740e-01, 3.060281e+00, -1.818855e+00, -1.466777e+02, 28.000000, 3.070113e-01, 2.608015e-01, 
214, 1.115438e-01, 3.259474e+00, -3.253042e+00, -9.897023e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
215, 7.413626e-02, 2.909574e+00, -2.178714e+00, -4.416384e+00, 18.000000, 3.070113e-01, 2.608015e-01, 
216, 1.816689e-01, 3.224946e+00, -2.403907e+00, -4.618655e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
217, 3.447540e-02, 2.939914e+00, -2.874113e+00, -1.591278e+02, 3.000000, 3.070113e-01, 2.608015e-01, 
218, 6.337732e-02, 2.997917e+00, -1.666229e+00, -2.731169e+00, 10.000000, 3.070113e-01, 2.608015e-01, 
219, 1.686320e-01, 2.835677e+00, -2.309874e+00, -3.121127e+00, 4.000000, 3.070113e-01, 2.608015e-01, 
220, 1.090914e-01, 3.059566e+00, -1.812606e+00, -1.812606e+00, 3.000000, 3.070113e-01, 2.608015e-01, 
221, 1.120740e-01, 3.060281e+00, -1.818855e+00, -4.202003e+01, 28.000000, 3.070113e-01, 2.608015e-01, 
222, 1.115438e-01, 3.259474e+00, -3.253042e+00, -2.181572e+01, 0.000000, 3.070113e-01, 2.608015e-01, 
223, 1.127002e-01, 3.060723e+00, -1.821026e+00, -1.821026e+00, 18.000000, 3.070113e-01, 2.608015e-01, 
224, 1.637547e-01, 2.862674e+00, -2.197436e+00, -2.197436e+00, 0.000000, 3.070113e-01, 2.608015e-01, 
