t, series_0,t, series_1,t, series_2,t, series_3,t, series_4,t, series_5,t, series_6,t, series_7,t, series_8,t, series_9,t, series_10,t, series_11,t, series_12,t, series_13,t, series_14,t, series_15,t, series_16,t, series_17,t, series_18,t, series_19,t, series_20,t, series_21,t, series_22,t, series_23,t, series_24,t, series_25,t, series_26,t, series_27,t, series_28,t, series_29,t, series_30,t, series_31,t, series_32,t, series_33,t, series_34,t, series_35,t, series_36,t, series_37,t, series_38,t, series_39,t, series_40,t, series_41,t, series_42,t, series_43,t, series_44,t, series_45,t, series_46,t, series_47,t, series_48,t, series_49,t, series_50,t, series_51,t, series_52,t, series_53,t, series_54,t, series_55,t, series_56,t, series_57,t, series_58,t, series_59,t, series_60,t, series_61,t, series_62,t, series_63,t, series_64,t, series_65,t, series_66,t, series_67,t, series_68,t, series_69,t, series_70,t, series_71,t, series_72,t, series_73,t, series_74,t, series_75,t, series_76,t, series_77,t, series_78,t, series_79,t, series_80,t, series_81,t, series_82,t, series_83,t, series_84,t, series_85,t, series_86,t, series_87,t, series_88,t, series_89,t, series_90,t, series_91,t, series_92,t, series_93,t, series_94,t, series_95,t, series_96,t, series_97,t, series_98,t, series_99
0.034,0.0096619,0.034,0.0132742,0.034,0.0104784,0.034,0.00799123,0.034,0.00887945,0.034,0.00223464,0.034,0.00783719,0.034,0.00904578,0.034,0.00627157,0.034,0.0040566,0.034,0.0113608,0.034,0.00957691,0.034,0.0113897,0.034,0.0112881,0.034,0.013188,0.034,0.0115372,0.034,0.0133984,0.034,0.00643961,0.034,0.00943634,0.034,0.00887945,0.034,0.0113897,0.034,0.0125341,0.034,0.0112881,0.034,0.0106346,0.034,0.0106423,0.034,0.0146635,0.034,0.00724392,0.034,0.00791112,0.034,0.0114098,0.034,0.0126588,0.034,0.00672316,0.034,0.012179,0.034,0.0112881,0.034,0.01161,0.034,0.00431103,0.034,0.00911664,0.034,0.0102011,0.034,0.0112955,0.034,0.0110431,0.034,0.00151863,0.034,0.00801967,0.034,0.0110658,0.034,0.0115933,0.034,0.00910906,0.034,0.0112881,0.034,0.00803062,0.034,0.0102856,0.034,0.01166,0.034,0.0113927,0.034,0.0107187,0.034,0.00309357,0.034,0.0113447,0.034,0.00284964,0.034,0.0116924,0.034,0.00325823,0.034,0.00616866,0.034,0.00668896,0.034,0.0133134,0.034,0.0138294,0.034,0.0112139,0.034,0.0109081,0.034,0.0116624,0.034,0.0112667,0.034,0.0121933,0.034,0.0116593,0.034,0.00976082,0.034,0.00655175,0.034,0.0121681,0.034,0.0110905,0.034,0.00888493,0.034,0.0109512,0.034,0.0116149,0.034,0.0113032,0.034,0.0119484,0.034,0.00480463,0.034,0.00841566,0.034,0.00793983,0.034,0.0109986,0.034,0.0114684,0.034,0.00790682,0.034,0.0121933,0.034,0.00703183,0.034,0.0113237,0.034,0.0116303,0.034,0.0113447,0.034,0.0116149,0.034,0.0175937,0.034,0.000489539,0.034,0.00928355,0.034,0.0117159,0.034,0.0106489,0.034,0.0137144,0.034,0.0117301,0.034,0.0113197,0.034,0.0114379,0.034,0.0129152,0.034,0.0110905,0.034,0.00480463,0.034,0.0112158,0.034,0.00355441
0.035,0.00985419,0.035,0.0135378,0.035,0.0106869,0.035,0.00815041,0.035,0.00905623,0.035,0.00227928,0.035,0.00799331,0.035,0.00922587,0.035,0.0063966,0.035,0.00413757,0.035,0.0115867,0.035,0.00976752,0.035,0.0116161,0.035,0.0115126,0.035,0.01345,0.035,0.0117665,0.035,0.0136645,0.035,0.00656798,0.035,0.00962416,0.035,0.00905623,0.035,0.0116161,0.035,0.0127832,0.035,0.0115126,0.035,0.0108462,0.035,0.010854,0.035,0.0149546,0.035,0.00738827,0.035,0.00806871,0.035,0.0116367,0.035,0.0129104,0.035,0.00685717,0.035,0.0124211,0.035,0.0115126,0.035,0.0118409,0.035,0.00439706,0.035,0.00929812,0.035,0.0104041,0.035,0.0115202,0.035,0.0112628,0.035,0.00154898,0.035,0.00817941,0.035,0.0112859,0.035,0.0118238,0.035,0.0092904,0.035,0.0115126,0.035,0.00819058,0.035,0.0104903,0.035,0.0118918,0.035,0.0116192,0.035,0.0109319,0.035,0.00315535,0.035,0.0115703,0.035,0.00290655,0.035,0.0119248,0.035,0.00332329,0.035,0.00629165,0.035,0.00682229,0.035,0.0135779,0.035,0.014104,0.035,0.0114369,0.035,0.011125,0.035,0.0118942,0.035,0.0114907,0.035,0.0124356,0.035,0.0118911,0.035,0.00995507,0.035,0.00668235,0.035,0.0124099,0.035,0.0113111,0.035,0.00906182,0.035,0.011169,0.035,0.0118458,0.035,0.011528,0.035,0.0121859,0.035,0.00490049,0.035,0.00858325,0.035,0.00809799,0.035,0.0112173,0.035,0.0116964,0.035,0.00806433,0.035,0.0124356,0.035,0.00717197,0.035,0.0115489,0.035,0.0118615,0.035,0.0115703,0.035,0.0118458,0.035,0.0179424,0.035,0.000499327,0.035,0.00946834,0.035,0.0119488,0.035,0.0108607,0.035,0.0139867,0.035,0.0119633,0.035,0.0115448,0.035,0.0116653,0.035,0.0131718,0.035,0.0113111,0.035,0.00490049,0.035,0.0114389,0.035,0.00362537
0.035,0.0100503,0.035,0.0138067,0.035,0.0108995,0.035,0.00831274,0.035,0.00923653,0.035,0.00232482,0.035,0.00815253,0.035,0.00940952,0.035,0.00652412,0.035,0.00422015,0.035,0.0118171,0.035,0.0099619,0.035,0.0118471,0.035,0.0117415,0.035,0.0137172,0.035,0.0120005,0.035,0.0139359,0.035,0.0066989,0.035,0.0098157,0.035,0.00923653,0.035,0.0118471,0.035,0.0130372,0.035,0.0117415,0.035,0.0110619,0.035,0.0110699,0.035,0.0152514,0.035,0.00753548,0.035,0.00822943,0.035,0.011868,0.035,0.0131669,0.035,0.00699383,0.035,0.0126679,0.035,0.0117415,0.035,0.0120762,0.035,0.00448481,0.035,0.00948321,0.035,0.0106111,0.035,0.0117492,0.035,0.0114867,0.035,0.00157994,0.035,0.00834232,0.035,0.0115103,0.035,0.0120589,0.035,0.00947533,0.035,0.0117415,0.035,0.00835371,0.035,0.010699,0.035,0.0121282,0.035,0.0118502,0.035,0.0111493,0.035,0.00321836,0.035,0.0118004,0.035,0.0029646,0.035,0.0121619,0.035,0.00338965,0.035,0.00641708,0.035,0.00695826,0.035,0.0138475,0.035,0.0143841,0.035,0.0116643,0.035,0.0113463,0.035,0.0121307,0.035,0.0117192,0.035,0.0126828,0.035,0.0121275,0.035,0.0101532,0.035,0.00681554,0.035,0.0126565,0.035,0.011536,0.035,0.00924222,0.035,0.0113911,0.035,0.0120813,0.035,0.0117572,0.035,0.0124281,0.035,0.00499826,0.035,0.00875417,0.035,0.00825928,0.035,0.0114404,0.035,0.011929,0.035,0.00822495,0.035,0.0126828,0.035,0.00731489,0.035,0.0117785,0.035,0.0120973,0.035,0.0118004,0.035,0.0120813,0.035,0.0182979,0.035,0.000509312,0.035,0.0096568,0.035,0.0121864,0.035,0.0110767,0.035,0.0142645,0.035,0.0122011,0.035,0.0117743,0.035,0.0118972,0.035,0.0134334,0.035,0.011536,0.035,0.00499826,0.035,0.0116663,0.035,0.00369775
0.036,0.0102503,0.036,0.0140809,0.036,0.0111162,0.036,0.0084783,0.036,0.00942039,0.036,0.00237126,0.036,0.00831491,0.036,0.00959681,0.036,0.00665417,0.036,0.00430437,0.036,0.012052,0.036,0.0101601,0.036,0.0120826,0.036,0.0119749,0.036,0.0139896,0.036,0.012239,0.036,0.0142127,0.036,0.00683243,0.036,0.010011,0.036,0.00942039,0.036,0.0120826,0.036,0.0132962,0.036,0.0119749,0.036,0.0112819,0.036,0.0112901,0.036,0.0155541,0.036,0.00768562,0.036,0.00839333,0.036,0.0121039,0.036,0.0134284,0.036,0.00713321,0.036,0.0129197,0.036,0.0119749,0.036,0.0123163,0.036,0.0045743,0.036,0.00967196,0.036,0.0108221,0.036,0.0119828,0.036,0.0117151,0.036,0.00161151,0.036,0.00850846,0.036,0.0117392,0.036,0.0122986,0.036,0.00966392,0.036,0.0119749,0.036,0.00852008,0.036,0.0109118,0.036,0.0123692,0.036,0.0120858,0.036,0.011371,0.036,0.00328262,0.036,0.0120349,0.036,0.0030238,0.036,0.0124036,0.036,0.00345732,0.036,0.006545,0.036,0.00709694,0.036,0.0141225,0.036,0.0146696,0.036,0.0118962,0.036,0.0115719,0.036,0.0123718,0.036,0.0119521,0.036,0.0129348,0.036,0.0123686,0.036,0.0103552,0.036,0.00695138,0.036,0.012908,0.036,0.0117653,0.036,0.0094262,0.036,0.0116176,0.036,0.0123215,0.036,0.0119909,0.036,0.0126751,0.036,0.00509797,0.036,0.00892847,0.036,0.00842377,0.036,0.0116678,0.036,0.0121661,0.036,0.00838876,0.036,0.0129348,0.036,0.00746064,0.036,0.0120127,0.036,0.0123377,0.036,0.0120349,0.036,0.0123215,0.036,0.0186605,0.036,0.000519495,0.036,0.00984898,0.036,0.0124286,0.036,0.011297,0.036,0.0145477,0.036,0.0124437,0.036,0.0120084,0.036,0.0121337,0.036,0.0137003,0.036,0.0117653,0.036,0.00509797,0.036,0.0118982,0.036,0.00377157
0.037,0.0104542,0.037,0.0143605,0.037,0.0113373,0.037,0.00864713,0.037,0.00960789,0.037,0.00241863,0.037,0.0084805,0.037,0.00978781,0.037,0.00678681,0.037,0.00439027,0.037,0.0122916,0.037,0.0103623,0.037,0.0123228,0.037,0.0122129,0.037,0.0142674,0.037,0.0124823,0.037,0.0144949,0.037,0.0069686,0.037,0.0102102,0.037,0.00960789,0.037,0.0123228,0.037,0.0135603,0.037,0.0122129,0.037,0.0115062,0.037,0.0115146,0.037,0.0158627,0.037,0.00783873,0.037,0.00856048,0.037,0.0123445,0.037,0.0136952,0.037,0.00727536,0.037,0.0131764,0.037,0.0122129,0.037,0.0125611,0.037,0.00466558,0.037,0.00986444,0.037,0.0110374,0.037,0.012221,0.037,0.011948,0.037,0.00164371,0.037,0.00867789,0.037,0.0119726,0.037,0.012543,0.037,0.00985625,0.037,0.0122129,0.037,0.00868974,0.037,0.0111288,0.037,0.0126151,0.037,0.012326,0.037,0.0115971,0.037,0.00334816,0.037,0.0122742,0.037,0.00308418,0.037,0.0126501,0.037,0.00352635,0.037,0.00667547,0.037,0.00723836,0.037,0.0144029,0.037,0.0149608,0.037,0.0121327,0.037,0.011802,0.037,0.0126176,0.037,0.0121897,0.037,0.0131918,0.037,0.0126144,0.037,0.0105612,0.037,0.00708992,0.037,0.0131645,0.037,0.0119992,0.037,0.00961382,0.037,0.0118486,0.037,0.0125663,0.037,0.0122293,0.037,0.0129269,0.037,0.00519967,0.037,0.00910623,0.037,0.00859153,0.037,0.0118998,0.037,0.0124079,0.037,0.00855582,0.037,0.0131918,0.037,0.00760929,0.037,0.0122515,0.037,0.012583,0.037,0.0122742,0.037,0.0125663,0.037,0.0190301,0.037,0.000529883,0.037,0.010045,0.037,0.0126756,0.037,0.0115216,0.037,0.0148365,0.037,0.0126909,0.037,0.0122471,0.037,0.0123749,0.037,0.0139724,0.037,0.0119992,0.037,0.00519967,0.037,0.0121348,0.037,0.00384685
0.038,0.0106622,0.038,0.0146456,0.038,0.0115627,0.038,0.00881931,0.038,0.00979911,0.038,0.00246694,0.038,0.00864938,0.038,0.00998259,0.038,0.00692207,0.038,0.00447788,0.038,0.0125359,0.038,0.0105684,0.038,0.0125677,0.038,0.0124557,0.038,0.0145506,0.038,0.0127303,0.038,0.0147826,0.038,0.00710748,0.038,0.0104134,0.038,0.00979911,0.038,0.0125677,0.038,0.0138296,0.038,0.0124557,0.038,0.011735,0.038,0.0117435,0.038,0.0161774,0.038,0.00799488,0.038,0.00873094,0.038,0.0125899,0.038,0.0139672,0.038,0.00742033,0.038,0.0134381,0.038,0.0124557,0.038,0.0128107,0.038,0.00475867,0.038,0.0100607,0.038,0.0112569,0.038,0.0124639,0.038,0.0121855,0.038,0.00167656,0.038,0.00885068,0.038,0.0122106,0.038,0.0127923,0.038,0.0100524,0.038,0.0124557,0.038,0.00886277,0.038,0.0113501,0.038,0.0128657,0.038,0.012571,0.038,0.0118277,0.038,0.00341501,0.038,0.0125181,0.038,0.00314577,0.038,0.0129015,0.038,0.00359675,0.038,0.00680853,0.038,0.0073826,0.038,0.0146889,0.038,0.0152578,0.038,0.0123739,0.038,0.0120366,0.038,0.0128684,0.038,0.012432,0.038,0.0134538,0.038,0.012865,0.038,0.0107713,0.038,0.00723121,0.038,0.013426,0.038,0.0122378,0.038,0.00980516,0.038,0.0120841,0.038,0.0128161,0.038,0.0124723,0.038,0.0131838,0.038,0.00530339,0.038,0.00928751,0.038,0.00876261,0.038,0.0121364,0.038,0.0126545,0.038,0.0087262,0.038,0.0134538,0.038,0.00776089,0.038,0.012495,0.038,0.012833,0.038,0.0125181,0.038,0.0128161,0.038,0.019407,0.038,0.000540478,0.038,0.0102449,0.038,0.0129275,0.038,0.0117507,0.038,0.015131,0.038,0.0129431,0.038,0.0124905,0.038,0.0126209,0.038,0.0142498,0.038,0.0122378,0.038,0.00530339,0.038,0.012376,0.038,0.00392364
0.038,0.0108743,0.038,0.0149363,0.038,0.0117926,0.038,0.00899491,0.038,0.00999412,0.038,0.00251622,0.038,0.00882161,0.038,0.0101812,0.038,0.00706003,0.038,0.00456724,0.038,0.012785,0.038,0.0107787,0.038,0.0128174,0.038,0.0127032,0.038,0.0148395,0.038,0.0129833,0.038,0.015076,0.038,0.00724912,0.038,0.0106205,0.038,0.00999412,0.038,0.0128174,0.038,0.0141042,0.038,0.0127032,0.038,0.0119683,0.038,0.011977,0.038,0.0164982,0.038,0.00815413,0.038,0.00890479,0.038,0.01284,0.038,0.0142445,0.038,0.00756818,0.038,0.013705,0.038,0.0127032,0.038,0.0130652,0.038,0.00485362,0.038,0.0102609,0.038,0.0114807,0.038,0.0127116,0.038,0.0124277,0.038,0.00171007,0.038,0.0090269,0.038,0.0124532,0.038,0.0130465,0.038,0.0102524,0.038,0.0127032,0.038,0.00903923,0.038,0.0115758,0.038,0.0131214,0.038,0.0128208,0.038,0.0120628,0.038,0.0034832,0.038,0.0127669,0.038,0.00320859,0.038,0.0131578,0.038,0.00366856,0.038,0.00694423,0.038,0.0075297,0.038,0.0149805,0.038,0.0155605,0.038,0.0126198,0.038,0.0122758,0.038,0.0131241,0.038,0.0126791,0.038,0.0137211,0.038,0.0131206,0.038,0.0109855,0.038,0.0073753,0.038,0.0136927,0.038,0.012481,0.038,0.0100003,0.038,0.0123243,0.038,0.0130707,0.038,0.0127202,0.038,0.0134457,0.038,0.00540918,0.038,0.00947239,0.038,0.00893708,0.038,0.0123776,0.038,0.012906,0.038,0.00889995,0.038,0.0137211,0.038,0.00791549,0.038,0.0127433,0.038,0.013088,0.038,0.0127669,0.038,0.0130707,0.038,0.0197913,0.038,0.000551285,0.038,0.0104487,0.038,0.0131843,0.038,0.0119843,0.038,0.0154312,0.038,0.0132003,0.038,0.0127387,0.038,0.0128717,0.038,0.0145327,0.038,0.012481,0.038,0.00540918,0.038,0.0126219,0.038,0.00400196
0.039,0.0110905,0.039,0.0152328,0.039,0.0120271,0.039,0.00917398,0.039,0.010193,0.039,0.00256648,0.039,0.00899725,0.039,0.0103838,0.039,0.00720073,0.039,0.00465837,0.039,0.013039,0.039,0.010993,0.039,0.0130721,0.039,0.0129556,0.039,0.015134,0.039,0.0132412,0.039,0.0153752,0.039,0.00739357,0.039,0.0108318,0.039,0.010193,0.039,0.0130721,0.039,0.0143843,0.039,0.0129556,0.039,0.0122062,0.039,0.012215,0.039,0.0168254,0.039,0.00831654,0.039,0.00908208,0.039,0.0130952,0.039,0.0145273,0.039,0.00771896,0.039,0.0139772,0.039,0.0129556,0.039,0.0133248,0.039,0.00495045,0.039,0.0104651,0.039,0.011709,0.039,0.0129642,0.039,0.0126747,0.039,0.00174424,0.039,0.00920661,0.039,0.0127007,0.039,0.0133056,0.039,0.0104564,0.039,0.0129556,0.039,0.00921918,0.039,0.011806,0.039,0.013382,0.039,0.0130755,0.039,0.0123026,0.039,0.00355274,0.039,0.0130206,0.039,0.00327266,0.039,0.0134192,0.039,0.00374179,0.039,0.00708262,0.039,0.00767972,0.039,0.0152778,0.039,0.0158693,0.039,0.0128706,0.039,0.0125198,0.039,0.0133848,0.039,0.012931,0.039,0.0139936,0.039,0.0133813,0.039,0.011204,0.039,0.00752226,0.039,0.0139647,0.039,0.012729,0.039,0.0101993,0.039,0.0125692,0.039,0.0133304,0.039,0.0129729,0.039,0.0137127,0.039,0.00551706,0.039,0.00966092,0.039,0.00911501,0.039,0.0126236,0.039,0.0131624,0.039,0.00907714,0.039,0.0139936,0.039,0.00807317,0.039,0.0129965,0.039,0.013348,0.039,0.0130206,0.039,0.0133304,0.039,0.0201831,0.039,0.000562308,0.039,0.0106565,0.039,0.0134462,0.039,0.0122225,0.039,0.0157374,0.039,0.0134625,0.039,0.0129919,0.039,0.0131274,0.039,0.0148212,0.039,0.012729,0.039,0.00551706,0.039,0.0128727,0.039,0.00408184
0.040,0.0113111,0.040,0.0155351,0.040,0.0122661,0.040,0.00935661,0.040,0.0103958,0.040,0.00261774,0.040,0.00917637,0.040,0.0105904,0.040,0.00734421,0.040,0.00475132,0.040,0.0132981,0.040,0.0112117,0.040,0.0133318,0.040,0.013213,0.040,0.0154344,0.040,0.0135043,0.040,0.0156803,0.040,0.00754088,0.040,0.0110472,0.040,0.0103958,0.040,0.0133318,0.040,0.0146699,0.040,0.013213,0.040,0.0124488,0.040,0.0124578,0.040,0.017159,0.040,0.00848216,0.040,0.00926288,0.040,0.0133553,0.040,0.0148157,0.040,0.00787274,0.040,0.0142548,0.040,0.013213,0.040,0.0135895,0.040,0.00504921,0.040,0.0106733,0.040,0.0119418,0.040,0.0132217,0.040,0.0129266,0.040,0.00177909,0.040,0.00938988,0.040,0.0129531,0.040,0.01357,0.040,0.0106644,0.040,0.013213,0.040,0.0094027,0.040,0.0120407,0.040,0.0136478,0.040,0.0133353,0.040,0.0125471,0.040,0.00362367,0.040,0.0132792,0.040,0.003338,0.040,0.0136857,0.040,0.00381649,0.040,0.00722376,0.040,0.00783271,0.040,0.0155809,0.040,0.0161841,0.040,0.0131263,0.040,0.0127686,0.040,0.0136506,0.040,0.0131879,0.040,0.0142714,0.040,0.0136471,0.040,0.0114268,0.040,0.00767213,0.040,0.014242,0.040,0.0129819,0.040,0.0104022,0.040,0.012819,0.040,0.0135952,0.040,0.0132307,0.040,0.0139851,0.040,0.0056271,0.040,0.00985319,0.040,0.00929646,0.040,0.0128744,0.040,0.0134239,0.040,0.00925785,0.040,0.0142714,0.040,0.00823397,0.040,0.0132547,0.040,0.0136131,0.040,0.0132792,0.040,0.0135952,0.040,0.0205826,0.040,0.000573551,0.040,0.0108685,0.040,0.0137133,0.040,0.0124654,0.040,0.0160497,0.040,0.0137299,0.040,0.01325,0.040,0.0133882,0.040,0.0151154,0.040,0.0129819,0.040,0.0056271,0.040,0.0131285,0.040,0.00416331
0.041,0.011536,0.041,0.0158433,0.041,0.0125099,0.041,0.00954285,0.041,0.0106026,0.041,0.00267003,0.041,0.00935904,0.041,0.010801,0.041,0.00749055,0.041,0.00484612,0.041,0.0135622,0.041,0.0114346,0.041,0.0135966,0.041,0.0134755,0.041,0.0157406,0.041,0.0137725,0.041,0.0159914,0.041,0.00769112,0.041,0.0112669,0.041,0.0106026,0.041,0.0135966,0.041,0.0149611,0.041,0.0134755,0.041,0.0126962,0.041,0.0127054,0.041,0.0174992,0.041,0.00865108,0.041,0.00944726,0.041,0.0136206,0.041,0.0151098,0.041,0.00802956,0.041,0.0145378,0.041,0.0134755,0.041,0.0138594,0.041,0.00514994,0.041,0.0108856,0.041,0.0121792,0.041,0.0134844,0.041,0.0131834,0.041,0.00181464,0.041,0.00957678,0.041,0.0132104,0.041,0.0138395,0.041,0.0108765,0.041,0.0134755,0.041,0.00958985,0.041,0.01228,0.041,0.0139189,0.041,0.0136002,0.041,0.0127964,0.041,0.00369601,0.041,0.013543,0.041,0.00340465,0.041,0.0139575,0.041,0.00389267,0.041,0.00736771,0.041,0.00798874,0.041,0.0158901,0.041,0.0165051,0.041,0.0133871,0.041,0.0130223,0.041,0.0139218,0.041,0.0134499,0.041,0.0145548,0.041,0.0139181,0.041,0.011654,0.041,0.00782497,0.041,0.0145247,0.041,0.0132399,0.041,0.0106091,0.041,0.0130737,0.041,0.0138652,0.041,0.0134935,0.041,0.0142628,0.041,0.00573932,0.041,0.0100493,0.041,0.00948151,0.041,0.0131302,0.041,0.0136905,0.041,0.00944213,0.041,0.0145548,0.041,0.00839796,0.041,0.013518,0.041,0.0138835,0.041,0.013543,0.041,0.0138652,0.041,0.0209899,0.041,0.000585019,0.041,0.0110847,0.041,0.0139856,0.041,0.0127132,0.041,0.016368,0.041,0.0140026,0.041,0.0135132,0.041,0.0136541,0.041,0.0154154,0.041,0.0132399,0.041,0.00573932,0.041,0.0133893,0.041,0.0042464
0.042,0.0117654,0.042,0.0161576,0.042,0.0127585,0.042,0.00973278,0.042,0.0108135,0.042,0.00272336,0.042,0.00954533,0.042,0.0110159,0.042,0.00763979,0.042,0.0049428,0.042,0.0138316,0.042,0.011662,0.042,0.0138667,0.042,0.0137432,0.042,0.0160529,0.042,0.014046,0.042,0.0163086,0.042,0.00784435,0.042,0.011491,0.042,0.0108135,0.042,0.0138667,0.042,0.015258,0.042,0.0137432,0.042,0.0129485,0.042,0.0129579,0.042,0.0178461,0.042,0.00882334,0.042,0.0096353,0.042,0.0138911,0.042,0.0154097,0.042,0.0081895,0.042,0.0148264,0.042,0.0137432,0.042,0.0141346,0.042,0.00525267,0.042,0.0111021,0.042,0.0124212,0.042,0.0137522,0.042,0.0134453,0.042,0.0018509,0.042,0.00976738,0.042,0.0134729,0.042,0.0141143,0.042,0.0110929,0.042,0.0137432,0.042,0.00978071,0.042,0.0125241,0.042,0.0141953,0.042,0.0138703,0.042,0.0130507,0.042,0.00376979,0.042,0.013812,0.042,0.00347263,0.042,0.0142347,0.042,0.00397037,0.042,0.00751451,0.042,0.00814787,0.042,0.0162053,0.042,0.0168324,0.042,0.013653,0.042,0.0132811,0.042,0.0141982,0.042,0.0137171,0.042,0.0148437,0.042,0.0141945,0.042,0.0118857,0.042,0.00798085,0.042,0.0148131,0.042,0.0135029,0.042,0.0108202,0.042,0.0133334,0.042,0.0141405,0.042,0.0137615,0.042,0.014546,0.042,0.00585377,0.042,0.0102492,0.042,0.00967023,0.042,0.0133911,0.042,0.0139624,0.042,0.00963007,0.042,0.0148437,0.042,0.0085652,0.042,0.0137865,0.042,0.0141592,0.042,0.013812,0.042,0.0141405,0.042,0.0214052,0.042,0.000596716,0.042,0.0113051,0.042,0.0142634,0.042,0.0129658,0.042,0.0166926,0.042,0.0142806,0.042,0.0137816,0.042,0.0139253,0.042,0.0157213,0.042,0.0135029,0.042,0.00585377,0.042,0.0136553,0.042,0.00433114
0.042,0.0119993,0.042,0.0164781,0.042,0.013012,0.042,0.00992647,0.042,0.0110286,0.042,0.00277775,0.042,0.00973531,0.042,0.011235,0.042,0.00779199,0.042,0.00504141,0.042,0.0141063,0.042,0.0118938,0.042,0.014142,0.042,0.0140161,0.042,0.0163713,0.042,0.0143249,0.042,0.0166321,0.042,0.00800061,0.042,0.0117195,0.042,0.0110286,0.042,0.014142,0.042,0.0155608,0.042,0.0140161,0.042,0.0132057,0.042,0.0132153,0.042,0.0181997,0.042,0.00899901,0.042,0.00982706,0.042,0.014167,0.042,0.0157154,0.042,0.00835261,0.042,0.0151207,0.042,0.0140161,0.042,0.0144152,0.042,0.00535744,0.042,0.0113229,0.042,0.0126681,0.042,0.0140253,0.042,0.0137123,0.042,0.00188789,0.042,0.00996176,0.042,0.0137405,0.042,0.0143946,0.042,0.0113135,0.042,0.0140161,0.042,0.00997535,0.042,0.0127729,0.042,0.0144772,0.042,0.0141458,0.042,0.0133099,0.042,0.00384504,0.042,0.0140863,0.042,0.00354196,0.042,0.0145173,0.042,0.00404962,0.042,0.00766423,0.042,0.00831015,0.042,0.0165267,0.042,0.0171662,0.042,0.0139241,0.042,0.0135449,0.042,0.0144801,0.042,0.0139895,0.042,0.0151383,0.042,0.0144764,0.042,0.012122,0.042,0.00813982,0.042,0.0151071,0.042,0.0137711,0.042,0.0110354,0.042,0.0135983,0.042,0.0144213,0.042,0.0140348,0.042,0.0148347,0.042,0.0059705,0.042,0.0104531,0.042,0.00986268,0.042,0.013657,0.042,0.0142397,0.042,0.00982172,0.042,0.0151383,0.042,0.00873576,0.042,0.0140603,0.042,0.0144403,0.042,0.0140863,0.042,0.0144213,0.042,0.0218286,0.042,0.000608647,0.042,0.0115299,0.042,0.0145465,0.042,0.0132234,0.042,0.0170236,0.042,0.0145642,0.042,0.0140553,0.042,0.0142018,0.042,0.0160332,0.042,0.0137711,0.042,0.0059705,0.042,0.0139265,0.042,0.00441758
0.043,0.0122378,0.043,0.0168049,0.043,0.0132706,0.043,0.010124,0.043,0.0112479,0.043,0.00283323,0.043,0.00992905,0.043,0.0114584,0.043,0.00794722,0.043,0.00514198,0.043,0.0143864,0.043,0.0121303,0.043,0.0144228,0.043,0.0142944,0.043,0.016696,0.043,0.0146093,0.043,0.0169619,0.043,0.00815997,0.043,0.0119525,0.043,0.0112479,0.043,0.0144228,0.043,0.0158695,0.043,0.0142944,0.043,0.0134681,0.043,0.0134778,0.043,0.0185603,0.043,0.00917817,0.043,0.0100226,0.043,0.0144483,0.043,0.0160272,0.043,0.00851895,0.043,0.0154207,0.043,0.0142944,0.043,0.0147014,0.043,0.0054643,0.043,0.011548,0.043,0.0129198,0.043,0.0143038,0.043,0.0139847,0.043,0.00192561,0.043,0.01016,0.043,0.0140134,0.043,0.0146803,0.043,0.0115384,0.043,0.0142944,0.043,0.0101738,0.043,0.0130267,0.043,0.0147646,0.043,0.0144266,0.043,0.0135743,0.043,0.0039218,0.043,0.014366,0.043,0.00361267,0.043,0.0148055,0.043,0.00413045,0.043,0.00781692,0.043,0.00847565,0.043,0.0168545,0.043,0.0175065,0.043,0.0142006,0.043,0.0138139,0.043,0.0147676,0.043,0.0142673,0.043,0.0154388,0.043,0.0147637,0.043,0.0123629,0.043,0.00830194,0.043,0.0154069,0.043,0.0140445,0.043,0.0112549,0.043,0.0138684,0.043,0.0147076,0.043,0.0143135,0.043,0.0151292,0.043,0.00608955,0.043,0.0106611,0.043,0.0100589,0.043,0.0139283,0.043,0.0145224,0.043,0.0100172,0.043,0.0154388,0.043,0.0089097,0.043,0.0143395,0.043,0.014727,0.043,0.014366,0.043,0.0147076,0.043,0.0222603,0.043,0.000620817,0.043,0.0117592,0.043,0.0148353,0.043,0.0134861,0.043,0.0173611,0.043,0.0148533,0.043,0.0143344,0.043,0.0144838,0.043,0.0163512,0.043,0.0140445,0.043,0.00608955,0.043,0.014203,0.043,0.00450573
