t, series_0,t, series_1,t, series_2,t, series_3,t, series_4,t, series_5,t, series_6,t, series_7,t, series_8,t, series_9,t, series_10,t, series_11,t, series_12,t, series_13,t, series_14,t, series_15,t, series_16,t, series_17,t, series_18,t, series_19,t, series_20,t, series_21,t, series_22,t, series_23,t, series_24,t, series_25,t, series_26,t, series_27,t, series_28,t, series_29,t, series_30,t, series_31,t, series_32,t, series_33,t, series_34,t, series_35,t, series_36,t, series_37,t, series_38,t, series_39,t, series_40,t, series_41,t, series_42,t, series_43,t, series_44,t, series_45,t, series_46,t, series_47,t, series_48,t, series_49,t, series_50,t, series_51,t, series_52,t, series_53,t, series_54,t, series_55,t, series_56,t, series_57,t, series_58,t, series_59,t, series_60,t, series_61,t, series_62,t, series_63,t, series_64,t, series_65,t, series_66,t, series_67,t, series_68,t, series_69,t, series_70,t, series_71,t, series_72,t, series_73,t, series_74,t, series_75,t, series_76,t, series_77,t, series_78,t, series_79,t, series_80,t, series_81,t, series_82,t, series_83,t, series_84,t, series_85,t, series_86,t, series_87,t, series_88,t, series_89,t, series_90,t, series_91,t, series_92,t, series_93,t, series_94,t, series_95,t, series_96,t, series_97,t, series_98,t, series_99
0.000,4.73156e-06,0.000,6.51238e-06,0.000,5.13354e-06,0.000,3.91012e-06,0.000,4.34666e-06,0.000,1.09026e-06,0.000,3.83445e-06,0.000,4.42846e-06,0.000,3.06603e-06,0.000,1.98098e-06,0.000,5.56831e-06,0.000,4.68973e-06,0.000,5.58253e-06,0.000,5.53247e-06,0.000,6.46984e-06,0.000,5.65524e-06,0.000,6.57376e-06,0.000,3.14845e-06,0.000,4.62057e-06,0.000,4.34666e-06,0.000,5.58253e-06,0.000,6.14699e-06,0.000,5.53247e-06,0.000,5.21046e-06,0.000,5.21426e-06,0.000,7.19907e-06,0.000,3.54313e-06,0.000,3.87077e-06,0.000,5.59245e-06,0.000,6.20857e-06,0.000,3.28755e-06,0.000,5.9718e-06,0.000,5.53247e-06,0.000,5.69117e-06,0.000,2.1055e-06,0.000,4.46331e-06,0.000,4.99697e-06,0.000,5.53613e-06,0.000,5.41173e-06,0.000,7.40658e-07,0.000,3.92409e-06,0.000,5.42292e-06,0.000,5.68294e-06,0.000,4.45958e-06,0.000,5.53247e-06,0.000,3.92947e-06,0.000,5.0386e-06,0.000,5.71579e-06,0.000,5.58401e-06,0.000,5.25186e-06,0.000,1.50997e-06,0.000,5.56037e-06,0.000,1.39074e-06,0.000,5.73177e-06,0.000,1.59047e-06,0.000,3.01557e-06,0.000,3.27077e-06,0.000,6.53176e-06,0.000,6.78668e-06,0.000,5.49591e-06,0.000,5.34519e-06,0.000,5.71697e-06,0.000,5.52189e-06,0.000,5.97883e-06,0.000,5.71547e-06,0.000,4.78024e-06,0.000,3.20346e-06,0.000,5.96639e-06,0.000,5.43507e-06,0.000,4.34936e-06,0.000,5.36641e-06,0.000,5.69357e-06,0.000,5.53991e-06,0.000,5.85802e-06,0.000,2.34715e-06,0.000,4.11867e-06,0.000,3.88487e-06,0.000,5.38976e-06,0.000,5.62134e-06,0.000,3.86865e-06,0.000,5.97883e-06,0.000,3.43902e-06,0.000,5.55002e-06,0.000,5.70115e-06,0.000,5.56037e-06,0.000,5.69357e-06,0.000,8.65046e-06,0.000,2.38632e-07,0.000,4.5454e-06,0.000,5.74338e-06,0.000,5.21747e-06,0.000,6.72985e-06,0.000,5.75039e-06,0.000,5.54804e-06,0.000,5.6063e-06,0.000,6.33511e-06,0.000,5.43507e-06,0.000,2.34715e-06,0.000,5.49684e-06,0.000,1.73531e-06
0.000,4.83224e-06,0.000,6.65096e-06,0.000,5.24277e-06,0.000,3.99332e-06,0.000,4.43916e-06,0.000,1.11346e-06,0.000,3.91604e-06,0.000,4.52269e-06,0.000,3.13127e-06,0.000,2.02313e-06,0.000,5.6868e-06,0.000,4.78952e-06,0.000,5.70132e-06,0.000,5.65019e-06,0.000,6.60751e-06,0.000,5.77557e-06,0.000,6.71364e-06,0.000,3.21544e-06,0.000,4.71889e-06,0.000,4.43916e-06,0.000,5.70132e-06,0.000,6.27779e-06,0.000,5.65019e-06,0.000,5.32133e-06,0.000,5.32521e-06,0.000,7.35226e-06,0.000,3.61852e-06,0.000,3.95313e-06,0.000,5.71145e-06,0.000,6.34068e-06,0.000,3.35751e-06,0.000,6.09887e-06,0.000,5.65019e-06,0.000,5.81226e-06,0.000,2.1503e-06,0.000,4.55828e-06,0.000,5.1033e-06,0.000,5.65393e-06,0.000,5.52689e-06,0.000,7.56418e-07,0.000,4.00759e-06,0.000,5.53831e-06,0.000,5.80386e-06,0.000,4.55447e-06,0.000,5.65019e-06,0.000,4.01308e-06,0.000,5.14581e-06,0.000,5.83741e-06,0.000,5.70283e-06,0.000,5.36361e-06,0.000,1.5421e-06,0.000,5.67869e-06,0.000,1.42033e-06,0.000,5.85373e-06,0.000,1.62432e-06,0.000,3.07973e-06,0.000,3.34037e-06,0.000,6.67075e-06,0.000,6.93109e-06,0.000,5.61285e-06,0.000,5.45893e-06,0.000,5.83862e-06,0.000,5.63939e-06,0.000,6.10606e-06,0.000,5.83709e-06,0.000,4.88195e-06,0.000,3.27162e-06,0.000,6.09335e-06,0.000,5.55072e-06,0.000,4.44191e-06,0.000,5.4806e-06,0.000,5.81472e-06,0.000,5.65779e-06,0.000,5.98267e-06,0.000,2.3971e-06,0.000,4.20631e-06,0.000,3.96753e-06,0.000,5.50445e-06,0.000,5.74096e-06,0.000,3.95097e-06,0.000,6.10606e-06,0.000,3.5122e-06,0.000,5.66812e-06,0.000,5.82246e-06,0.000,5.67869e-06,0.000,5.81472e-06,0.000,8.83453e-06,0.000,2.4371e-07,0.000,4.64212e-06,0.000,5.86559e-06,0.000,5.32849e-06,0.000,6.87305e-06,0.000,5.87275e-06,0.000,5.6661e-06,0.000,5.7256e-06,0.000,6.46991e-06,0.000,5.55072e-06,0.000,2.3971e-06,0.000,5.6138e-06,0.000,1.77223e-06
0.000,4.93493e-06,0.000,6.7923e-06,0.000,5.35419e-06,0.000,4.07818e-06,0.000,4.5335e-06,0.000,1.13712e-06,0.000,3.99926e-06,0.000,4.61881e-06,0.000,3.19782e-06,0.000,2.06613e-06,0.000,5.80765e-06,0.000,4.89131e-06,0.000,5.82248e-06,0.000,5.77027e-06,0.000,6.74793e-06,0.000,5.89831e-06,0.000,6.85631e-06,0.000,3.28378e-06,0.000,4.81917e-06,0.000,4.5335e-06,0.000,5.82248e-06,0.000,6.41121e-06,0.000,5.77027e-06,0.000,5.43442e-06,0.000,5.43838e-06,0.000,7.50851e-06,0.000,3.69542e-06,0.000,4.03714e-06,0.000,5.83283e-06,0.000,6.47543e-06,0.000,3.42886e-06,0.000,6.22848e-06,0.000,5.77027e-06,0.000,5.93579e-06,0.000,2.196e-06,0.000,4.65515e-06,0.000,5.21175e-06,0.000,5.77409e-06,0.000,5.64435e-06,0.000,7.72493e-07,0.000,4.09275e-06,0.000,5.65601e-06,0.000,5.92721e-06,0.000,4.65127e-06,0.000,5.77027e-06,0.000,4.09837e-06,0.000,5.25517e-06,0.000,5.96147e-06,0.000,5.82403e-06,0.000,5.4776e-06,0.000,1.57487e-06,0.000,5.79937e-06,0.000,1.45051e-06,0.000,5.97813e-06,0.000,1.65884e-06,0.000,3.14518e-06,0.000,3.41136e-06,0.000,6.81252e-06,0.000,7.07839e-06,0.000,5.73214e-06,0.000,5.57494e-06,0.000,5.9627e-06,0.000,5.75923e-06,0.000,6.23582e-06,0.000,5.96114e-06,0.000,4.98571e-06,0.000,3.34115e-06,0.000,6.22284e-06,0.000,5.66868e-06,0.000,4.53631e-06,0.000,5.59708e-06,0.000,5.93829e-06,0.000,5.77802e-06,0.000,6.10981e-06,0.000,2.44804e-06,0.000,4.2957e-06,0.000,4.05185e-06,0.000,5.62143e-06,0.000,5.86296e-06,0.000,4.03494e-06,0.000,6.23582e-06,0.000,3.58684e-06,0.000,5.78858e-06,0.000,5.9462e-06,0.000,5.79937e-06,0.000,5.93829e-06,0.000,9.02228e-06,0.000,2.48889e-07,0.000,4.74078e-06,0.000,5.99025e-06,0.000,5.44173e-06,0.000,7.01912e-06,0.000,5.99756e-06,0.000,5.78651e-06,0.000,5.84728e-06,0.000,6.60741e-06,0.000,5.66868e-06,0.000,2.44804e-06,0.000,5.73311e-06,0.000,1.80989e-06
0.000,5.03968e-06,0.000,6.93647e-06,0.000,5.46784e-06,0.000,4.16475e-06,0.000,4.62972e-06,0.000,1.16125e-06,0.000,4.08415e-06,0.000,4.71685e-06,0.000,3.2657e-06,0.000,2.10998e-06,0.000,5.93092e-06,0.000,4.99513e-06,0.000,5.94607e-06,0.000,5.89275e-06,0.000,6.89116e-06,0.000,6.02351e-06,0.000,7.00184e-06,0.000,3.35348e-06,0.000,4.92146e-06,0.000,4.62972e-06,0.000,5.94607e-06,0.000,6.54729e-06,0.000,5.89275e-06,0.000,5.54977e-06,0.000,5.55382e-06,0.000,7.66788e-06,0.000,3.77386e-06,0.000,4.12283e-06,0.000,5.95663e-06,0.000,6.61287e-06,0.000,3.50164e-06,0.000,6.36069e-06,0.000,5.89275e-06,0.000,6.06178e-06,0.000,2.24261e-06,0.000,4.75396e-06,0.000,5.32238e-06,0.000,5.89665e-06,0.000,5.76415e-06,0.000,7.8889e-07,0.000,4.17963e-06,0.000,5.77606e-06,0.000,6.05302e-06,0.000,4.74999e-06,0.000,5.89275e-06,0.000,4.18536e-06,0.000,5.36671e-06,0.000,6.088e-06,0.000,5.94765e-06,0.000,5.59386e-06,0.000,1.6083e-06,0.000,5.92247e-06,0.000,1.4813e-06,0.000,6.10502e-06,0.000,1.69405e-06,0.000,3.21194e-06,0.000,3.48377e-06,0.000,6.95712e-06,0.000,7.22864e-06,0.000,5.85381e-06,0.000,5.69327e-06,0.000,6.08926e-06,0.000,5.88148e-06,0.000,6.36818e-06,0.000,6.08767e-06,0.000,5.09153e-06,0.000,3.41207e-06,0.000,6.35493e-06,0.000,5.78901e-06,0.000,4.63259e-06,0.000,5.71588e-06,0.000,6.06434e-06,0.000,5.90067e-06,0.000,6.23949e-06,0.000,2.5e-06,0.000,4.38688e-06,0.000,4.13785e-06,0.000,5.74075e-06,0.000,5.98741e-06,0.000,4.12058e-06,0.000,6.36818e-06,0.000,3.66298e-06,0.000,5.91145e-06,0.000,6.07241e-06,0.000,5.92247e-06,0.000,6.06434e-06,0.000,9.21379e-06,0.000,2.54172e-07,0.000,4.8414e-06,0.000,6.1174e-06,0.000,5.55724e-06,0.000,7.1681e-06,0.000,6.12486e-06,0.000,5.90934e-06,0.000,5.97139e-06,0.000,6.74766e-06,0.000,5.78901e-06,0.000,2.5e-06,0.000,5.8548e-06,0.000,1.84831e-06
0.000,5.14652e-06,0.000,7.08353e-06,0.000,5.58376e-06,0.000,4.25304e-06,0.000,4.72787e-06,0.000,1.18587e-06,0.000,4.17074e-06,0.000,4.81684e-06,0.000,3.33493e-06,0.000,2.15472e-06,0.000,6.05666e-06,0.000,5.10103e-06,0.000,6.07213e-06,0.000,6.01767e-06,0.000,7.03725e-06,0.000,6.15121e-06,0.000,7.15028e-06,0.000,3.42457e-06,0.000,5.0258e-06,0.000,4.72787e-06,0.000,6.07213e-06,0.000,6.6861e-06,0.000,6.01767e-06,0.000,5.66742e-06,0.000,5.67156e-06,0.000,7.83044e-06,0.000,3.85387e-06,0.000,4.21024e-06,0.000,6.08291e-06,0.000,6.75307e-06,0.000,3.57588e-06,0.000,6.49554e-06,0.000,6.01767e-06,0.000,6.19029e-06,0.000,2.29015e-06,0.000,4.85475e-06,0.000,5.43521e-06,0.000,6.02166e-06,0.000,5.88635e-06,0.000,8.05615e-07,0.000,4.26824e-06,0.000,5.89851e-06,0.000,6.18134e-06,0.000,4.85069e-06,0.000,6.01767e-06,0.000,4.27409e-06,0.000,5.48049e-06,0.000,6.21707e-06,0.000,6.07374e-06,0.000,5.71245e-06,0.000,1.6424e-06,0.000,6.04803e-06,0.000,1.51271e-06,0.000,6.23445e-06,0.000,1.72996e-06,0.000,3.28004e-06,0.000,3.55763e-06,0.000,7.10461e-06,0.000,7.38189e-06,0.000,5.97791e-06,0.000,5.81397e-06,0.000,6.21835e-06,0.000,6.00617e-06,0.000,6.50319e-06,0.000,6.21673e-06,0.000,5.19947e-06,0.000,3.48441e-06,0.000,6.48966e-06,0.000,5.91174e-06,0.000,4.7308e-06,0.000,5.83706e-06,0.000,6.19291e-06,0.000,6.02576e-06,0.000,6.37177e-06,0.000,2.553e-06,0.000,4.47988e-06,0.000,4.22558e-06,0.000,5.86245e-06,0.000,6.11435e-06,0.000,4.20794e-06,0.000,6.50319e-06,0.000,3.74063e-06,0.000,6.03677e-06,0.000,6.20115e-06,0.000,6.04803e-06,0.000,6.19291e-06,0.000,9.40912e-06,0.000,2.59561e-07,0.000,4.94404e-06,0.000,6.24709e-06,0.000,5.67506e-06,0.000,7.32007e-06,0.000,6.25471e-06,0.000,6.03462e-06,0.000,6.09798e-06,0.000,6.89071e-06,0.000,5.91174e-06,0.000,2.553e-06,0.000,5.97892e-06,0.000,1.8875e-06
0.000,5.2555e-06,0.000,7.23353e-06,0.000,5.70199e-06,0.000,4.3431e-06,0.000,4.82799e-06,0.000,1.21099e-06,0.000,4.25905e-06,0.000,4.91884e-06,0.000,3.40555e-06,0.000,2.20034e-06,0.000,6.18491e-06,0.000,5.20905e-06,0.000,6.20071e-06,0.000,6.1451e-06,0.000,7.18627e-06,0.000,6.28146e-06,0.000,7.30169e-06,0.000,3.49709e-06,0.000,5.13222e-06,0.000,4.82799e-06,0.000,6.20071e-06,0.000,6.82768e-06,0.000,6.1451e-06,0.000,5.78743e-06,0.000,5.79166e-06,0.000,7.99626e-06,0.000,3.93547e-06,0.000,4.29939e-06,0.000,6.21172e-06,0.000,6.89607e-06,0.000,3.6516e-06,0.000,6.63308e-06,0.000,6.1451e-06,0.000,6.32137e-06,0.000,2.33865e-06,0.000,4.95755e-06,0.000,5.55031e-06,0.000,6.14917e-06,0.000,6.011e-06,0.000,8.22674e-07,0.000,4.35862e-06,0.000,6.02342e-06,0.000,6.31224e-06,0.000,4.95341e-06,0.000,6.1451e-06,0.000,4.3646e-06,0.000,5.59654e-06,0.000,6.34872e-06,0.000,6.20235e-06,0.000,5.83342e-06,0.000,1.67718e-06,0.000,6.1761e-06,0.000,1.54474e-06,0.000,6.36647e-06,0.000,1.76659e-06,0.000,3.34949e-06,0.000,3.63296e-06,0.000,7.25505e-06,0.000,7.5382e-06,0.000,6.10449e-06,0.000,5.93708e-06,0.000,6.35003e-06,0.000,6.13335e-06,0.000,6.6409e-06,0.000,6.34837e-06,0.000,5.30957e-06,0.000,3.55819e-06,0.000,6.62708e-06,0.000,6.03692e-06,0.000,4.83098e-06,0.000,5.96066e-06,0.000,6.32404e-06,0.000,6.15336e-06,0.000,6.5067e-06,0.000,2.60706e-06,0.000,4.57475e-06,0.000,4.31505e-06,0.000,5.98659e-06,0.000,6.24382e-06,0.000,4.29704e-06,0.000,6.6409e-06,0.000,3.81984e-06,0.000,6.1646e-06,0.000,6.33246e-06,0.000,6.1761e-06,0.000,6.32404e-06,0.000,9.60836e-06,0.000,2.65057e-07,0.000,5.04874e-06,0.000,6.37937e-06,0.000,5.79523e-06,0.000,7.47507e-06,0.000,6.38716e-06,0.000,6.1624e-06,0.000,6.22711e-06,0.000,7.03663e-06,0.000,6.03692e-06,0.000,2.60706e-06,0.000,6.10553e-06,0.000,1.92746e-06
0.000,5.36666e-06,0.000,7.38652e-06,0.000,5.8226e-06,0.000,4.43496e-06,0.000,4.93011e-06,0.000,1.2366e-06,0.000,4.34914e-06,0.000,5.02288e-06,0.000,3.47758e-06,0.000,2.24688e-06,0.000,6.31573e-06,0.000,5.31922e-06,0.000,6.33186e-06,0.000,6.27508e-06,0.000,7.33827e-06,0.000,6.41432e-06,0.000,7.45613e-06,0.000,3.57106e-06,0.000,5.24078e-06,0.000,4.93011e-06,0.000,6.33186e-06,0.000,6.97209e-06,0.000,6.27508e-06,0.000,5.90984e-06,0.000,5.91416e-06,0.000,8.16539e-06,0.000,4.01871e-06,0.000,4.39033e-06,0.000,6.34311e-06,0.000,7.04193e-06,0.000,3.72883e-06,0.000,6.77338e-06,0.000,6.27508e-06,0.000,6.45507e-06,0.000,2.38811e-06,0.000,5.0624e-06,0.000,5.6677e-06,0.000,6.27923e-06,0.000,6.13814e-06,0.000,8.40075e-07,0.000,4.45081e-06,0.000,6.15082e-06,0.000,6.44575e-06,0.000,5.05818e-06,0.000,6.27508e-06,0.000,4.45691e-06,0.000,5.71491e-06,0.000,6.483e-06,0.000,6.33354e-06,0.000,5.9568e-06,0.000,1.71265e-06,0.000,6.30673e-06,0.000,1.57741e-06,0.000,6.50112e-06,0.000,1.80396e-06,0.000,3.42034e-06,0.000,3.7098e-06,0.000,7.4085e-06,0.000,7.69764e-06,0.000,6.23361e-06,0.000,6.06266e-06,0.000,6.48434e-06,0.000,6.26308e-06,0.000,6.78136e-06,0.000,6.48264e-06,0.000,5.42188e-06,0.000,3.63345e-06,0.000,6.76725e-06,0.000,6.16461e-06,0.000,4.93316e-06,0.000,6.08673e-06,0.000,6.4578e-06,0.000,6.28351e-06,0.000,6.64432e-06,0.000,2.6622e-06,0.000,4.67151e-06,0.000,4.40632e-06,0.000,6.11322e-06,0.000,6.37588e-06,0.000,4.38793e-06,0.000,6.78136e-06,0.000,3.90063e-06,0.000,6.29499e-06,0.000,6.4664e-06,0.000,6.30673e-06,0.000,6.4578e-06,0.000,9.81159e-06,0.000,2.70663e-07,0.000,5.15552e-06,0.000,6.5143e-06,0.000,5.9178e-06,0.000,7.63318e-06,0.000,6.52225e-06,0.000,6.29274e-06,0.000,6.35882e-06,0.000,7.18546e-06,0.000,6.16461e-06,0.000,2.6622e-06,0.000,6.23466e-06,0.000,1.96823e-06
0.000,5.48004e-06,0.000,7.54258e-06,0.000,5.94561e-06,0.000,4.52866e-06,0.000,5.03427e-06,0.000,1.26272e-06,0.000,4.44102e-06,0.000,5.129e-06,0.000,3.55105e-06,0.000,2.29435e-06,0.000,6.44916e-06,0.000,5.4316e-06,0.000,6.46563e-06,0.000,6.40765e-06,0.000,7.4933e-06,0.000,6.54984e-06,0.000,7.61366e-06,0.000,3.6465e-06,0.000,5.3515e-06,0.000,5.03427e-06,0.000,6.46563e-06,0.000,7.11939e-06,0.000,6.40765e-06,0.000,6.0347e-06,0.000,6.03911e-06,0.000,8.3379e-06,0.000,4.10362e-06,0.000,4.48308e-06,0.000,6.47712e-06,0.000,7.1907e-06,0.000,3.80761e-06,0.000,6.91648e-06,0.000,6.40765e-06,0.000,6.59145e-06,0.000,2.43857e-06,0.000,5.16936e-06,0.000,5.78744e-06,0.000,6.41189e-06,0.000,6.26782e-06,0.000,8.57823e-07,0.000,4.54484e-06,0.000,6.28077e-06,0.000,6.58193e-06,0.000,5.16504e-06,0.000,6.40765e-06,0.000,4.55107e-06,0.000,5.83565e-06,0.000,6.61997e-06,0.000,6.46735e-06,0.000,6.08265e-06,0.000,1.74883e-06,0.000,6.43997e-06,0.000,1.61074e-06,0.000,6.63847e-06,0.000,1.84207e-06,0.000,3.4926e-06,0.000,3.78818e-06,0.000,7.56502e-06,0.000,7.86027e-06,0.000,6.36531e-06,0.000,6.19075e-06,0.000,6.62134e-06,0.000,6.3954e-06,0.000,6.92463e-06,0.000,6.6196e-06,0.000,5.53643e-06,0.000,3.71021e-06,0.000,6.91022e-06,0.000,6.29485e-06,0.000,5.03739e-06,0.000,6.21533e-06,0.000,6.59424e-06,0.000,6.41626e-06,0.000,6.7847e-06,0.000,2.71845e-06,0.000,4.7702e-06,0.000,4.49941e-06,0.000,6.24237e-06,0.000,6.51059e-06,0.000,4.48064e-06,0.000,6.92463e-06,0.000,3.98304e-06,0.000,6.42798e-06,0.000,6.60301e-06,0.000,6.43997e-06,0.000,6.59424e-06,0.000,1.00189e-05,0.000,2.76382e-07,0.000,5.26444e-06,0.000,6.65193e-06,0.000,6.04283e-06,0.000,7.79445e-06,0.000,6.66005e-06,0.000,6.42569e-06,0.000,6.49317e-06,0.000,7.33727e-06,0.000,6.29485e-06,0.000,2.71845e-06,0.000,6.36638e-06,0.000,2.00982e-06
0.000,5.59569e-06,0.000,7.70176e-06,0.000,6.07109e-06,0.000,4.62423e-06,0.000,5.14051e-06,0.000,1.28937e-06,0.000,4.53475e-06,0.000,5.23724e-06,0.000,3.62599e-06,0.000,2.34277e-06,0.000,6.58526e-06,0.000,5.54623e-06,0.000,6.60208e-06,0.000,6.54288e-06,0.000,7.65144e-06,0.000,6.68807e-06,0.000,7.77434e-06,0.000,3.72346e-06,0.000,5.46444e-06,0.000,5.14051e-06,0.000,6.60208e-06,0.000,7.26964e-06,0.000,6.54288e-06,0.000,6.16206e-06,0.000,6.16656e-06,0.000,8.51386e-06,0.000,4.19022e-06,0.000,4.57769e-06,0.000,6.61381e-06,0.000,7.34245e-06,0.000,3.88797e-06,0.000,7.06244e-06,0.000,6.54288e-06,0.000,6.73056e-06,0.000,2.49003e-06,0.000,5.27845e-06,0.000,5.90958e-06,0.000,6.54721e-06,0.000,6.40009e-06,0.000,8.75926e-07,0.000,4.64075e-06,0.000,6.41332e-06,0.000,6.72083e-06,0.000,5.27405e-06,0.000,6.54288e-06,0.000,4.64712e-06,0.000,5.95881e-06,0.000,6.75968e-06,0.000,6.60383e-06,0.000,6.21102e-06,0.000,1.78574e-06,0.000,6.57588e-06,0.000,1.64473e-06,0.000,6.77857e-06,0.000,1.88095e-06,0.000,3.56631e-06,0.000,3.86812e-06,0.000,7.72468e-06,0.000,8.02615e-06,0.000,6.49964e-06,0.000,6.32139e-06,0.000,6.76107e-06,0.000,6.53037e-06,0.000,7.07076e-06,0.000,6.7593e-06,0.000,5.65327e-06,0.000,3.78851e-06,0.000,7.05605e-06,0.000,6.42769e-06,0.000,5.14369e-06,0.000,6.3465e-06,0.000,6.7334e-06,0.000,6.55167e-06,0.000,6.92788e-06,0.000,2.77582e-06,0.000,4.87087e-06,0.000,4.59437e-06,0.000,6.37411e-06,0.000,6.64798e-06,0.000,4.57519e-06,0.000,7.07076e-06,0.000,4.0671e-06,0.000,6.56364e-06,0.000,6.74236e-06,0.000,6.57588e-06,0.000,6.7334e-06,0.000,1.02303e-05,0.000,2.82214e-07,0.000,5.37554e-06,0.000,6.79231e-06,0.000,6.17035e-06,0.000,7.95894e-06,0.000,6.8006e-06,0.000,6.5613e-06,0.000,6.6302e-06,0.000,7.49211e-06,0.000,6.42769e-06,0.000,2.77582e-06,0.000,6.50074e-06,0.000,2.05223e-06
0.000,5.71366e-06,0.000,7.86412e-06,0.000,6.19907e-06,0.000,4.72172e-06,0.000,5.24888e-06,0.000,1.31655e-06,0.000,4.63034e-06,0.000,5.34765e-06,0.000,3.70243e-06,0.000,2.39216e-06,0.000,6.72409e-06,0.000,5.66315e-06,0.000,6.74126e-06,0.000,6.68081e-06,0.000,7.81274e-06,0.000,6.82906e-06,0.000,7.93823e-06,0.000,3.80195e-06,0.000,5.57963e-06,0.000,5.24888e-06,0.000,6.74126e-06,0.000,7.42289e-06,0.000,6.68081e-06,0.000,6.29196e-06,0.000,6.29655e-06,0.000,8.69334e-06,0.000,4.27855e-06,0.000,4.6742e-06,0.000,6.75324e-06,0.000,7.49724e-06,0.000,3.96993e-06,0.000,7.21133e-06,0.000,6.68081e-06,0.000,6.87244e-06,0.000,2.54252e-06,0.000,5.38973e-06,0.000,6.03416e-06,0.000,6.68523e-06,0.000,6.53501e-06,0.000,8.94392e-07,0.000,4.73859e-06,0.000,6.54852e-06,0.000,6.86251e-06,0.000,5.38523e-06,0.000,6.68081e-06,0.000,4.74509e-06,0.000,6.08443e-06,0.000,6.90218e-06,0.000,6.74305e-06,0.000,6.34195e-06,0.000,1.82339e-06,0.000,6.71451e-06,0.000,1.6794e-06,0.000,6.92147e-06,0.000,1.9206e-06,0.000,3.64149e-06,0.000,3.94967e-06,0.000,7.88752e-06,0.000,8.19535e-06,0.000,6.63666e-06,0.000,6.45466e-06,0.000,6.9036e-06,0.000,6.66803e-06,0.000,7.21982e-06,0.000,6.9018e-06,0.000,5.77244e-06,0.000,3.86838e-06,0.000,7.2048e-06,0.000,6.5632e-06,0.000,5.25213e-06,0.000,6.48029e-06,0.000,6.87535e-06,0.000,6.68979e-06,0.000,7.07393e-06,0.000,2.83434e-06,0.000,4.97356e-06,0.000,4.69122e-06,0.000,6.50848e-06,0.000,6.78813e-06,0.000,4.67164e-06,0.000,7.21982e-06,0.000,4.15284e-06,0.000,6.70201e-06,0.000,6.8845e-06,0.000,6.71451e-06,0.000,6.87535e-06,0.000,1.0446e-05,0.000,2.88164e-07,0.000,5.48887e-06,0.000,6.9355e-06,0.000,6.30043e-06,0.000,8.12672e-06,0.000,6.94396e-06,0.000,6.69962e-06,0.000,6.76997e-06,0.000,7.65005e-06,0.000,6.5632e-06,0.000,2.83434e-06,0.000,6.63778e-06,0.000,2.09549e-06
0.000,5.83398e-06,0.000,8.02973e-06,0.000,6.32962e-06,0.000,4.82115e-06,0.000,5.35941e-06,0.000,1.34428e-06,0.000,4.72785e-06,0.000,5.46026e-06,0.000,3.7804e-06,0.000,2.44254e-06,0.000,6.86569e-06,0.000,5.78241e-06,0.000,6.88322e-06,0.000,6.8215e-06,0.000,7.97727e-06,0.000,6.97287e-06,0.000,8.1054e-06,0.000,3.88202e-06,0.000,5.69713e-06,0.000,5.35941e-06,0.000,6.88322e-06,0.000,7.5792e-06,0.000,6.8215e-06,0.000,6.42446e-06,0.000,6.42915e-06,0.000,8.87641e-06,0.000,4.36865e-06,0.000,4.77263e-06,0.000,6.89545e-06,0.000,7.65512e-06,0.000,4.05353e-06,0.000,7.36319e-06,0.000,6.8215e-06,0.000,7.01717e-06,0.000,2.59606e-06,0.000,5.50323e-06,0.000,6.16123e-06,0.000,6.82601e-06,0.000,6.67263e-06,0.000,9.13227e-07,0.000,4.83837e-06,0.000,6.68642e-06,0.000,7.00703e-06,0.000,5.49863e-06,0.000,6.8215e-06,0.000,4.84501e-06,0.000,6.21256e-06,0.000,7.04753e-06,0.000,6.88505e-06,0.000,6.47551e-06,0.000,1.86178e-06,0.000,6.85591e-06,0.000,1.71477e-06,0.000,7.06723e-06,0.000,1.96104e-06,0.000,3.71817e-06,0.000,4.03284e-06,0.000,8.05362e-06,0.000,8.36793e-06,0.000,6.77642e-06,0.000,6.59058e-06,0.000,7.04898e-06,0.000,6.80845e-06,0.000,7.37186e-06,0.000,7.04714e-06,0.000,5.894e-06,0.000,3.94984e-06,0.000,7.35652e-06,0.000,6.70141e-06,0.000,5.36273e-06,0.000,6.61675e-06,0.000,7.02013e-06,0.000,6.83067e-06,0.000,7.22289e-06,0.000,2.89402e-06,0.000,5.07829e-06,0.000,4.79002e-06,0.000,6.64554e-06,0.000,6.93108e-06,0.000,4.77002e-06,0.000,7.37186e-06,0.000,4.24029e-06,0.000,6.84314e-06,0.000,7.02948e-06,0.000,6.85591e-06,0.000,7.02013e-06,0.000,1.0666e-05,0.000,2.94232e-07,0.000,5.60445e-06,0.000,7.08155e-06,0.000,6.43311e-06,0.000,8.29786e-06,0.000,7.09019e-06,0.000,6.8407e-06,0.000,6.91253e-06,0.000,7.81115e-06,0.000,6.70141e-06,0.000,2.89402e-06,0.000,6.77756e-06,0.000,2.13962e-06
