sample_no, 3H_Std, Well1_Gamma_p1, log_posterior, log_posterior_transformed, stuck_counter, perturbation_coeff_0, perturbation_coeff_1, 
773, 3.940891e-02, 7.118109e-02, -3.545224e+00, -2.826374e+01, 5.000000, 1.799136e-01, 1.295204e-01, 
774, 3.940891e-02, 7.118109e-02, -3.545224e+00, -8.418627e+00, 5.000000, 1.799136e-01, 1.295204e-01, 
775, 3.940891e-02, 7.118109e-02, -3.545224e+00, -7.286709e+01, 5.000000, 1.799136e-01, 1.295204e-01, 
776, 3.940891e-02, 7.118109e-02, -3.545224e+00, -3.745206e+01, 5.000000, 1.799136e-01, 1.295204e-01, 
777, 3.940891e-02, 7.118109e-02, -3.545224e+00, -1.081499e+01, 5.000000, 1.799136e-01, 1.295204e-01, 
778, 4.978571e-02, 7.592884e-02, -3.749556e+00, -3.749556e+00, 5.000000, 1.799136e-01, 1.295204e-01, 
779, 4.616720e-02, 7.546423e-02, -3.257326e+00, -3.257326e+00, 5.000000, 1.799136e-01, 1.295204e-01, 
780, 4.000680e-02, 7.144830e-02, -2.928898e+00, -2.928898e+00, 5.000000, 1.799136e-01, 1.295204e-01, 
781, 4.629193e-02, 7.490528e-02, -2.415165e+00, -2.415165e+00, 5.000000, 1.799136e-01, 1.295204e-01, 
782, 4.629193e-02, 7.490528e-02, -2.415165e+00, -1.274426e+02, 5.000000, 1.799136e-01, 1.295204e-01, 
783, 4.629193e-02, 7.490528e-02, -2.415165e+00, -1.252026e+02, 5.000000, 1.799136e-01, 1.295204e-01, 
784, 4.629193e-02, 7.490528e-02, -2.415165e+00, -2.611915e+01, 5.000000, 1.799136e-01, 1.295204e-01, 
785, 4.629193e-02, 7.490528e-02, -2.415165e+00, -7.401519e+00, 5.000000, 1.799136e-01, 1.295204e-01, 
786, 4.629193e-02, 7.490528e-02, -2.415165e+00, -3.550462e+01, 5.000000, 1.799136e-01, 1.295204e-01, 
787, 4.629193e-02, 7.490528e-02, -2.415165e+00, -6.836830e+01, 5.000000, 1.799136e-01, 1.295204e-01, 
788, 4.629193e-02, 7.490528e-02, -2.415165e+00, -3.130649e+01, 5.000000, 1.799136e-01, 1.295204e-01, 
789, 4.629193e-02, 7.490528e-02, -2.415165e+00, -5.562287e+01, 5.000000, 1.799136e-01, 1.295204e-01, 
790, 4.629193e-02, 7.490528e-02, -2.415165e+00, -3.169995e+01, 5.000000, 1.799136e-01, 1.295204e-01, 
791, 4.629193e-02, 7.490528e-02, -2.415165e+00, -4.910724e+00, 5.000000, 1.799136e-01, 1.295204e-01, 
792, 4.629193e-02, 7.490528e-02, -2.415165e+00, -9.095276e+00, 5.000000, 1.799136e-01, 1.295204e-01, 
793, 4.629193e-02, 7.490528e-02, -2.415165e+00, -3.782970e+00, 5.000000, 1.799136e-01, 1.295204e-01, 
794, 4.384460e-02, 7.143579e-02, -2.704592e+00, -2.704592e+00, 5.000000, 1.799136e-01, 1.295204e-01, 
795, 4.384460e-02, 7.143579e-02, -2.704592e+00, -6.035816e+01, 5.000000, 1.799136e-01, 1.295204e-01, 
796, 4.541555e-02, 7.363516e-02, -1.378219e+00, -1.378219e+00, 5.000000, 1.799136e-01, 1.295204e-01, 
797, 4.541555e-02, 7.363516e-02, -1.378219e+00, -3.851602e+01, 5.000000, 1.799136e-01, 1.295204e-01, 
798, 4.541555e-02, 7.363516e-02, -1.378219e+00, -2.225092e+02, 5.000000, 1.799136e-01, 1.295204e-01, 
799, 4.541555e-02, 7.363516e-02, -1.378219e+00, -3.206154e+00, 5.000000, 1.799136e-01, 1.295204e-01, 
800, 4.541555e-02, 7.363516e-02, -1.378219e+00, -1.007325e+01, 5.000000, 1.799136e-01, 1.295204e-01, 
801, 4.541555e-02, 7.363516e-02, -1.378219e+00, -2.096590e+01, 5.000000, 1.799136e-01, 1.295204e-01, 
802, 4.541555e-02, 7.363516e-02, -1.378219e+00, -5.143595e+01, 4.000000, 2.398849e-01, 1.726939e-01, 
803, 4.541555e-02, 7.363516e-02, -1.378219e+00, -2.938887e+01, 4.000000, 2.398849e-01, 1.726939e-01, 
804, 4.541555e-02, 7.363516e-02, -1.378219e+00, -1.619371e+02, 4.000000, 2.398849e-01, 1.726939e-01, 
805, 4.541555e-02, 7.363516e-02, -1.378219e+00, -3.585154e+01, 4.000000, 2.398849e-01, 1.726939e-01, 
806, 4.541555e-02, 7.363516e-02, -1.378219e+00, -3.525372e+00, 4.000000, 2.398849e-01, 1.726939e-01, 
807, 4.541555e-02, 7.363516e-02, -1.378219e+00, -3.064052e+00, 4.000000, 2.398849e-01, 1.726939e-01, 
808, 4.541555e-02, 7.363516e-02, -1.378219e+00, -3.485516e+00, 4.000000, 2.398849e-01, 1.726939e-01, 
809, 4.541555e-02, 7.363516e-02, -1.378219e+00, -4.522488e+00, 4.000000, 2.398849e-01, 1.726939e-01, 
810, 4.541555e-02, 7.363516e-02, -1.378219e+00, -3.157501e+01, 4.000000, 2.398849e-01, 1.726939e-01, 
811, 4.541555e-02, 7.363516e-02, -1.378219e+00, -1.426590e+02, 4.000000, 2.398849e-01, 1.726939e-01, 
812, 4.541555e-02, 7.363516e-02, -1.378219e+00, -1.212086e+02, 4.000000, 2.398849e-01, 1.726939e-01, 
813, 4.541555e-02, 7.363516e-02, -1.378219e+00, -1.770941e+02, 4.000000, 2.398849e-01, 1.726939e-01, 
814, 4.541555e-02, 7.363516e-02, -1.378219e+00, -2.957931e+02, 4.000000, 2.398849e-01, 1.726939e-01, 
815, 4.541555e-02, 7.363516e-02, -1.378219e+00, -1.277967e+01, 4.000000, 2.398849e-01, 1.726939e-01, 
816, 4.541555e-02, 7.363516e-02, -1.378219e+00, -7.691114e+01, 4.000000, 2.398849e-01, 1.726939e-01, 
817, 4.541555e-02, 7.363516e-02, -1.378219e+00, -4.512302e+01, 4.000000, 2.398849e-01, 1.726939e-01, 
818, 4.541555e-02, 7.363516e-02, -1.378219e+00, -1.955759e+01, 4.000000, 2.398849e-01, 1.726939e-01, 
819, 4.096304e-02, 7.286830e-02, -1.328191e+00, -1.328191e+00, 4.000000, 2.398849e-01, 1.726939e-01, 
820, 4.096304e-02, 7.286830e-02, -1.328191e+00, -1.612949e+02, 4.000000, 2.398849e-01, 1.726939e-01, 
821, 4.096304e-02, 7.286830e-02, -1.328191e+00, -1.721491e+01, 4.000000, 2.398849e-01, 1.726939e-01, 
822, 6.648816e-02, 7.380954e-02, -1.524565e+00, -1.524565e+00, 4.000000, 2.398849e-01, 1.726939e-01, 
823, 6.648816e-02, 7.380954e-02, -1.524565e+00, -8.623656e+00, 4.000000, 2.398849e-01, 1.726939e-01, 
824, 4.484881e-02, 7.218829e-02, -1.742538e+00, -1.742538e+00, 4.000000, 2.398849e-01, 1.726939e-01, 
825, 4.484881e-02, 7.218829e-02, -1.742538e+00, -4.937717e+01, 4.000000, 2.398849e-01, 1.726939e-01, 
826, 4.484881e-02, 7.218829e-02, -1.742538e+00, -6.501944e+01, 4.000000, 2.398849e-01, 1.726939e-01, 
827, 4.484881e-02, 7.218829e-02, -1.742538e+00, -1.006252e+02, 4.000000, 2.398849e-01, 1.726939e-01, 
828, 4.484881e-02, 7.218829e-02, -1.742538e+00, -2.016664e+02, 4.000000, 2.398849e-01, 1.726939e-01, 
829, 4.484881e-02, 7.218829e-02, -1.742538e+00, -8.179826e+02, 4.000000, 2.398849e-01, 1.726939e-01, 
830, 4.484881e-02, 7.218829e-02, -1.742538e+00, -3.739640e+00, 4.000000, 2.398849e-01, 1.726939e-01, 
831, 4.484881e-02, 7.218829e-02, -1.742538e+00, -2.596545e+00, 4.000000, 2.398849e-01, 1.726939e-01, 
832, 4.484881e-02, 7.218829e-02, -1.742538e+00, -6.125859e+01, 4.000000, 2.398849e-01, 1.726939e-01, 
833, 4.484881e-02, 7.218829e-02, -1.742538e+00, -7.172013e+01, 4.000000, 2.398849e-01, 1.726939e-01, 
834, 4.484881e-02, 7.218829e-02, -1.742538e+00, -2.956296e+00, 4.000000, 2.398849e-01, 1.726939e-01, 
835, 4.484881e-02, 7.218829e-02, -1.742538e+00, -2.085343e+01, 4.000000, 2.398849e-01, 1.726939e-01, 
836, 4.484881e-02, 7.218829e-02, -1.742538e+00, -1.278932e+01, 4.000000, 2.398849e-01, 1.726939e-01, 
837, 4.484881e-02, 7.218829e-02, -1.742538e+00, -6.769962e+01, 4.000000, 2.398849e-01, 1.726939e-01, 
838, 4.484881e-02, 7.218829e-02, -1.742538e+00, -1.432953e+01, 4.000000, 2.398849e-01, 1.726939e-01, 
839, 4.484881e-02, 7.218829e-02, -1.742538e+00, -1.409094e+01, 4.000000, 2.398849e-01, 1.726939e-01, 
840, 4.484881e-02, 7.218829e-02, -1.742538e+00, -1.066199e+01, 4.000000, 2.398849e-01, 1.726939e-01, 
841, 4.484881e-02, 7.218829e-02, -1.742538e+00, -2.075600e+02, 4.000000, 2.398849e-01, 1.726939e-01, 
842, 4.484881e-02, 7.218829e-02, -1.742538e+00, -1.365135e+02, 4.000000, 2.398849e-01, 1.726939e-01, 
843, 4.484881e-02, 7.218829e-02, -1.742538e+00, -4.899049e+01, 4.000000, 2.398849e-01, 1.726939e-01, 
844, 4.484881e-02, 7.218829e-02, -1.742538e+00, -2.222305e+02, 4.000000, 2.398849e-01, 1.726939e-01, 
845, 4.484881e-02, 7.218829e-02, -1.742538e+00, -8.747032e+00, 4.000000, 2.398849e-01, 1.726939e-01, 
846, 4.484881e-02, 7.218829e-02, -1.742538e+00, -1.024542e+01, 4.000000, 2.398849e-01, 1.726939e-01, 
847, 5.195198e-02, 7.253187e-02, -1.501345e+00, -1.501345e+00, 4.000000, 2.398849e-01, 1.726939e-01, 
848, 5.195198e-02, 7.253187e-02, -1.501345e+00, -2.060372e+01, 4.000000, 2.398849e-01, 1.726939e-01, 
849, 5.195198e-02, 7.253187e-02, -1.501345e+00, -3.157826e+00, 4.000000, 2.398849e-01, 1.726939e-01, 
850, 5.195198e-02, 7.253187e-02, -1.501345e+00, -3.640054e+01, 4.000000, 2.398849e-01, 1.726939e-01, 
851, 5.195198e-02, 7.253187e-02, -1.501345e+00, -1.038330e+02, 4.000000, 2.398849e-01, 1.726939e-01, 
852, 5.195198e-02, 7.253187e-02, -1.501345e+00, -2.673529e+00, 1.000000, 1.799136e-01, 1.295204e-01, 
853, 5.195198e-02, 7.253187e-02, -1.501345e+00, -2.111992e+00, 1.000000, 1.799136e-01, 1.295204e-01, 
854, 5.195198e-02, 7.253187e-02, -1.501345e+00, -1.279366e+01, 1.000000, 1.799136e-01, 1.295204e-01, 
855, 5.195198e-02, 7.253187e-02, -1.501345e+00, -1.740773e+01, 1.000000, 1.799136e-01, 1.295204e-01, 
856, 5.195198e-02, 7.253187e-02, -1.501345e+00, -2.447467e+01, 1.000000, 1.799136e-01, 1.295204e-01, 
857, 5.195198e-02, 7.253187e-02, -1.501345e+00, -4.057625e+01, 1.000000, 1.799136e-01, 1.295204e-01, 
858, 5.195198e-02, 7.253187e-02, -1.501345e+00, -6.045239e+01, 1.000000, 1.799136e-01, 1.295204e-01, 
859, 5.195198e-02, 7.253187e-02, -1.501345e+00, -2.378924e+01, 1.000000, 1.799136e-01, 1.295204e-01, 
860, 5.195198e-02, 7.253187e-02, -1.501345e+00, -1.769981e+02, 1.000000, 1.799136e-01, 1.295204e-01, 
861, 6.101366e-02, 7.526001e-02, -2.329795e+00, -2.329795e+00, 1.000000, 1.799136e-01, 1.295204e-01, 
862, 5.079550e-02, 7.583527e-02, -3.506194e+00, -3.506194e+00, 1.000000, 1.799136e-01, 1.295204e-01, 
863, 4.812218e-02, 7.177030e-02, -2.097084e+00, -2.097084e+00, 1.000000, 1.799136e-01, 1.295204e-01, 
864, 4.812218e-02, 7.177030e-02, -2.097084e+00, -9.679225e+00, 1.000000, 1.799136e-01, 1.295204e-01, 
865, 5.249781e-02, 7.511551e-02, -2.431010e+00, -2.431010e+00, 1.000000, 1.799136e-01, 1.295204e-01, 
866, 5.249781e-02, 7.511551e-02, -2.431010e+00, -5.998249e+01, 1.000000, 1.799136e-01, 1.295204e-01, 
867, 5.249781e-02, 7.511551e-02, -2.431010e+00, -2.216754e+02, 1.000000, 1.799136e-01, 1.295204e-01, 
868, 5.249781e-02, 7.511551e-02, -2.431010e+00, -2.216754e+02, 1.000000, 1.799136e-01, 1.295204e-01, 
869, 5.249781e-02, 7.511551e-02, -2.431010e+00, -5.998249e+01, 1.000000, 1.799136e-01, 1.295204e-01, 
870, 5.249781e-02, 7.511551e-02, -2.431010e+00, -8.315230e+00, 1.000000, 1.799136e-01, 1.295204e-01, 
871, 5.358381e-02, 7.168284e-02, -2.073690e+00, -2.073690e+00, 1.000000, 1.799136e-01, 1.295204e-01, 
872, 5.358381e-02, 7.168284e-02, -2.073690e+00, -2.068589e+01, 1.000000, 1.799136e-01, 1.295204e-01, 
873, 6.348421e-02, 7.456714e-02, -1.806104e+00, -1.806104e+00, 1.000000, 1.799136e-01, 1.295204e-01, 
874, 6.735127e-02, 7.333801e-02, -1.470645e+00, -1.470645e+00, 1.000000, 1.799136e-01, 1.295204e-01, 
875, 6.735127e-02, 7.333801e-02, -1.470645e+00, -3.274341e+00, 1.000000, 1.799136e-01, 1.295204e-01, 
876, 6.144796e-02, 7.278292e-02, -1.469751e+00, -1.469751e+00, 1.000000, 1.799136e-01, 1.295204e-01, 
877, 6.144796e-02, 7.278292e-02, -1.469751e+00, -1.178658e+01, 1.000000, 1.799136e-01, 1.295204e-01, 
878, 6.144796e-02, 7.278292e-02, -1.469751e+00, -2.426219e+01, 1.000000, 1.799136e-01, 1.295204e-01, 
879, 6.144796e-02, 7.278292e-02, -1.469751e+00, -3.468486e+01, 1.000000, 1.799136e-01, 1.295204e-01, 
880, 6.144796e-02, 7.278292e-02, -1.469751e+00, -4.898386e+00, 1.000000, 1.799136e-01, 1.295204e-01, 
881, 6.144796e-02, 7.278292e-02, -1.469751e+00, -6.609351e+00, 1.000000, 1.799136e-01, 1.295204e-01, 
882, 6.144796e-02, 7.278292e-02, -1.469751e+00, -1.156299e+01, 1.000000, 1.799136e-01, 1.295204e-01, 
883, 6.144796e-02, 7.278292e-02, -1.469751e+00, -4.867609e+00, 1.000000, 1.799136e-01, 1.295204e-01, 
884, 6.144796e-02, 7.278292e-02, -1.469751e+00, -1.361294e+02, 1.000000, 1.799136e-01, 1.295204e-01, 
885, 6.144796e-02, 7.278292e-02, -1.469751e+00, -5.530267e+01, 1.000000, 1.799136e-01, 1.295204e-01, 
886, 6.144796e-02, 7.278292e-02, -1.469751e+00, -2.150881e+01, 1.000000, 1.799136e-01, 1.295204e-01, 
887, 4.917429e-02, 7.109846e-02, -2.940016e+00, -2.940016e+00, 1.000000, 1.799136e-01, 1.295204e-01, 
888, 4.917429e-02, 7.109846e-02, -2.940016e+00, -4.471358e+01, 1.000000, 1.799136e-01, 1.295204e-01, 
889, 4.917429e-02, 7.109846e-02, -2.940016e+00, -2.515811e+01, 1.000000, 1.799136e-01, 1.295204e-01, 
890, 4.917429e-02, 7.109846e-02, -2.940016e+00, -1.231689e+01, 1.000000, 1.799136e-01, 1.295204e-01, 
891, 4.418720e-02, 7.276643e-02, -1.379615e+00, -1.379615e+00, 1.000000, 1.799136e-01, 1.295204e-01, 
892, 4.418720e-02, 7.276643e-02, -1.379615e+00, -5.149035e+01, 1.000000, 1.799136e-01, 1.295204e-01, 
893, 5.406333e-02, 7.106377e-02, -2.751626e+00, -2.751626e+00, 1.000000, 1.799136e-01, 1.295204e-01, 
894, 5.406333e-02, 7.106377e-02, -2.751626e+00, -4.816391e+01, 1.000000, 1.799136e-01, 1.295204e-01, 
895, 5.406333e-02, 7.106377e-02, -2.751626e+00, -1.144803e+02, 1.000000, 1.799136e-01, 1.295204e-01, 
896, 8.541947e-02, 7.128039e-02, -2.067465e+00, -2.067465e+00, 1.000000, 1.799136e-01, 1.295204e-01, 
897, 8.541947e-02, 7.128039e-02, -2.067465e+00, -8.067736e+00, 1.000000, 1.799136e-01, 1.295204e-01, 
898, 8.541947e-02, 7.128039e-02, -2.067465e+00, -1.511942e+01, 1.000000, 1.799136e-01, 1.295204e-01, 
899, 8.541947e-02, 7.128039e-02, -2.067465e+00, -7.399108e+00, 1.000000, 1.799136e-01, 1.295204e-01, 
900, 9.772797e-02, 7.312774e-02, -1.682141e+00, -1.682141e+00, 1.000000, 1.799136e-01, 1.295204e-01, 
901, 9.772797e-02, 7.312774e-02, -1.682141e+00, -3.034714e+01, 1.000000, 1.799136e-01, 1.295204e-01, 
902, 9.772797e-02, 7.312774e-02, -1.682141e+00, -6.841086e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
903, 9.772797e-02, 7.312774e-02, -1.682141e+00, -1.092321e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
904, 9.772797e-02, 7.312774e-02, -1.682141e+00, -1.868803e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
905, 9.772797e-02, 7.312774e-02, -1.682141e+00, -1.807891e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
906, 9.772797e-02, 7.312774e-02, -1.682141e+00, -8.540841e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
907, 9.772797e-02, 7.312774e-02, -1.682141e+00, -1.869377e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
908, 1.339495e-01, 6.931275e-02, -2.727706e+00, -2.727706e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
909, 1.339495e-01, 6.931275e-02, -2.727706e+00, -1.489624e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
910, 7.288473e-02, 7.415572e-02, -1.638344e+00, -1.638344e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
911, 7.288473e-02, 7.415572e-02, -1.638344e+00, -2.274823e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
912, 7.288473e-02, 7.415572e-02, -1.638344e+00, -9.789557e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
913, 7.288473e-02, 7.415572e-02, -1.638344e+00, -2.890649e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
914, 7.288473e-02, 7.415572e-02, -1.638344e+00, -1.291450e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
915, 7.288473e-02, 7.415572e-02, -1.638344e+00, -9.844404e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
916, 7.288473e-02, 7.415572e-02, -1.638344e+00, -1.976403e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
917, 7.288473e-02, 7.415572e-02, -1.638344e+00, -3.567675e+02, 0.000000, 2.398849e-01, 1.726939e-01, 
918, 7.288473e-02, 7.415572e-02, -1.638344e+00, -1.052907e+02, 0.000000, 2.398849e-01, 1.726939e-01, 
919, 7.288473e-02, 7.415572e-02, -1.638344e+00, -4.242657e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
920, 7.288473e-02, 7.415572e-02, -1.638344e+00, -3.669096e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
921, 7.288473e-02, 7.415572e-02, -1.638344e+00, -6.013481e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
922, 7.288473e-02, 7.415572e-02, -1.638344e+00, -1.501194e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
923, 7.288473e-02, 7.415572e-02, -1.638344e+00, -5.258192e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
924, 7.288473e-02, 7.415572e-02, -1.638344e+00, -1.416387e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
925, 6.726913e-02, 7.670034e-02, -3.593087e+00, -3.593087e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
926, 6.726913e-02, 7.670034e-02, -3.593087e+00, -1.300614e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
927, 8.100930e-02, 6.950683e-02, -3.477303e+00, -3.477303e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
928, 8.100930e-02, 6.950683e-02, -3.477303e+00, -3.258716e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
929, 8.249064e-02, 7.521838e-02, -2.036486e+00, -2.036486e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
930, 1.260011e-01, 7.210484e-02, -1.940715e+00, -1.940715e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
931, 1.260011e-01, 7.210484e-02, -1.940715e+00, -7.677359e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
932, 8.533103e-02, 7.202211e-02, -1.779935e+00, -1.779935e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
933, 7.991822e-02, 7.469411e-02, -1.824931e+00, -1.824931e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
934, 7.991822e-02, 7.469411e-02, -1.824931e+00, -8.699824e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
935, 7.991822e-02, 7.469411e-02, -1.824931e+00, -7.772622e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
936, 7.991822e-02, 7.469411e-02, -1.824931e+00, -2.854707e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
937, 7.991822e-02, 7.469411e-02, -1.824931e+00, -2.854707e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
938, 7.991822e-02, 7.469411e-02, -1.824931e+00, -4.743611e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
939, 7.991822e-02, 7.469411e-02, -1.824931e+00, -3.211805e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
940, 1.003204e-01, 6.879042e-02, -3.514091e+00, -3.514091e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
941, 1.003204e-01, 6.879042e-02, -3.514091e+00, -2.185358e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
942, 1.003204e-01, 6.879042e-02, -3.514091e+00, -7.709503e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
943, 1.003204e-01, 6.879042e-02, -3.514091e+00, -6.545530e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
944, 1.003204e-01, 6.879042e-02, -3.514091e+00, -1.254645e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
945, 1.003204e-01, 6.879042e-02, -3.514091e+00, -5.983070e+01, 0.000000, 2.398849e-01, 1.726939e-01, 
946, 8.511478e-02, 7.311708e-02, -1.597790e+00, -1.597790e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
947, 8.511478e-02, 7.311708e-02, -1.597790e+00, -3.511220e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
948, 9.940877e-02, 7.232202e-02, -1.773258e+00, -1.773258e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
949, 9.940877e-02, 7.232202e-02, -1.773258e+00, -2.928969e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
950, 9.940877e-02, 7.232202e-02, -1.773258e+00, -1.185461e+02, 0.000000, 2.398849e-01, 1.726939e-01, 
951, 1.070462e-01, 7.012387e-02, -2.524340e+00, -2.524340e+00, 0.000000, 2.398849e-01, 1.726939e-01, 
951, 1.070462e-01, 7.012387e-02, -2.524340e+00, -2.524340e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
952, 1.070462e-01, 7.012387e-02, -2.524340e+00, -1.872858e+01, 1.000000, 3.198465e-01, 2.302585e-01, 
953, 1.468435e-01, 7.017678e-02, -2.405278e+00, -2.405278e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
954, 1.468435e-01, 7.017678e-02, -2.405278e+00, -3.030912e+01, 1.000000, 3.198465e-01, 2.302585e-01, 
955, 1.468435e-01, 7.017678e-02, -2.405278e+00, -7.998611e+01, 1.000000, 3.198465e-01, 2.302585e-01, 
956, 2.105385e-01, 8.182927e-02, -3.387938e+00, -3.387938e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
957, 2.105385e-01, 8.182927e-02, -3.387938e+00, -6.178795e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
958, 2.105385e-01, 8.182927e-02, -3.387938e+00, -5.040635e+01, 1.000000, 3.198465e-01, 2.302585e-01, 
959, 2.105385e-01, 8.182927e-02, -3.387938e+00, -7.050145e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
960, 2.105385e-01, 8.182927e-02, -3.387938e+00, -2.552470e+01, 1.000000, 3.198465e-01, 2.302585e-01, 
961, 2.105385e-01, 8.182927e-02, -3.387938e+00, -7.904376e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
962, 2.861328e-01, 8.440416e-02, -3.501469e+00, -3.501469e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
963, 2.861328e-01, 8.440416e-02, -3.501469e+00, -1.260878e+01, 1.000000, 3.198465e-01, 2.302585e-01, 
964, 3.474441e-01, 7.974317e-02, -2.960071e+00, -2.960071e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
965, 3.474441e-01, 7.974317e-02, -2.960071e+00, -3.390192e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
966, 3.426093e-01, 8.084115e-02, -3.029314e+00, -3.029314e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
967, 2.201780e-01, 8.299540e-02, -3.610450e+00, -3.610450e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
968, 2.201780e-01, 8.299540e-02, -3.610450e+00, -5.067479e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
969, 2.682676e-01, 6.621049e-02, -3.307149e+00, -3.307149e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
970, 2.682676e-01, 6.621049e-02, -3.307149e+00, -3.738866e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
971, 2.085886e-01, 8.244951e-02, -3.570121e+00, -3.570121e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
972, 1.802641e-01, 7.027545e-02, -2.434897e+00, -2.434897e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
973, 1.802641e-01, 7.027545e-02, -2.434897e+00, -3.984655e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
974, 1.802641e-01, 7.027545e-02, -2.434897e+00, -3.323885e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
975, 1.802641e-01, 7.027545e-02, -2.434897e+00, -3.617493e+01, 1.000000, 3.198465e-01, 2.302585e-01, 
976, 1.802641e-01, 7.027545e-02, -2.434897e+00, -6.108147e+01, 1.000000, 3.198465e-01, 2.302585e-01, 
977, 1.802641e-01, 7.027545e-02, -2.434897e+00, -3.921564e+01, 1.000000, 3.198465e-01, 2.302585e-01, 
978, 1.802641e-01, 7.027545e-02, -2.434897e+00, -5.149560e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
979, 1.802641e-01, 7.027545e-02, -2.434897e+00, -2.068676e+01, 1.000000, 3.198465e-01, 2.302585e-01, 
980, 1.802641e-01, 7.027545e-02, -2.434897e+00, -5.492029e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
981, 1.802641e-01, 7.027545e-02, -2.434897e+00, -7.178601e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
982, 1.991530e-01, 6.800953e-02, -2.958437e+00, -2.958437e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
983, 1.902176e-01, 7.036598e-02, -2.444634e+00, -2.444634e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
984, 1.902176e-01, 7.036598e-02, -2.444634e+00, -4.944455e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
985, 1.710666e-01, 7.194566e-02, -2.170638e+00, -2.170638e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
986, 1.710666e-01, 7.194566e-02, -2.170638e+00, -1.124456e+01, 1.000000, 3.198465e-01, 2.302585e-01, 
987, 2.298034e-01, 6.569639e-02, -3.531400e+00, -3.531400e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
988, 2.055310e-01, 7.396121e-02, -2.261751e+00, -2.261751e+00, 1.000000, 3.198465e-01, 2.302585e-01, 
