sample_no, 3H_Std, Well1_Gamma_p1, log_posterior, log_posterior_transformed, stuck_counter, perturbation_coeff_0, perturbation_coeff_1, 
339, 5.212519e-01, 8.895519e-02, -3.650525e+00, -3.881712e+02, 3.000000, 1.347830e+00, 9.703075e-01, 
340, 5.212519e-01, 8.895519e-02, -3.650525e+00, -2.840703e+01, 3.000000, 1.347830e+00, 9.703075e-01, 
341, 5.212519e-01, 8.895519e-02, -3.650525e+00, -4.909496e+00, 3.000000, 1.347830e+00, 9.703075e-01, 
342, 1.648756e+00, 4.385032e-02, -6.307189e+00, -6.307189e+00, 3.000000, 1.347830e+00, 9.703075e-01, 
343, 1.648756e+00, 4.385032e-02, -6.307189e+00, -2.283302e+01, 3.000000, 1.347830e+00, 9.703075e-01, 
344, 1.648756e+00, 4.385032e-02, -6.307189e+00, -7.800392e+00, 3.000000, 1.347830e+00, 9.703075e-01, 
345, 1.648756e+00, 4.385032e-02, -6.307189e+00, -1.193179e+01, 3.000000, 1.347830e+00, 9.703075e-01, 
346, 1.648756e+00, 4.385032e-02, -6.307189e+00, -7.648708e+00, 3.000000, 1.347830e+00, 9.703075e-01, 
347, 3.895653e-01, 4.764952e-02, -8.928734e+00, -8.928734e+00, 3.000000, 1.347830e+00, 9.703075e-01, 
348, 4.789724e-01, 9.634927e-02, -4.248880e+00, -4.248880e+00, 3.000000, 1.347830e+00, 9.703075e-01, 
349, 4.789724e-01, 9.634927e-02, -4.248880e+00, -7.909791e+00, 3.000000, 1.347830e+00, 9.703075e-01, 
350, 4.789724e-01, 9.634927e-02, -4.248880e+00, -3.987126e+01, 3.000000, 1.347830e+00, 9.703075e-01, 
351, 4.789724e-01, 9.634927e-02, -4.248880e+00, -1.089846e+03, 3.000000, 1.347830e+00, 9.703075e-01, 
352, 4.789724e-01, 9.634927e-02, -4.248880e+00, -9.533065e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
353, 1.131510e+00, 8.628582e-02, -4.287992e+00, -4.287992e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
354, 4.031666e-01, 5.737978e-02, -4.991878e+00, -4.991878e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
355, 4.031666e-01, 5.737978e-02, -4.991878e+00, -3.678399e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
356, 4.031666e-01, 5.737978e-02, -4.991878e+00, -1.060451e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
357, 4.031666e-01, 5.737978e-02, -4.991878e+00, -8.045707e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
358, 3.085462e-01, 5.584536e-02, -6.534334e+00, -6.534334e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
359, 3.085462e-01, 5.584536e-02, -6.534334e+00, -1.920223e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
360, 1.381227e+00, 2.787376e-01, -5.381200e+00, -5.381200e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
361, 1.450256e+00, 3.700964e-01, -5.328184e+00, -5.328184e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
362, 1.450256e+00, 3.700964e-01, -5.328184e+00, -1.458846e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
363, 1.436991e+00, 4.617874e-01, -5.353696e+00, -5.353696e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
364, 1.684622e+00, 3.950131e-01, -5.104264e+00, -5.104264e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
365, 1.414401e+00, 2.085162e-01, -5.169238e+00, -5.169238e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
366, 3.351661e-01, 7.258726e-02, -2.781938e+00, -2.781938e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
367, 3.351661e-01, 7.258726e-02, -2.781938e+00, -1.033404e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
368, 3.351661e-01, 7.258726e-02, -2.781938e+00, -1.271843e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
369, 1.490903e-01, 7.082038e-02, -2.253776e+00, -2.253776e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
370, 1.490903e-01, 7.082038e-02, -2.253776e+00, -3.268856e+02, 3.000000, 1.010873e+00, 7.277306e-01, 
371, 1.490903e-01, 7.082038e-02, -2.253776e+00, -1.299566e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
372, 1.490903e-01, 7.082038e-02, -2.253776e+00, -1.441264e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
373, 1.490903e-01, 7.082038e-02, -2.253776e+00, -6.153081e+03, 3.000000, 1.010873e+00, 7.277306e-01, 
374, 1.490903e-01, 7.082038e-02, -2.253776e+00, -7.727651e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
375, 1.490903e-01, 7.082038e-02, -2.253776e+00, -3.908589e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
376, 1.490903e-01, 7.082038e-02, -2.253776e+00, -3.859363e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
377, 1.490903e-01, 7.082038e-02, -2.253776e+00, -2.114531e+03, 3.000000, 1.010873e+00, 7.277306e-01, 
378, 1.490903e-01, 7.082038e-02, -2.253776e+00, -3.999630e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
379, 1.560072e+00, 4.847866e-02, -5.922477e+00, -5.922477e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
380, 1.448676e+00, 4.124388e-02, -6.446243e+00, -6.446243e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
381, 3.860562e-01, 5.338983e-02, -6.395273e+00, -6.395273e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
382, 7.369434e-01, 1.130338e-01, -4.640609e+00, -4.640609e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
383, 7.369434e-01, 1.130338e-01, -4.640609e+00, -5.280692e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
384, 7.369434e-01, 1.130338e-01, -4.640609e+00, -2.649441e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
385, 7.369434e-01, 1.130338e-01, -4.640609e+00, -2.558735e+02, 3.000000, 1.010873e+00, 7.277306e-01, 
386, 1.167949e+00, 1.135042e-01, -4.487657e+00, -4.487657e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
387, 1.167949e+00, 1.135042e-01, -4.487657e+00, -5.862191e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
388, 2.309242e-01, 6.483990e-02, -3.801453e+00, -3.801453e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
389, 2.309242e-01, 6.483990e-02, -3.801453e+00, -1.264460e+02, 3.000000, 1.010873e+00, 7.277306e-01, 
390, 2.309242e-01, 6.483990e-02, -3.801453e+00, -1.084161e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
391, 2.309242e-01, 6.483990e-02, -3.801453e+00, -8.148029e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
392, 2.309242e-01, 6.483990e-02, -3.801453e+00, -8.174394e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
393, 2.309242e-01, 6.483990e-02, -3.801453e+00, -8.627218e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
394, 2.309242e-01, 6.483990e-02, -3.801453e+00, -4.992998e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
395, 2.311975e-01, 9.581266e-02, -7.897162e+00, -7.897162e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
396, 2.311975e-01, 9.581266e-02, -7.897162e+00, -3.077405e+02, 3.000000, 1.010873e+00, 7.277306e-01, 
397, 3.356439e-01, 1.047432e-01, -7.109840e+00, -7.109840e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
398, 6.000893e-01, 7.258218e-02, -3.500384e+00, -3.500384e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
399, 6.000893e-01, 7.258218e-02, -3.500384e+00, -2.419176e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
400, 6.000893e-01, 7.258218e-02, -3.500384e+00, -3.768234e+02, 3.000000, 1.010873e+00, 7.277306e-01, 
401, 6.000893e-01, 7.258218e-02, -3.500384e+00, -1.389232e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
402, 6.000893e-01, 7.258218e-02, -3.500384e+00, -9.184099e+00, 9.000000, 1.347830e+00, 9.703075e-01, 
403, 1.072085e-01, 7.608344e-02, -2.277800e+00, -2.277800e+00, 9.000000, 1.347830e+00, 9.703075e-01, 
404, 1.072085e-01, 7.608344e-02, -2.277800e+00, -1.925383e+02, 9.000000, 1.347830e+00, 9.703075e-01, 
405, 1.072085e-01, 7.608344e-02, -2.277800e+00, -1.938242e+01, 9.000000, 1.347830e+00, 9.703075e-01, 
406, 1.072085e-01, 7.608344e-02, -2.277800e+00, -3.042754e+01, 9.000000, 1.347830e+00, 9.703075e-01, 
407, 1.072085e-01, 7.608344e-02, -2.277800e+00, -8.121220e+02, 9.000000, 1.347830e+00, 9.703075e-01, 
408, 1.072085e-01, 7.608344e-02, -2.277800e+00, -1.295588e+02, 9.000000, 1.347830e+00, 9.703075e-01, 
409, 1.072085e-01, 7.608344e-02, -2.277800e+00, -6.361239e+00, 9.000000, 1.347830e+00, 9.703075e-01, 
410, 1.072085e-01, 7.608344e-02, -2.277800e+00, -6.205524e+02, 9.000000, 1.347830e+00, 9.703075e-01, 
411, 1.072085e-01, 7.608344e-02, -2.277800e+00, -6.707890e+02, 9.000000, 1.347830e+00, 9.703075e-01, 
412, 1.072085e-01, 7.608344e-02, -2.277800e+00, -6.777822e+01, 9.000000, 1.347830e+00, 9.703075e-01, 
413, 1.072085e-01, 7.608344e-02, -2.277800e+00, -2.350211e+01, 9.000000, 1.347830e+00, 9.703075e-01, 
414, 7.150606e-02, 7.557780e-02, -2.366719e+00, -2.366719e+00, 9.000000, 1.347830e+00, 9.703075e-01, 
415, 7.150606e-02, 7.557780e-02, -2.366719e+00, -1.926921e+04, 9.000000, 1.347830e+00, 9.703075e-01, 
416, 7.150606e-02, 7.557780e-02, -2.366719e+00, -4.339944e+02, 9.000000, 1.347830e+00, 9.703075e-01, 
417, 7.150606e-02, 7.557780e-02, -2.366719e+00, -8.206389e+01, 9.000000, 1.347830e+00, 9.703075e-01, 
418, 7.150606e-02, 7.557780e-02, -2.366719e+00, -1.207158e+04, 9.000000, 1.347830e+00, 9.703075e-01, 
419, 7.150606e-02, 7.557780e-02, -2.366719e+00, -1.895020e+01, 9.000000, 1.347830e+00, 9.703075e-01, 
420, 7.150606e-02, 7.557780e-02, -2.366719e+00, -3.200039e+00, 9.000000, 1.347830e+00, 9.703075e-01, 
421, 7.150606e-02, 7.557780e-02, -2.366719e+00, -2.344529e+01, 9.000000, 1.347830e+00, 9.703075e-01, 
422, 7.150606e-02, 7.557780e-02, -2.366719e+00, -1.155342e+03, 9.000000, 1.347830e+00, 9.703075e-01, 
423, 7.150606e-02, 7.557780e-02, -2.366719e+00, -2.062169e+03, 9.000000, 1.347830e+00, 9.703075e-01, 
424, 7.150606e-02, 7.557780e-02, -2.366719e+00, -1.438167e+01, 9.000000, 1.347830e+00, 9.703075e-01, 
425, 7.150606e-02, 7.557780e-02, -2.366719e+00, -2.012045e+01, 9.000000, 1.347830e+00, 9.703075e-01, 
426, 7.150606e-02, 7.557780e-02, -2.366719e+00, -5.588044e+03, 9.000000, 1.347830e+00, 9.703075e-01, 
427, 7.150606e-02, 7.557780e-02, -2.366719e+00, -7.804212e+02, 9.000000, 1.347830e+00, 9.703075e-01, 
428, 7.150606e-02, 7.557780e-02, -2.366719e+00, -1.399038e+02, 9.000000, 1.347830e+00, 9.703075e-01, 
429, 7.150606e-02, 7.557780e-02, -2.366719e+00, -4.504835e+02, 9.000000, 1.347830e+00, 9.703075e-01, 
430, 7.150606e-02, 7.557780e-02, -2.366719e+00, -6.291071e+03, 9.000000, 1.347830e+00, 9.703075e-01, 
431, 7.150606e-02, 7.557780e-02, -2.366719e+00, -3.213308e+00, 9.000000, 1.347830e+00, 9.703075e-01, 
432, 7.150606e-02, 7.557780e-02, -2.366719e+00, -6.089534e+01, 9.000000, 1.347830e+00, 9.703075e-01, 
433, 7.150606e-02, 7.557780e-02, -2.366719e+00, -1.012787e+04, 9.000000, 1.347830e+00, 9.703075e-01, 
434, 7.150606e-02, 7.557780e-02, -2.366719e+00, -4.076357e+05, 9.000000, 1.347830e+00, 9.703075e-01, 
435, 7.150606e-02, 7.557780e-02, -2.366719e+00, -2.794398e+02, 9.000000, 1.347830e+00, 9.703075e-01, 
436, 2.373173e-01, 6.999416e-02, -2.628140e+00, -2.628140e+00, 9.000000, 1.347830e+00, 9.703075e-01, 
437, 2.373173e-01, 6.999416e-02, -2.628140e+00, -5.599483e+02, 9.000000, 1.347830e+00, 9.703075e-01, 
438, 2.373173e-01, 6.999416e-02, -2.628140e+00, -6.882424e+01, 9.000000, 1.347830e+00, 9.703075e-01, 
439, 2.373173e-01, 6.999416e-02, -2.628140e+00, -5.176218e+00, 9.000000, 1.347830e+00, 9.703075e-01, 
440, 2.373173e-01, 6.999416e-02, -2.628140e+00, -1.074062e+01, 9.000000, 1.347830e+00, 9.703075e-01, 
441, 2.373173e-01, 6.999416e-02, -2.628140e+00, -2.604083e+02, 9.000000, 1.347830e+00, 9.703075e-01, 
442, 2.002112e-01, 6.980698e-02, -2.562312e+00, -2.562312e+00, 9.000000, 1.347830e+00, 9.703075e-01, 
443, 2.002112e-01, 6.980698e-02, -2.562312e+00, -9.347960e+00, 9.000000, 1.347830e+00, 9.703075e-01, 
444, 2.002112e-01, 6.980698e-02, -2.562312e+00, -9.369858e+00, 9.000000, 1.347830e+00, 9.703075e-01, 
445, 2.002112e-01, 6.980698e-02, -2.562312e+00, -1.143410e+03, 9.000000, 1.347830e+00, 9.703075e-01, 
446, 2.002112e-01, 6.980698e-02, -2.562312e+00, -1.154075e+01, 9.000000, 1.347830e+00, 9.703075e-01, 
447, 2.002112e-01, 6.980698e-02, -2.562312e+00, -6.072270e+00, 9.000000, 1.347830e+00, 9.703075e-01, 
448, 2.002112e-01, 6.980698e-02, -2.562312e+00, -2.682776e+01, 9.000000, 1.347830e+00, 9.703075e-01, 
449, 2.002112e-01, 6.980698e-02, -2.562312e+00, -7.137214e+03, 9.000000, 1.347830e+00, 9.703075e-01, 
450, 2.002112e-01, 6.980698e-02, -2.562312e+00, -2.970759e+01, 9.000000, 1.347830e+00, 9.703075e-01, 
451, 2.002112e-01, 6.980698e-02, -2.562312e+00, -1.126014e+01, 9.000000, 1.347830e+00, 9.703075e-01, 
452, 2.002112e-01, 6.980698e-02, -2.562312e+00, -2.101319e+03, 3.000000, 1.010873e+00, 7.277306e-01, 
453, 1.372130e-01, 7.232881e-02, -1.970994e+00, -1.970994e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
454, 1.372130e-01, 7.232881e-02, -1.970994e+00, -4.832538e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
455, 1.372130e-01, 7.232881e-02, -1.970994e+00, -1.974986e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
456, 1.372130e-01, 7.232881e-02, -1.970994e+00, -4.906011e+02, 3.000000, 1.010873e+00, 7.277306e-01, 
457, 1.372130e-01, 7.232881e-02, -1.970994e+00, -2.233380e+02, 3.000000, 1.010873e+00, 7.277306e-01, 
458, 1.372130e-01, 7.232881e-02, -1.970994e+00, -6.108651e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
459, 1.372130e-01, 7.232881e-02, -1.970994e+00, -6.899277e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
460, 1.372130e-01, 7.232881e-02, -1.970994e+00, -1.723908e+03, 3.000000, 1.010873e+00, 7.277306e-01, 
461, 1.372130e-01, 7.232881e-02, -1.970994e+00, -7.371737e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
462, 1.372130e-01, 7.232881e-02, -1.970994e+00, -1.488443e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
463, 1.372130e-01, 7.232881e-02, -1.970994e+00, -9.542232e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
464, 1.372130e-01, 7.232881e-02, -1.970994e+00, -1.395528e+02, 3.000000, 1.010873e+00, 7.277306e-01, 
465, 1.372130e-01, 7.232881e-02, -1.970994e+00, -1.536013e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
466, 1.372130e-01, 7.232881e-02, -1.970994e+00, -2.997474e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
467, 1.372130e-01, 7.232881e-02, -1.970994e+00, -3.630423e+03, 3.000000, 1.010873e+00, 7.277306e-01, 
468, 1.372130e-01, 7.232881e-02, -1.970994e+00, -6.180631e+02, 3.000000, 1.010873e+00, 7.277306e-01, 
469, 1.372130e-01, 7.232881e-02, -1.970994e+00, -3.164314e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
470, 3.112513e-01, 7.261601e-02, -2.699467e+00, -2.699467e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
471, 3.112513e-01, 7.261601e-02, -2.699467e+00, -1.135413e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
472, 3.112513e-01, 7.261601e-02, -2.699467e+00, -2.985387e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
473, 3.112513e-01, 7.261601e-02, -2.699467e+00, -4.940111e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
474, 3.112513e-01, 7.261601e-02, -2.699467e+00, -2.108571e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
475, 3.112513e-01, 7.261601e-02, -2.699467e+00, -5.082163e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
476, 3.112513e-01, 7.261601e-02, -2.699467e+00, -7.170696e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
477, 3.112513e-01, 7.261601e-02, -2.699467e+00, -3.420220e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
478, 3.112513e-01, 7.261601e-02, -2.699467e+00, -1.182627e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
479, 3.112513e-01, 7.261601e-02, -2.699467e+00, -2.165733e+02, 3.000000, 1.010873e+00, 7.277306e-01, 
480, 3.112513e-01, 7.261601e-02, -2.699467e+00, -8.911898e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
481, 2.514530e-01, 6.801637e-02, -2.953260e+00, -2.953260e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
482, 2.514530e-01, 6.801637e-02, -2.953260e+00, -3.024280e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
483, 2.514530e-01, 6.801637e-02, -2.953260e+00, -1.059297e+02, 3.000000, 1.010873e+00, 7.277306e-01, 
484, 2.514530e-01, 6.801637e-02, -2.953260e+00, -7.959326e+02, 3.000000, 1.010873e+00, 7.277306e-01, 
485, 2.514530e-01, 6.801637e-02, -2.953260e+00, -2.302639e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
486, 2.514530e-01, 6.801637e-02, -2.953260e+00, -5.372011e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
487, 2.514530e-01, 6.801637e-02, -2.953260e+00, -1.282333e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
488, 2.514530e-01, 6.801637e-02, -2.953260e+00, -3.226202e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
489, 2.514530e-01, 6.801637e-02, -2.953260e+00, -4.013665e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
490, 2.514530e-01, 6.801637e-02, -2.953260e+00, -1.082151e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
491, 2.514530e-01, 6.801637e-02, -2.953260e+00, -4.322303e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
492, 2.514530e-01, 6.801637e-02, -2.953260e+00, -7.849972e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
493, 2.514530e-01, 6.801637e-02, -2.953260e+00, -8.872008e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
494, 2.514530e-01, 6.801637e-02, -2.953260e+00, -2.837066e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
495, 2.514530e-01, 6.801637e-02, -2.953260e+00, -2.450362e+03, 3.000000, 1.010873e+00, 7.277306e-01, 
496, 2.514530e-01, 6.801637e-02, -2.953260e+00, -3.131819e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
497, 2.514530e-01, 6.801637e-02, -2.953260e+00, -3.868566e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
498, 3.016392e-01, 7.151615e-02, -2.711260e+00, -2.711260e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
499, 3.016392e-01, 7.151615e-02, -2.711260e+00, -6.006424e+02, 3.000000, 1.010873e+00, 7.277306e-01, 
500, 3.016392e-01, 7.151615e-02, -2.711260e+00, -3.259932e+01, 3.000000, 1.010873e+00, 7.277306e-01, 
501, 3.016392e-01, 7.151615e-02, -2.711260e+00, -5.634687e+00, 3.000000, 1.010873e+00, 7.277306e-01, 
502, 3.016392e-01, 7.151615e-02, -2.711260e+00, -1.033890e+01, 15.000000, 7.581546e-01, 5.457979e-01, 
503, 1.688330e-01, 6.923840e-02, -2.659048e+00, -2.659048e+00, 15.000000, 7.581546e-01, 5.457979e-01, 
504, 1.688330e-01, 6.923840e-02, -2.659048e+00, -5.913250e+00, 15.000000, 7.581546e-01, 5.457979e-01, 
505, 1.688330e-01, 6.923840e-02, -2.659048e+00, -7.202703e+00, 15.000000, 7.581546e-01, 5.457979e-01, 
506, 1.688330e-01, 6.923840e-02, -2.659048e+00, -2.352481e+01, 15.000000, 7.581546e-01, 5.457979e-01, 
507, 1.688330e-01, 6.923840e-02, -2.659048e+00, -2.603423e+03, 15.000000, 7.581546e-01, 5.457979e-01, 
508, 1.688330e-01, 6.923840e-02, -2.659048e+00, -6.514205e+00, 15.000000, 7.581546e-01, 5.457979e-01, 
509, 1.688330e-01, 6.923840e-02, -2.659048e+00, -4.624108e+00, 15.000000, 7.581546e-01, 5.457979e-01, 
510, 1.688330e-01, 6.923840e-02, -2.659048e+00, -4.977459e+03, 15.000000, 7.581546e-01, 5.457979e-01, 
511, 1.688330e-01, 6.923840e-02, -2.659048e+00, -9.183560e+01, 15.000000, 7.581546e-01, 5.457979e-01, 
512, 1.688330e-01, 6.923840e-02, -2.659048e+00, -5.270997e+00, 15.000000, 7.581546e-01, 5.457979e-01, 
513, 1.688330e-01, 6.923840e-02, -2.659048e+00, -2.475579e+01, 15.000000, 7.581546e-01, 5.457979e-01, 
514, 6.402802e-02, 7.572920e-02, -2.680658e+00, -2.680658e+00, 15.000000, 7.581546e-01, 5.457979e-01, 
515, 6.402802e-02, 7.572920e-02, -2.680658e+00, -3.166862e+02, 15.000000, 7.581546e-01, 5.457979e-01, 
516, 6.402802e-02, 7.572920e-02, -2.680658e+00, -1.620527e+01, 15.000000, 7.581546e-01, 5.457979e-01, 
517, 6.402802e-02, 7.572920e-02, -2.680658e+00, -4.160643e+02, 15.000000, 7.581546e-01, 5.457979e-01, 
518, 6.402802e-02, 7.572920e-02, -2.680658e+00, -4.878301e+02, 15.000000, 7.581546e-01, 5.457979e-01, 
519, 6.402802e-02, 7.572920e-02, -2.680658e+00, -7.893307e+00, 15.000000, 7.581546e-01, 5.457979e-01, 
520, 1.674782e-01, 7.033616e-02, -2.395066e+00, -2.395066e+00, 15.000000, 7.581546e-01, 5.457979e-01, 
521, 1.674782e-01, 7.033616e-02, -2.395066e+00, -2.888566e+02, 15.000000, 7.581546e-01, 5.457979e-01, 
522, 1.674782e-01, 7.033616e-02, -2.395066e+00, -3.380050e+03, 15.000000, 7.581546e-01, 5.457979e-01, 
523, 1.674782e-01, 7.033616e-02, -2.395066e+00, -3.037408e+01, 15.000000, 7.581546e-01, 5.457979e-01, 
524, 1.674782e-01, 7.033616e-02, -2.395066e+00, -1.594381e+01, 15.000000, 7.581546e-01, 5.457979e-01, 
525, 1.674782e-01, 7.033616e-02, -2.395066e+00, -1.012897e+01, 15.000000, 7.581546e-01, 5.457979e-01, 
526, 1.674782e-01, 7.033616e-02, -2.395066e+00, -2.979670e+01, 15.000000, 7.581546e-01, 5.457979e-01, 
527, 1.674782e-01, 7.033616e-02, -2.395066e+00, -7.486648e+00, 15.000000, 7.581546e-01, 5.457979e-01, 
528, 1.674782e-01, 7.033616e-02, -2.395066e+00, -4.371091e+00, 15.000000, 7.581546e-01, 5.457979e-01, 
529, 5.837734e-02, 7.514568e-02, -2.290319e+00, -2.290319e+00, 15.000000, 7.581546e-01, 5.457979e-01, 
530, 5.837734e-02, 7.514568e-02, -2.290319e+00, -2.886204e+02, 15.000000, 7.581546e-01, 5.457979e-01, 
531, 5.837734e-02, 7.514568e-02, -2.290319e+00, -4.432553e+00, 15.000000, 7.581546e-01, 5.457979e-01, 
532, 5.837734e-02, 7.514568e-02, -2.290319e+00, -3.397039e+02, 15.000000, 7.581546e-01, 5.457979e-01, 
533, 5.837734e-02, 7.514568e-02, -2.290319e+00, -1.914278e+03, 15.000000, 7.581546e-01, 5.457979e-01, 
534, 5.837734e-02, 7.514568e-02, -2.290319e+00, -3.116823e+02, 15.000000, 7.581546e-01, 5.457979e-01, 
535, 5.837734e-02, 7.514568e-02, -2.290319e+00, -1.239116e+01, 15.000000, 7.581546e-01, 5.457979e-01, 
536, 4.471849e-02, 7.200092e-02, -1.924277e+00, -1.924277e+00, 15.000000, 7.581546e-01, 5.457979e-01, 
537, 4.471849e-02, 7.200092e-02, -1.924277e+00, -1.224419e+01, 15.000000, 7.581546e-01, 5.457979e-01, 
538, 4.471849e-02, 7.200092e-02, -1.924277e+00, -4.093442e+02, 15.000000, 7.581546e-01, 5.457979e-01, 
539, 4.471849e-02, 7.200092e-02, -1.924277e+00, -4.425280e+02, 15.000000, 7.581546e-01, 5.457979e-01, 
540, 4.471849e-02, 7.200092e-02, -1.924277e+00, -1.213121e+03, 15.000000, 7.581546e-01, 5.457979e-01, 
541, 4.471849e-02, 7.200092e-02, -1.924277e+00, -9.201089e+02, 15.000000, 7.581546e-01, 5.457979e-01, 
542, 4.471849e-02, 7.200092e-02, -1.924277e+00, -5.412730e+00, 15.000000, 7.581546e-01, 5.457979e-01, 
543, 4.471849e-02, 7.200092e-02, -1.924277e+00, -1.752503e+02, 15.000000, 7.581546e-01, 5.457979e-01, 
544, 4.471849e-02, 7.200092e-02, -1.924277e+00, -2.965848e+03, 15.000000, 7.581546e-01, 5.457979e-01, 
545, 4.471849e-02, 7.200092e-02, -1.924277e+00, -2.310623e+02, 15.000000, 7.581546e-01, 5.457979e-01, 
546, 4.471849e-02, 7.200092e-02, -1.924277e+00, -1.124300e+03, 15.000000, 7.581546e-01, 5.457979e-01, 
547, 4.471849e-02, 7.200092e-02, -1.924277e+00, -1.238443e+02, 15.000000, 7.581546e-01, 5.457979e-01, 
548, 4.471849e-02, 7.200092e-02, -1.924277e+00, -7.612989e+02, 15.000000, 7.581546e-01, 5.457979e-01, 
549, 4.471849e-02, 7.200092e-02, -1.924277e+00, -5.856439e+02, 15.000000, 7.581546e-01, 5.457979e-01, 
550, 4.471849e-02, 7.200092e-02, -1.924277e+00, -5.762780e+01, 15.000000, 7.581546e-01, 5.457979e-01, 
551, 4.471849e-02, 7.200092e-02, -1.924277e+00, -6.886048e+02, 15.000000, 7.581546e-01, 5.457979e-01, 
552, 4.471849e-02, 7.200092e-02, -1.924277e+00, -8.832563e+01, 20.000000, 5.686160e-01, 4.093485e-01, 
553, 7.088877e-02, 7.216160e-02, -1.693931e+00, -1.693931e+00, 20.000000, 5.686160e-01, 4.093485e-01, 
554, 7.088877e-02, 7.216160e-02, -1.693931e+00, -2.759860e+00, 20.000000, 5.686160e-01, 4.093485e-01, 
555, 7.088877e-02, 7.216160e-02, -1.693931e+00, -7.209875e+02, 20.000000, 5.686160e-01, 4.093485e-01, 
